country_code,country,gleam_region,fbs_item_code,fbs_item,system,footprint_type,footprint,source
6,Andorra,Western Europe,2744,Eggs,All systems,kg_co2e_excl_luc,3.0024549196584633,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2731,Bovine Meat,All systems,kg_co2_luc_feed_palm,0.012222750903841152,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,0.04650073583821213,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2731,Bovine Meat,All systems,kg_co2e_excl_luc,98.00778860026537,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,43.87777594762932,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2733,Pigmeat,All systems,kg_co2_luc_feed_palm,0.0008284004013222621,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2733,Pigmeat,All systems,kg_co2_luc_feed_soy,0.21687375053516245,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2733,Pigmeat,All systems,kg_co2e_excl_luc,3.6000474544954755,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.2480039527817858,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2734,Poultry Meat,All systems,kg_co2e_excl_luc,1.2146310246599001,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2744,Eggs,All systems,kg_co2_luc_feed_soy,1.0656378322663056,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2744,Eggs,All systems,kg_co2e_excl_luc,5.219097347455823,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_palm,0.0008993319022495223,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_soy,0.003421455247381302,"FAO, 2017. GLEAM-i v2.0 revision 3."
7,Angola,Sub-Saharan Africa,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,7.211267876648465,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2_luc_feed_palm,0.00944391293768086,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,0.03475368674323443,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2e_excl_luc,11.658429617998372,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,22.989247717093953,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.16274821531037376,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2e_excl_luc,2.453400280001934,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2_luc_feed_soy,0.19749354472068315,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2e_excl_luc,2.9771799155662637,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_palm,0.002613083637591884,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_soy,0.009616171895485632,"FAO, 2017. GLEAM-i v2.0 revision 3."
8,Antigua and Barbuda,Latin America and the Caribbean,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,3.225829364992991,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2_luc_feed_palm,0.015869742135348183,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,2.564878094317407,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2731,Bovine Meat,All systems,kg_co2e_excl_luc,36.32711578640505,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,28.53810813571531,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2_luc_feed_palm,0.0034643979440016517,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2_luc_feed_soy,3.8339530540605353,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2e_excl_luc,5.055778068378414,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,3.2085524150839895,"FAO, 2017. GLEAM-i v2.0 revision 3."
