gleam_crop,item_code,item,gleam_country,mt_co2/ha,source,note,country_code,country,gleam_region,hg/ha,processed_item_code,processed_item,fbs_item_code,fbs_item,product_fraction,value_fraction,kg/ha,kg_co2/ha,kg_co2/kg,footprint_type,footprint
Soy,236,Soybeans,Slovenia,1.0,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,198,Slovenia,Western Europe,22815.0,236,Soybeans,2555,Soyabeans,1.0,1.0,2281.5,1000.0,0.4383081306158229,kg_co2_luc_human_palm_soy,0.4383081306158229
Soy,236,Soybeans,Slovenia,1.0,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,198,Slovenia,Western Europe,22815.0,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,2281.5,1000.0,0.8279153578298878,kg_co2_luc_human_palm_soy,0.8279153578298878
Soy,236,Soybeans,South Africa,0.03,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,202,South Africa,Sub-Saharan Africa,15318.333333333334,236,Soybeans,2555,Soyabeans,1.0,1.0,1531.8333333333335,30.0,0.019584376020019584,kg_co2_luc_human_palm_soy,0.019584376020019584
Soy,236,Soybeans,South Africa,0.03,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,202,South Africa,Sub-Saharan Africa,15318.333333333334,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,1531.8333333333335,30.0,0.036992710260037,kg_co2_luc_human_palm_soy,0.036992710260037
Soy,236,Soybeans,Sri Lanka,1.02,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,38,Sri Lanka,South Asia,14538.333333333334,236,Soybeans,2555,Soyabeans,1.0,1.0,1453.8333333333335,1020.0,0.7015934884787343,kg_co2_luc_human_palm_soy,0.7015934884787343
Soy,236,Soybeans,Sri Lanka,1.02,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,38,Sri Lanka,South Asia,14538.333333333334,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,1453.8333333333335,1020.0,1.325232144904276,kg_co2_luc_human_palm_soy,1.325232144904276
Soy,236,Soybeans,The former Yugoslav Republic of Macedonia,0.91,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,154,North Macedonia,Western Europe,,236,Soybeans,2555,Soyabeans,1.0,1.0,,910.0,,kg_co2_luc_human_palm_soy,
Soy,236,Soybeans,The former Yugoslav Republic of Macedonia,0.91,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,154,North Macedonia,Western Europe,,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,,910.0,,kg_co2_luc_human_palm_soy,
Soy,236,Soybeans,Uganda,8.53,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,226,Uganda,Sub-Saharan Africa,8818.666666666666,236,Soybeans,2555,Soyabeans,1.0,1.0,881.8666666666666,8530.0,9.67266404596311,kg_co2_luc_human_palm_soy,9.67266404596311
Soy,236,Soybeans,Uganda,8.53,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,226,Uganda,Sub-Saharan Africa,8818.666666666666,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,881.8666666666666,8530.0,18.270587642374764,kg_co2_luc_human_palm_soy,18.270587642374764
Soy,236,Soybeans,Ukraine,0.8,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,230,Ukraine,Eastern Europe,19331.333333333332,236,Soybeans,2555,Soyabeans,1.0,1.0,1933.1333333333332,800.0,0.4138359140600752,kg_co2_luc_human_palm_soy,0.4138359140600752
Soy,236,Soybeans,Ukraine,0.8,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,230,Ukraine,Eastern Europe,19331.333333333332,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,1933.1333333333332,800.0,0.7816900598912533,kg_co2_luc_human_palm_soy,0.7816900598912533
Soy,236,Soybeans,United Republic of Tanzania,2.6,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,215,United Republic of Tanzania,Sub-Saharan Africa,9780.666666666666,236,Soybeans,2555,Soyabeans,1.0,1.0,978.0666666666666,2600.0,2.6583055006475362,kg_co2_luc_human_palm_soy,2.6583055006475362
Soy,236,Soybeans,United Republic of Tanzania,2.6,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,215,United Republic of Tanzania,Sub-Saharan Africa,9780.666666666666,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,978.0666666666666,2600.0,5.021243723445346,kg_co2_luc_human_palm_soy,5.021243723445346
Soy,236,Soybeans,United States of America,0.03,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,231,United States of America,North America,28227.0,236,Soybeans,2555,Soyabeans,1.0,1.0,2822.7,30.0,0.010628122010840685,kg_co2_luc_human_palm_soy,0.010628122010840685
Soy,236,Soybeans,United States of America,0.03,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,231,United States of America,North America,28227.0,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,2822.7,30.0,0.020075341576032406,kg_co2_luc_human_palm_soy,0.020075341576032406
Soy,236,Soybeans,Uruguay,5.84,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,234,Uruguay,Latin America and the Caribbean,22703.333333333332,236,Soybeans,2555,Soyabeans,1.0,1.0,2270.333333333333,5840.0,2.5723094993393043,kg_co2_luc_human_palm_soy,2.5723094993393043
Soy,236,Soybeans,Uruguay,5.84,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,234,Uruguay,Latin America and the Caribbean,22703.333333333332,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,2270.333333333333,5840.0,4.858806832085353,kg_co2_luc_human_palm_soy,4.858806832085353
Soy,236,Soybeans,Venezuela,8.16,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.","Manually edited GLEAM country name to match GLEAM-i country name, for consistency and ease of matching",236,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,11829.333333333334,236,Soybeans,2555,Soyabeans,1.0,1.0,1182.9333333333334,8160.0,6.898106402164111,kg_co2_luc_human_palm_soy,6.898106402164111
Soy,236,Soybeans,Venezuela,8.16,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.","Manually edited GLEAM country name to match GLEAM-i country name, for consistency and ease of matching",236,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,11829.333333333334,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,1182.9333333333334,8160.0,13.0297565374211,kg_co2_luc_human_palm_soy,13.0297565374211
Soy,236,Soybeans,Viet Nam,0.06,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,237,Viet Nam,East Asia and Southeast Asia,14524.666666666666,236,Soybeans,2555,Soyabeans,1.0,1.0,1452.4666666666667,60.0,0.041309037499426264,kg_co2_luc_human_palm_soy,0.041309037499426264
Soy,236,Soybeans,Viet Nam,0.06,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,237,Viet Nam,East Asia and Southeast Asia,14524.666666666666,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,1452.4666666666667,60.0,0.07802818194336072,kg_co2_luc_human_palm_soy,0.07802818194336072
Soy,236,Soybeans,Zambia,8.65,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,251,Zambia,Sub-Saharan Africa,21425.666666666668,236,Soybeans,2555,Soyabeans,1.0,1.0,2142.5666666666666,8650.0,4.037213933444312,kg_co2_luc_human_palm_soy,4.037213933444312
Soy,236,Soybeans,Zambia,8.65,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,251,Zambia,Sub-Saharan Africa,21425.666666666668,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,2142.5666666666666,8650.0,7.625848540950368,kg_co2_luc_human_palm_soy,7.625848540950368
Soy,236,Soybeans,Zimbabwe,0.03,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,181,Zimbabwe,Sub-Saharan Africa,12823.666666666666,236,Soybeans,2555,Soyabeans,1.0,1.0,1282.3666666666666,30.0,0.023394245015726133,kg_co2_luc_human_palm_soy,0.023394245015726133
Soy,236,Soybeans,Zimbabwe,0.03,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,181,Zimbabwe,Sub-Saharan Africa,12823.666666666666,237,"Oil, soybean",2571,Soyabean Oil,0.18,0.34,1282.3666666666666,30.0,0.044189129474149366,kg_co2_luc_human_palm_soy,0.044189129474149366
Palm,254,Oil palm fruit,Angola,0.27,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,7,Angola,Sub-Saharan Africa,121739.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,12173.9,270.0,0.0980527366354509,kg_co2_luc_human_palm_soy,0.0980527366354509
Palm,254,Oil palm fruit,Angola,0.27,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,7,Angola,Sub-Saharan Africa,121739.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,12173.9,270.0,0.1092858313776765,kg_co2_luc_human_palm_soy,0.1092858313776765
Palm,254,Oil palm fruit,Benin,0.54,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,53,Benin,Sub-Saharan Africa,159934.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,15993.4,540.0,0.14927210105747568,kg_co2_luc_human_palm_soy,0.14927210105747568
Palm,254,Oil palm fruit,Benin,0.54,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,53,Benin,Sub-Saharan Africa,159934.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,15993.4,540.0,0.16637297667896705,kg_co2_luc_human_palm_soy,0.16637297667896705
Palm,254,Oil palm fruit,Burundi,2.94,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,29,Burundi,Sub-Saharan Africa,100000.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,10000.0,2940.0,1.2997894736842104,kg_co2_luc_human_palm_soy,1.2997894736842104
Palm,254,Oil palm fruit,Burundi,2.94,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,29,Burundi,Sub-Saharan Africa,100000.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,10000.0,2940.0,1.4486956521739132,kg_co2_luc_human_palm_soy,1.4486956521739132
Palm,254,Oil palm fruit,Cameroon,6.93,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,32,Cameroon,Sub-Saharan Africa,193942.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,19394.2,6930.0,1.5797452195420334,kg_co2_luc_human_palm_soy,1.5797452195420334
Palm,254,Oil palm fruit,Cameroon,6.93,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,32,Cameroon,Sub-Saharan Africa,193942.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,19394.2,6930.0,1.7607236228850134,kg_co2_luc_human_palm_soy,1.7607236228850134
Palm,254,Oil palm fruit,Congo,5.93,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,46,Congo,Sub-Saharan Africa,124861.66666666667,257,"Oil, palm",2577,Palm Oil,0.19,0.84,12486.166666666668,5930.0,2.0996710043325137,kg_co2_luc_human_palm_soy,2.0996710043325137
Palm,254,Oil palm fruit,Congo,5.93,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,46,Congo,Sub-Saharan Africa,124861.66666666667,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,12486.166666666668,5930.0,2.340213024152526,kg_co2_luc_human_palm_soy,2.340213024152526
Palm,254,Oil palm fruit,Ghana,2.8,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,81,Ghana,Sub-Saharan Africa,62796.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,6279.6,2800.0,1.9712955233487883,kg_co2_luc_human_palm_soy,1.9712955233487883
Palm,254,Oil palm fruit,Ghana,2.8,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,81,Ghana,Sub-Saharan Africa,62796.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,6279.6,2800.0,2.1971306212617625,kg_co2_luc_human_palm_soy,2.1971306212617625
Palm,254,Oil palm fruit,Guatemala,2.8,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,89,Guatemala,Latin America and the Caribbean,162666.66666666666,257,"Oil, palm",2577,Palm Oil,0.19,0.84,16266.666666666666,2800.0,0.7610008628127696,kg_co2_luc_human_palm_soy,0.7610008628127696
Palm,254,Oil palm fruit,Guatemala,2.8,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,89,Guatemala,Latin America and the Caribbean,162666.66666666666,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,16266.666666666666,2800.0,0.8481824661439772,kg_co2_luc_human_palm_soy,0.8481824661439772
Palm,254,Oil palm fruit,Guinea,1.46,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,90,Guinea,Sub-Saharan Africa,26774.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,2677.4,1460.0,2.410822754203803,kg_co2_luc_human_palm_soy,2.410822754203803
Palm,254,Oil palm fruit,Guinea,1.46,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,90,Guinea,Sub-Saharan Africa,26774.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,2677.4,1460.0,2.687010868211969,kg_co2_luc_human_palm_soy,2.687010868211969
Palm,254,Oil palm fruit,Honduras,4.87,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,95,Honduras,Latin America and the Caribbean,168890.33333333334,257,"Oil, palm",2577,Palm Oil,0.19,0.84,16889.033333333333,4870.0,1.2748228919233273,kg_co2_luc_human_palm_soy,1.2748228919233273
Palm,254,Oil palm fruit,Honduras,4.87,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,95,Honduras,Latin America and the Caribbean,168890.33333333334,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,16889.033333333333,4870.0,1.4208688546971524,kg_co2_luc_human_palm_soy,1.4208688546971524
Palm,254,Oil palm fruit,Indonesia,11.35,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,101,Indonesia,East Asia and Southeast Asia,169865.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,16986.5,11350.0,2.9540486485397848,kg_co2_luc_human_palm_soy,2.9540486485397848
Palm,254,Oil palm fruit,Indonesia,11.35,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,101,Indonesia,East Asia and Southeast Asia,169865.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,16986.5,11350.0,3.29246968073965,kg_co2_luc_human_palm_soy,3.29246968073965
Palm,254,Oil palm fruit,Liberia,5.75,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,123,Liberia,Sub-Saharan Africa,101359.33333333333,257,"Oil, palm",2577,Palm Oil,0.19,0.84,10135.933333333332,5750.0,2.508013006358133,kg_co2_luc_human_palm_soy,2.508013006358133
Palm,254,Oil palm fruit,Liberia,5.75,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,123,Liberia,Sub-Saharan Africa,101359.33333333333,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,10135.933333333332,5750.0,2.795335407362585,kg_co2_luc_human_palm_soy,2.795335407362585
Palm,254,Oil palm fruit,Malaysia,5.31,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,131,Malaysia,East Asia and Southeast Asia,214209.66666666666,257,"Oil, palm",2577,Palm Oil,0.19,0.84,21420.966666666667,5310.0,1.0959257739854975,kg_co2_luc_human_palm_soy,1.0959257739854975
Palm,254,Oil palm fruit,Malaysia,5.31,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,131,Malaysia,East Asia and Southeast Asia,214209.66666666666,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,21420.966666666667,5310.0,1.2214769668644434,kg_co2_luc_human_palm_soy,1.2214769668644434
Palm,254,Oil palm fruit,Togo,1.47,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,217,Togo,Sub-Saharan Africa,86022.33333333333,257,"Oil, palm",2577,Palm Oil,0.19,0.84,8602.233333333334,1470.0,0.755495359936108,kg_co2_luc_human_palm_soy,0.755495359936108
Palm,254,Oil palm fruit,Togo,1.47,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,217,Togo,Sub-Saharan Africa,86022.33333333333,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,8602.233333333334,1470.0,0.8420462431309969,kg_co2_luc_human_palm_soy,0.8420462431309969
Palm,254,Oil palm fruit,United Republic of Tanzania,0.29,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,215,United Republic of Tanzania,Sub-Saharan Africa,140282.0,257,"Oil, palm",2577,Palm Oil,0.19,0.84,14028.2,290.0,0.0913948520236306,kg_co2_luc_human_palm_soy,0.0913948520236306
Palm,254,Oil palm fruit,United Republic of Tanzania,0.29,"FAO, 2017. Global Livestock Environmental Assessment Model, Version 2.0, Model Description Revision 4. Tables 6.7 and 6.8.",,215,United Republic of Tanzania,Sub-Saharan Africa,140282.0,258,"Oil, palm kernel",2576,Palmkernel Oil,0.0276,0.136,14028.2,290.0,0.10186520774200375,kg_co2_luc_human_palm_soy,0.10186520774200375
