country_iso_code,system,footprint_type,mg/kg_lw,source,fbs_item_code,fbs_item,ko%,mg/kg_cw
SWE,,mg_abx_macrolides,0.097461193,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,0.194922386
CHE,,mg_abx_macrolides,0.404309353,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,0.808618706
SYR,,mg_abx_macrolides,2.162245448,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,4.324490896
TJK,,mg_abx_macrolides,4.505024814,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,9.010049628
THA,,mg_abx_macrolides,14.733015,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,29.46603
MKD,,mg_abx_macrolides,3.281734201,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,6.563468402
TLS,,mg_abx_macrolides,0.0,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,0.0
TGO,,mg_abx_macrolides,0.942948412,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,1.885896824
TKL,,mg_abx_macrolides,10.59804136,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,21.19608272
TON,,mg_abx_macrolides,10.59804136,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,21.19608272
TTO,,mg_abx_macrolides,4.961953801,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,9.923907602
TUN,,mg_abx_macrolides,1.260923646,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,2.521847292
TUR,,mg_abx_macrolides,3.132425906,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,6.264851812
TKM,,mg_abx_macrolides,3.680342663,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,7.360685326
TCA,,mg_abx_macrolides,3.995557291,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,7.991114582
TUV,,mg_abx_macrolides,10.59804136,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,21.19608272
UGA,,mg_abx_macrolides,0.786055873,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,1.572111746
UKR,,mg_abx_macrolides,2.893177825,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,5.78635565
ARE,,mg_abx_macrolides,2.162245448,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,4.324490896
GBR,,mg_abx_macrolides,1.703826501,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,3.407653002
TZA,,mg_abx_macrolides,0.861690986,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,1.723381972
USA,,mg_abx_macrolides,3.68585219,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,7.37170438
VIR,,mg_abx_macrolides,3.995557291,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,7.991114582
URY,,mg_abx_macrolides,3.799227598,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,7.598455196
UZB,,mg_abx_macrolides,3.358394573,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,6.716789146
VUT,,mg_abx_macrolides,10.59804136,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,21.19608272
VEN,,mg_abx_macrolides,3.682416483,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,7.364832966
VNM,,mg_abx_macrolides,10.59804136,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,21.19608272
WLF,,mg_abx_macrolides,10.59804136,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,21.19608272
ESH,,mg_abx_macrolides,0.868155409,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,1.736310818
YEM,,mg_abx_macrolides,2.162245448,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,4.324490896
ZMB,,mg_abx_macrolides,0.855391422,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,1.710782844
ZWE,,mg_abx_macrolides,0.810364489,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,1.620728978
SSD,,mg_abx_macrolides,0.868155409,Mulchandani et al. 2023.,2731,Bovine Meat,0.5,1.736310818
AFG,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
ALB,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
DZA,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
AND,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
AGO,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
AIA,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
ATG,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
ARG,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
ARM,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
ABW,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
AUS,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
AUT,,mg_abx_macrolides,5.296412389,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,9.99323092264151
AZE,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
BHS,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
BHR,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
BGD,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
BRB,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
BLR,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
BEL,,mg_abx_macrolides,4.187680313,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,7.901283609433962
BLZ,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
BEN,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
BMU,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
BTN,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
BOL,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
BIH,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
BWA,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
BRA,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
VGB,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
BRN,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
BGR,,mg_abx_macrolides,35.53376103,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,67.04483213207547
BFA,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
BDI,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
CIV,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
CPV,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
KHM,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
CMR,,mg_abx_macrolides,21.35705526,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,40.29633067924528
CAN,,mg_abx_macrolides,10.39499842,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.613204566037734
CAF,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
TCD,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
CHL,,mg_abx_macrolides,8.319211481,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,15.696625435849056
HKG,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
MAC,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
CHN,,mg_abx_macrolides,34.50705297,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,65.10764711320753
TWN,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
COL,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
COM,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
COG,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
COK,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
CRI,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
HRV,,mg_abx_macrolides,3.233280514,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,6.100529271698113
CUB,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
CYP,,mg_abx_macrolides,18.50699134,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,34.91885158490566
CZE,,mg_abx_macrolides,2.389379556,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,4.508263313207547
PRK,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
COD,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
DNK,,mg_abx_macrolides,4.007931729,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,7.562135337735849
DJI,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
DMA,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
DOM,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
ECU,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
EGY,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
SLV,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
GNQ,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
ERI,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
EST,,mg_abx_macrolides,1.238775457,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,2.337312183018868
ETH,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
FLK,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
FRO,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
FJI,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
FIN,,mg_abx_macrolides,0.268853812,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,0.5072713433962265
FRA,,mg_abx_macrolides,6.62025277,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,12.49104296226415
GUF,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
PYF,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
GAB,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
GMB,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
GEO,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
DEU,,mg_abx_macrolides,4.495609502,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,8.482282079245282
GHA,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
GBZ,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
GRC,,mg_abx_macrolides,5.049428958,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,9.527224449056604
GRL,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
GRD,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
GLP,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
GUM,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
GTM,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
GIN,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
GNB,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
GUY,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
HTI,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
VAT,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
HND,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
HUN,,mg_abx_macrolides,4.740590985,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,8.94451129245283
ISL,,mg_abx_macrolides,0.0,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,0.0
IND,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
IDN,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
IRN,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
IRQ,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
IRL,,mg_abx_macrolides,2.407620894,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,4.542680932075471
ISR,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
ITA,,mg_abx_macrolides,6.210019033,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,11.717017043396226
JAM,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
JPN,,mg_abx_macrolides,8.592003861,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,16.211328039622643
JOR,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
KAZ,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
KEN,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
KIR,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
KWT,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
KGZ,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
LAO,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
LVA,,mg_abx_macrolides,5.608112974,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,10.581345233962264
LBN,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
LSO,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
LBR,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
LBY,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
LIE,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
LTU,,mg_abx_macrolides,1.534405582,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,2.895104871698113
LUX,,mg_abx_macrolides,0.52609403,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,0.9926302452830188
MDG,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MWI,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MYS,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
MDV,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
MLI,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MLT,,mg_abx_macrolides,10.33312541,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.496463037735847
MHL,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
MTQ,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
MRT,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MUS,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MYT,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MEX,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
FSM,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
MCO,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
MNG,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
MNE,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
MSR,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
MAR,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MOZ,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
MMR,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
NAM,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
NRU,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
NPL,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
NLD,,mg_abx_macrolides,3.367650945,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,6.3540583867924525
ANT,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
NCL,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
NZL,,mg_abx_macrolides,1.490973916,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,2.8131583320754716
NIC,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
NER,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
NGA,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
NIU,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
MNP,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
NOR,,mg_abx_macrolides,0.013621839,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,0.025701583018867925
PSE,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
OMN,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
PAK,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
PLW,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
PAN,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
PNG,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
PRY,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
PER,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
PHL,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
POL,,mg_abx_macrolides,14.94353716,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,28.19535313207547
PRT,,mg_abx_macrolides,17.16301323,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,32.383043830188676
PRI,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
QAT,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
REU,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
KOR,,mg_abx_macrolides,4.623171285,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,8.722964688679244
MDA,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
ROU,,mg_abx_macrolides,11.55736425,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,21.806347641509433
RUS,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
RWA,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
SHN,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
KNA,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
LCA,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
SPM,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
VCT,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
WSM,,mg_abx_macrolides,12.85161927,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,24.24833824528302
SMR,,mg_abx_macrolides,10.07537677,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,19.0101448490566
STP,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
SAU,,mg_abx_macrolides,6.954813367,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.122289371698113
SEN,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
SRB,,mg_abx_macrolides,6.423994202,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,12.12074377735849
SYC,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
SLE,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
SGP,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
SVK,,mg_abx_macrolides,0.869593664,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,1.6407427622641508
SVN,,mg_abx_macrolides,0.205485301,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,0.3877081150943396
SLB,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
SOM,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
ZAF,,mg_abx_macrolides,2.792402152,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,5.268683305660377
ESP,,mg_abx_macrolides,6.994438202,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,13.197053211320755
LKA,,mg_abx_macrolides,34.08835929,Mulchandani et al. 2023.,2732,Mutton & Goat Meat,0.53,64.31765903773585
