country_iso_code,system,footprint_type,mg/kg_lw,source,fbs_item_code,fbs_item,ko%,mg/kg_cw
GEO,intensive,mg_abx_tetracyclines,10.07515215,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.993266875
DEU,intensive,mg_abx_tetracyclines,2.790134735,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.8751871319444446
GHA,intensive,mg_abx_tetracyclines,6.598376975,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.164412465277778
GBZ,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889
GRC,intensive,mg_abx_tetracyclines,22.27723651,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,30.940606263888892
GRL,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889
GRD,intensive,mg_abx_tetracyclines,8.19494938,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,11.38187413888889
GLP,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
GUM,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
GTM,intensive,mg_abx_tetracyclines,10.63462931,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.77031848611111
GIN,intensive,mg_abx_tetracyclines,5.26210504,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.308479222222222
GNB,intensive,mg_abx_tetracyclines,6.272732659,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.712128693055556
GUY,intensive,mg_abx_tetracyclines,6.585695557,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.146799384722224
HTI,intensive,mg_abx_tetracyclines,10.34189407,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.36374176388889
VAT,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889
HND,intensive,mg_abx_tetracyclines,9.239819156,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,12.833082161111111
HUN,intensive,mg_abx_tetracyclines,9.038692615,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,12.553739743055557
ISL,intensive,mg_abx_tetracyclines,0.174544394,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.24242276944444444
IND,intensive,mg_abx_tetracyclines,34.03901166,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,47.27640508333334
IDN,intensive,mg_abx_tetracyclines,31.57917054,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,43.85995908333334
IRN,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
IRQ,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
IRL,intensive,mg_abx_tetracyclines,3.436237424,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,4.772551977777778
ISR,intensive,mg_abx_tetracyclines,9.088248328,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,12.622567122222224
ITA,intensive,mg_abx_tetracyclines,8.51006455,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,11.819534097222222
JAM,intensive,mg_abx_tetracyclines,8.446780782,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,11.731639975
JPN,intensive,mg_abx_tetracyclines,5.934813945,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.242797145833334
JOR,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
KAZ,intensive,mg_abx_tetracyclines,11.16956286,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,15.513281749999999
KEN,intensive,mg_abx_tetracyclines,6.822860574,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.476195241666668
KIR,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
KWT,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
KGZ,intensive,mg_abx_tetracyclines,10.17414649,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.13075901388889
LAO,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
LVA,intensive,mg_abx_tetracyclines,1.640154072,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.2779917666666667
LBN,intensive,mg_abx_tetracyclines,8.959696707,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,12.444023204166669
LSO,intensive,mg_abx_tetracyclines,6.127906499,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.510981248611111
LBR,intensive,mg_abx_tetracyclines,5.377611302,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.468904586111112
LBY,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
LIE,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889
LTU,intensive,mg_abx_tetracyclines,0.525130643,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.7293481152777778
LUX,intensive,mg_abx_tetracyclines,1.750528094,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.4312890194444448
MDG,intensive,mg_abx_tetracyclines,6.887355458,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.565771469444444
MWI,intensive,mg_abx_tetracyclines,6.524805406,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.062229730555556
MYS,intensive,mg_abx_tetracyclines,31.77205969,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.12786068055556
MDV,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
MLI,intensive,mg_abx_tetracyclines,6.031308379,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.376817193055556
MLT,intensive,mg_abx_tetracyclines,9.040969161,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,12.556901612499999
MHL,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
MTQ,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
MRT,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
MUS,intensive,mg_abx_tetracyclines,3.612132977,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,5.016851356944445
MYT,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
MEX,intensive,mg_abx_tetracyclines,11.7615114,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,16.3354325
FSM,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
MCO,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889
MNG,intensive,mg_abx_tetracyclines,33.04459447,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,45.89527009722222
MNE,intensive,mg_abx_tetracyclines,9.786109641,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.591818945833333
MSR,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
MAR,intensive,mg_abx_tetracyclines,3.09026781,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,4.292038625
MOZ,intensive,mg_abx_tetracyclines,6.366199533,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.841943795833334
MMR,intensive,mg_abx_tetracyclines,33.93122454,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,47.126700750000005
NAM,intensive,mg_abx_tetracyclines,6.526685799,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.0648413875
NRU,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
NPL,intensive,mg_abx_tetracyclines,33.69330675,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,46.796259375
NLD,intensive,mg_abx_tetracyclines,0.962833636,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.337268938888889
ANT,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
NCL,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
NZL,intensive,mg_abx_tetracyclines,0.603589767,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.8383191208333334
NIC,intensive,mg_abx_tetracyclines,9.52435269,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.228267625
NER,intensive,mg_abx_tetracyclines,6.720231325,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.333654618055556
NGA,intensive,mg_abx_tetracyclines,7.076927139,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.829065470833335
NIU,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
MNP,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
NOR,intensive,mg_abx_tetracyclines,0.039989082,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.055540391666666675
PSE,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
OMN,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
PAK,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
PLW,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
PAN,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
PNG,intensive,mg_abx_tetracyclines,29.60305757,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,41.115357736111115
PRY,intensive,mg_abx_tetracyclines,11.24168169,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,15.613446791666668
PER,intensive,mg_abx_tetracyclines,9.877863907,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.719255426388889
PHL,intensive,mg_abx_tetracyclines,34.1883924,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,47.48387833333333
POL,intensive,mg_abx_tetracyclines,7.468144323,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,10.372422670833334
PRT,intensive,mg_abx_tetracyclines,12.62645591,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,17.536744319444445
PRI,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
QAT,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
REU,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
KOR,intensive,mg_abx_tetracyclines,12.29290919,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,17.07348498611111
MDA,intensive,mg_abx_tetracyclines,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0
ROU,intensive,mg_abx_tetracyclines,7.415856284,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,10.299800394444445
RUS,intensive,mg_abx_tetracyclines,12.1232226,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,16.837809166666666
RWA,intensive,mg_abx_tetracyclines,6.320834085,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.778936229166668
SHN,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
KNA,intensive,mg_abx_tetracyclines,7.143751048,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.921876455555557
LCA,intensive,mg_abx_tetracyclines,8.861466382,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,12.307592197222222
SPM,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
VCT,intensive,mg_abx_tetracyclines,8.447098767,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,11.732081620833334
WSM,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
SMR,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889
STP,intensive,mg_abx_tetracyclines,5.235967479,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.272177054166667
SAU,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
SEN,intensive,mg_abx_tetracyclines,6.106991932,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.481933238888889
SRB,intensive,mg_abx_tetracyclines,5.345739563,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.424638281944445
SYC,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
SLE,intensive,mg_abx_tetracyclines,5.611588326,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.793872675
SGP,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
SVK,intensive,mg_abx_tetracyclines,2.625096015,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.6459666875
SVN,intensive,mg_abx_tetracyclines,1.352850788,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.878959427777778
SLB,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
SOM,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
ZAF,intensive,mg_abx_tetracyclines,6.715741254,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.327418408333333
ESP,intensive,mg_abx_tetracyclines,5.71413461,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.936298069444446
LKA,intensive,mg_abx_tetracyclines,24.88536284,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,34.563003944444446
SDN,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
SUR,intensive,mg_abx_tetracyclines,8.479474169,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,11.777047456944445
SWZ,intensive,mg_abx_tetracyclines,5.705135967,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.923799954166667
SWE,intensive,mg_abx_tetracyclines,0.155520643,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.21600089305555553
CHE,intensive,mg_abx_tetracyclines,1.978853986,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.748408313888889
SYR,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
TJK,intensive,mg_abx_tetracyclines,4.752567023,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,6.6007875319444445
THA,intensive,mg_abx_tetracyclines,37.03514883,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,51.43770670833333
MKD,intensive,mg_abx_tetracyclines,9.620728175,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.362122465277778
TLS,intensive,mg_abx_tetracyclines,0.138127897,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.1918443013888889
TGO,intensive,mg_abx_tetracyclines,5.620344637,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.806034218055555
TKL,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
TON,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
TTO,intensive,mg_abx_tetracyclines,7.036082557,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.772336884722224
TUN,intensive,mg_abx_tetracyclines,2.813085177,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.9070627458333336
TUR,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889
TKM,intensive,mg_abx_tetracyclines,8.034440986,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,11.15894581388889
TCA,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
TUV,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
UGA,intensive,mg_abx_tetracyclines,7.005477867,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.729830370833334
UKR,intensive,mg_abx_tetracyclines,11.16701246,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,15.509739527777779
ARE,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
GBR,intensive,mg_abx_tetracyclines,0.056259715,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.07813849305555556
TZA,intensive,mg_abx_tetracyclines,6.337729679,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.802402331944444
USA,intensive,mg_abx_tetracyclines,1.314224883,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.8253123375000002
VIR,intensive,mg_abx_tetracyclines,9.982544332,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,13.864644905555556
URY,intensive,mg_abx_tetracyclines,10.58113707,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.696023708333335
UZB,intensive,mg_abx_tetracyclines,9.315653452,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,12.938407572222221
VUT,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
VEN,intensive,mg_abx_tetracyclines,10.93728435,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,15.190672708333334
VNM,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
WLF,intensive,mg_abx_tetracyclines,31.74456963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,44.08968004166667
ESH,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
YEM,intensive,mg_abx_tetracyclines,14.30739617,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,19.871383569444447
ZMB,intensive,mg_abx_tetracyclines,6.393345673,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.879646768055556
ZWE,intensive,mg_abx_tetracyclines,6.790868094,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,9.431761241666667
SSD,intensive,mg_abx_tetracyclines,6.280658214,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.723136408333334
AFG,extensive,mg_abx_tetracyclines,11.68833195,Mulchandani et al. 2023.,2733,Pigmeat,0.75,15.584442600000001
ALB,extensive,mg_abx_tetracyclines,8.34500251,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.126670013333333
DZA,extensive,mg_abx_tetracyclines,1.983591581,Mulchandani et al. 2023.,2733,Pigmeat,0.75,2.6447887746666665
AND,extensive,mg_abx_tetracyclines,8.34500251,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.126670013333333
AGO,extensive,mg_abx_tetracyclines,5.632391291,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.509855054666667
AIA,extensive,mg_abx_tetracyclines,8.155173067,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.873564089333334
ATG,extensive,mg_abx_tetracyclines,6.854827905,Mulchandani et al. 2023.,2733,Pigmeat,0.75,9.139770539999999
ARG,extensive,mg_abx_tetracyclines,9.498054445,Mulchandani et al. 2023.,2733,Pigmeat,0.75,12.664072593333332
ARM,extensive,mg_abx_tetracyclines,8.609157989,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.478877318666667
ABW,extensive,mg_abx_tetracyclines,8.155173067,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.873564089333334
AUS,extensive,mg_abx_tetracyclines,29.68201113,Mulchandani et al. 2023.,2733,Pigmeat,0.75,39.57601484
AUT,extensive,mg_abx_tetracyclines,3.963909275,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.285212366666666
AZE,extensive,mg_abx_tetracyclines,5.88882603,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.85176804
BHS,extensive,mg_abx_tetracyclines,5.310687605,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.080916806666667
BHR,extensive,mg_abx_tetracyclines,11.68833195,Mulchandani et al. 2023.,2733,Pigmeat,0.75,15.584442600000001
BGD,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948
BRB,extensive,mg_abx_tetracyclines,6.694341415,Mulchandani et al. 2023.,2733,Pigmeat,0.75,8.925788553333334
BLR,extensive,mg_abx_tetracyclines,9.306130066,Mulchandani et al. 2023.,2733,Pigmeat,0.75,12.408173421333332
BEL,extensive,mg_abx_tetracyclines,2.422739176,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.2303189013333333
BLZ,extensive,mg_abx_tetracyclines,6.910693062,Mulchandani et al. 2023.,2733,Pigmeat,0.75,9.214257416
BEN,extensive,mg_abx_tetracyclines,5.369541045,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.15938806
BMU,extensive,mg_abx_tetracyclines,8.155173067,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.873564089333334
BTN,extensive,mg_abx_tetracyclines,23.99868374,Mulchandani et al. 2023.,2733,Pigmeat,0.75,31.998244986666666
BOL,extensive,mg_abx_tetracyclines,8.503220457,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.337627276
BIH,extensive,mg_abx_tetracyclines,8.360082034,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.146776045333333
BWA,extensive,mg_abx_tetracyclines,4.424901186,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.899868248
BRA,extensive,mg_abx_tetracyclines,9.95221741,Mulchandani et al. 2023.,2733,Pigmeat,0.75,13.269623213333333
VGB,extensive,mg_abx_tetracyclines,8.155173067,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.873564089333334
BRN,extensive,mg_abx_tetracyclines,10.6890914,Mulchandani et al. 2023.,2733,Pigmeat,0.75,14.252121866666668
BGR,extensive,mg_abx_tetracyclines,12.5046587,Mulchandani et al. 2023.,2733,Pigmeat,0.75,16.672878266666668
BFA,extensive,mg_abx_tetracyclines,5.480516446,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.307355261333334
BDI,extensive,mg_abx_tetracyclines,5.060666781,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.747555708
CIV,extensive,mg_abx_tetracyclines,4.918028868,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.5573718240000005
CPV,extensive,mg_abx_tetracyclines,4.679355243,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.239140324
KHM,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948
CMR,extensive,mg_abx_tetracyclines,4.008894981,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.345193308
CAN,extensive,mg_abx_tetracyclines,11.52798815,Mulchandani et al. 2023.,2733,Pigmeat,0.75,15.370650866666667
CAF,extensive,mg_abx_tetracyclines,5.37674377,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.168991693333333
TCD,extensive,mg_abx_tetracyclines,5.591570573,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.455427430666667
CHL,extensive,mg_abx_tetracyclines,5.098436504,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.797915338666667
HKG,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948
MAC,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948
CHN,extensive,mg_abx_tetracyclines,21.81803618,Mulchandani et al. 2023.,2733,Pigmeat,0.75,29.090714906666665
TWN,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948
COL,extensive,mg_abx_tetracyclines,9.095448623,Mulchandani et al. 2023.,2733,Pigmeat,0.75,12.127264830666666
COM,extensive,mg_abx_tetracyclines,5.130941873,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.841255830666667
COG,extensive,mg_abx_tetracyclines,4.784689651,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.379586201333333
COK,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948
CRI,extensive,mg_abx_tetracyclines,8.482591434,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.310121912
HRV,extensive,mg_abx_tetracyclines,4.342148519,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.789531358666667
CUB,extensive,mg_abx_tetracyclines,8.155173067,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.873564089333334
CYP,extensive,mg_abx_tetracyclines,26.32997772,Mulchandani et al. 2023.,2733,Pigmeat,0.75,35.106636959999996
CZE,extensive,mg_abx_tetracyclines,2.457481205,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.276641606666667
PRK,extensive,mg_abx_tetracyclines,25.93351461,Mulchandani et al. 2023.,2733,Pigmeat,0.75,34.57801948
COD,extensive,mg_abx_tetracyclines,5.120748023,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.827664030666667
DNK,extensive,mg_abx_tetracyclines,0.713840324,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.9517870986666667
DJI,extensive,mg_abx_tetracyclines,5.130941873,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.841255830666667
DMA,extensive,mg_abx_tetracyclines,7.197506614,Mulchandani et al. 2023.,2733,Pigmeat,0.75,9.596675485333334
DOM,extensive,mg_abx_tetracyclines,7.921797286,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.562396381333334
ECU,extensive,mg_abx_tetracyclines,8.760231471,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.680308628
EGY,extensive,mg_abx_tetracyclines,2.942638766,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.9235183546666668
SLV,extensive,mg_abx_tetracyclines,7.007784854,Mulchandani et al. 2023.,2733,Pigmeat,0.75,9.343713138666667
GNQ,extensive,mg_abx_tetracyclines,4.247880002,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.663840002666666
ERI,extensive,mg_abx_tetracyclines,5.130941873,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.841255830666667
EST,extensive,mg_abx_tetracyclines,2.125462984,Mulchandani et al. 2023.,2733,Pigmeat,0.75,2.833950645333333
ETH,extensive,mg_abx_tetracyclines,4.330091742,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.773455655999999
FLK,extensive,mg_abx_tetracyclines,8.155173067,Mulchandani et al. 2023.,2733,Pigmeat,0.75,10.873564089333334
