country_code,country,gleam_region,fbs_item_code,fbs_item,footprint_type,meat_feed,footprint
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_penicillins,meat,6.211428958
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_pleuromutilins,meat,0.0
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_polymixins,meat,0.085287556
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_quinolones,meat,3.381614642
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_streptomycin,feed,0.0022172991894051
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_sulfonamides,meat,4.490520992
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_tetracycline,feed,2.373770751329132e-05
4,Algeria,Near East and North Africa,2731,Bovine Meat,mg_abx_tetracyclines,meat,10.534595616
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_aminoglycosides,meat,1.755631988679245
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_amphenicols,meat,0.9929966452830189
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_cephalosporins_1_2,meat,0.0
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_cephalosporins_3_4,meat,0.0
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_kasugamycin,feed,0.0
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_lincosamides,meat,0.20020980566037735
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_macrolides,meat,5.268683305660377
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_other_antibiotics,meat,24.227162735849056
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_oxytetracycline,feed,0.0
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_penicillins,meat,9.811895116981132
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_pleuromutilins,meat,1.0414310283018868
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_polymixins,meat,10.569410209433961
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_quinolones,meat,9.165365443396226
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_streptomycin,feed,0.0
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_sulfonamides,meat,6.071480422641509
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_tetracycline,feed,0.0
4,Algeria,Near East and North Africa,2732,Mutton & Goat Meat,mg_abx_tetracyclines,meat,28.77046730188679
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_aminoglycosides,meat,1.6902107887161735
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_amphenicols,meat,0.11082981519170548
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_cephalosporins_1_2,meat,0.0
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_cephalosporins_3_4,meat,0.0
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_kasugamycin,feed,0.0
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_lincosamides,meat,0.1634417825500437
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_macrolides,meat,5.384095109653732
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_other_antibiotics,meat,22.27506094288301
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_oxytetracycline,feed,0.0
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_penicillins,meat,6.163287616265164
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_pleuromutilins,meat,0.18131610567087872
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_polymixins,meat,4.71811743938169
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_quinolones,meat,1.987819297363417
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_streptomycin,feed,0.0
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_sulfonamides,meat,4.447239108288268
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_tetracycline,feed,0.0
4,Algeria,Near East and North Africa,2733,Pigmeat,mg_abx_tetracyclines,meat,10.776550881566804
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_aminoglycosides,meat,0.17605320112652556
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_amphenicols,meat,0.003100572571061288
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_cephalosporins_1_2,meat,0.0
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_cephalosporins_3_4,meat,0.0
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_kasugamycin,feed,0.0
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_lincosamides,meat,0.023203218986260876
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_macrolides,meat,2.8453986992712363
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_other_antibiotics,meat,0.0
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_oxytetracycline,feed,1.749170683580745e-06
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_penicillins,meat,2.0370748730805794
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_pleuromutilins,meat,0.0
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_polymixins,meat,0.5579517526094716
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_quinolones,meat,1.7996143217280938
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_streptomycin,feed,0.0163645543256091
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_sulfonamides,meat,2.333406878532281
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_tetracycline,feed,0.0001751937699805
4,Algeria,Near East and North Africa,2734,Poultry Meat,mg_abx_tetracyclines,meat,3.1872482707670735
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_aminoglycosides,meat,16.795555546
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_amphenicols,meat,9.270098458
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_cephalosporins_1_2,meat,2.384594732
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_cephalosporins_3_4,meat,0.0
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_lincosamides,meat,2.402232422
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_macrolides,meat,6.264851812
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_other_antibiotics,meat,0.153225242
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_oxytetracycline,feed,0.0019323671497584
6,Andorra,Western Europe,2731,Bovine Meat,mg_abx_penicillins,meat,38.43596686
