fbs_item_code,fbs_item,footprint_type,country_code,country,gleam_region,country_footprint,region_footprint,world_footprint,footprint,geographic_resolution,approved,fcr
2731,Bovine Meat,mg_abx_oxytetracycline,125,Liechtenstein,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,126,Lithuania,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,127,Marshall Islands,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,128,"China, Macao SAR",East Asia and Southeast Asia,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,129,Madagascar,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,130,Malawi,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,131,Malaysia,East Asia and Southeast Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,132,Maldives,South Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,133,Mali,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,134,Malta,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,135,Martinique,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,136,Mauritania,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,137,Mauritius,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,138,Mexico,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,140,Monaco,Western Europe,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,141,Mongolia,East Asia and Southeast Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,142,Montserrat,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,143,Morocco,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,144,Mozambique,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,145,Micronesia (Federated States of),Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,146,Republic of Moldova,Eastern Europe,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,147,Namibia,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,148,Nauru,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,149,Nepal,South Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,150,Netherlands,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,151,Netherlands Antilles (former),Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,153,New Caledonia,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,154,North Macedonia,Western Europe,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,155,Vanuatu,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,156,New Zealand,Oceania,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,157,Nicaragua,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,158,Niger,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,159,Nigeria,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,160,Niue,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,162,Norway,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,163,Northern Mariana Islands,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,165,Pakistan,South Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,166,Panama,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,167,Czechia,Eastern Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,168,Papua New Guinea,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,169,Paraguay,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,170,Peru,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,171,Philippines,East Asia and Southeast Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,173,Poland,Eastern Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,174,Portugal,Western Europe,,,0.0019323671497584538,0.0,world,no,999
2731,Bovine Meat,mg_abx_oxytetracycline,175,Guinea-Bissau,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,176,Timor-Leste,East Asia and Southeast Asia,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,177,Puerto Rico,Latin America and the Caribbean,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,178,Eritrea,Sub-Saharan Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,179,Qatar,Near East and North Africa,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
2731,Bovine Meat,mg_abx_oxytetracycline,180,Palau,Oceania,,,0.0019323671497584538,0.0019323671497584538,world,n.d.,999
