fbs_item_code,fbs_item,footprint_type,country_code,country,gleam_region,country_footprint,region_footprint,world_footprint,footprint,geographic_resolution,approved,feed_1000_mt,feed_kg,footprint_mg_country_total
2533,Sweet potatoes,mg_abx_streptomycin,273,Montenegro,Western Europe,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_kasugamycin,276,Sudan,Near East and North Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_oxytetracycline,276,Sudan,Near East and North Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2533,Sweet potatoes,mg_abx_streptomycin,276,Sudan,Near East and North Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,1,Armenia,Near East and North Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,1,Armenia,Near East and North Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,1,Armenia,Near East and North Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,2,Afghanistan,South Asia,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,2,Afghanistan,South Asia,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,2,Afghanistan,South Asia,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,3,Albania,Western Europe,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,3,Albania,Western Europe,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,3,Albania,Western Europe,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,4,Algeria,Near East and North Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
