country_code,country,fbs_item_code,fbs_item,schar_freshwater_item,Aquaculture production (brackishwater),Aquaculture production (freshwater),Aquaculture production (marine),Capture production,mt_production_aqua,mt_production_total
40,Chile,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
40,Chile,2762.0,Demersal Fish,non_freshwater,1.0,0.0,0.0,76749.48,1.0,76750.48
40,Chile,2763.0,Pelagic Fish,non_freshwater,5.0,0.0,0.0,1705057.78,5.0,1705062.78
40,Chile,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,407.0,0.0,407.0
40,Chile,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,51991.68,0.0,51991.68
40,Chile,2766.0,Cephalopods,non_freshwater,13.0,0.0,0.0,61608.0,13.0,61621.0
40,Chile,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,395139.0,40157.0,395139.0,435296.0
40,Chile,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,35785.0,0.0,35785.0
40,Chile,2775.0,Aquatic Plants,non_freshwater,0.0,903.0,21679.0,404926.0,22582.0,427508.0
41,"China, mainland",2761.0,Freshwater Fish,catfish,0.0,3541580.0,0.0,1383929.0,3541580.0,4925509.0
41,"China, mainland",2761.0,Freshwater Fish,diadromous_avg,0.0,65599.0,0.0,0.0,65599.0,65599.0
41,"China, mainland",2761.0,Freshwater Fish,non_freshwater,0.0,20221508.0,0.0,67220.0,20221508.0,20288728.0
41,"China, mainland",2761.0,Freshwater Fish,tilapia,0.0,1641662.0,0.0,0.0,1641662.0,1641662.0
41,"China, mainland",2762.0,Demersal Fish,non_freshwater,0.0,9911.0,906234.0,1841990.56,916145.0,2758135.56
41,"China, mainland",2763.0,Pelagic Fish,non_freshwater,0.0,0.0,240221.0,3687584.38,240221.0,3927805.38
41,"China, mainland",2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,459347.0,2960727.77,459347.0,3420074.77
41,"China, mainland",2765.0,Crustaceans,non_freshwater,1743826.0,3930524.0,0.0,2203132.7800000003,5674350.0,7877482.78
41,"China, mainland",2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,1002016.0,0.0,1002016.0
41,"China, mainland",2767.0,"Molluscs, Other",non_freshwater,0.0,189642.0,14389727.0,616773.0,14579369.0,15196142.0
41,"China, mainland",2769.0,"Aquatic Animals, Others",non_freshwater,89576.0,531550.0,285959.99,223435.51,907085.99,1130521.5
41,"China, mainland",2775.0,Aquatic Plants,non_freshwater,0.0,54850.0,20122142.0,174450.0,20176992.0,20351442.0
44,Colombia,2761.0,Freshwater Fish,catfish,0.0,42988.89,0.0,21601.82,42988.89,64590.71
44,Colombia,2761.0,Freshwater Fish,diadromous_avg,0.0,26471.04,0.0,0.0,26471.04,26471.04
44,Colombia,2761.0,Freshwater Fish,non_freshwater,0.0,26.03,0.0,0.0,26.03,26.03
44,Colombia,2761.0,Freshwater Fish,tilapia,0.0,95957.48999999999,0.0,893.3699999999999,95957.48999999999,96850.85999999999
44,Colombia,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,16176.85,0.0,16176.85
44,Colombia,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,56010.6,0.0,56010.6
44,Colombia,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,1443.22,0.0,1443.22
44,Colombia,2765.0,Crustaceans,non_freshwater,5582.0,0.0,0.0,4279.349999999999,5582.0,9861.349999999999
44,Colombia,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,10.93,0.0,10.93
44,Colombia,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,992.36,0.0,992.36
44,Colombia,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
45,Comoros,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
45,Comoros,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
45,Comoros,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,1853.0,0.0,1853.0
45,Comoros,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,14367.0,0.0,14367.0
45,Comoros,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,1543.0,0.0,1543.0
45,Comoros,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
45,Comoros,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
46,Congo,2761.0,Freshwater Fish,catfish,0.0,156.0,0.0,38860.0,156.0,39016.0
46,Congo,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,182.0,0.0,182.0
46,Congo,2761.0,Freshwater Fish,tilapia,0.0,575.0,0.0,0.0,575.0,575.0
46,Congo,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,7577.0,0.0,7577.0
46,Congo,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,20790.84,0.0,20790.84
46,Congo,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,2176.0,0.0,2176.0
46,Congo,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,689.0,0.0,689.0
46,Congo,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,75.0,0.0,75.0
47,Cook Islands,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
47,Cook Islands,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
47,Cook Islands,2761.0,Freshwater Fish,tilapia,0.0,1.0,0.0,0.0,1.0,1.0
47,Cook Islands,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,303.0,0.0,303.0
47,Cook Islands,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,5889.0,0.0,5889.0
47,Cook Islands,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,160.0,0.0,160.0
47,Cook Islands,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,10.0,0.0,10.0
47,Cook Islands,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,30.0,0.0,30.0
47,Cook Islands,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,7.5,10.0,7.5,17.5
47,Cook Islands,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,5.0,0.0,5.0
47,Cook Islands,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
48,Costa Rica,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,50.0,0.0,50.0
48,Costa Rica,2761.0,Freshwater Fish,diadromous_avg,0.0,950.0,0.0,0.0,950.0,950.0
48,Costa Rica,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
48,Costa Rica,2761.0,Freshwater Fish,tilapia,0.0,18930.0,0.0,0.0,18930.0,18930.0
48,Costa Rica,2762.0,Demersal Fish,non_freshwater,0.0,0.0,600.0,7370.0,600.0,7970.0
48,Costa Rica,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,4230.0,0.0,4230.0
48,Costa Rica,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,1695.0,0.0,1695.0
48,Costa Rica,2765.0,Crustaceans,non_freshwater,2750.0,1.0,0.0,240.0,2751.0,2991.0
48,Costa Rica,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,5.0,0.0,5.0
48,Costa Rica,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,19.0,25.0,19.0,44.0
48,Costa Rica,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
49,Cuba,2761.0,Freshwater Fish,catfish,0.0,5717.0,0.0,0.0,5717.0,5717.0
49,Cuba,2761.0,Freshwater Fish,non_freshwater,0.0,13058.6,0.0,0.0,13058.6,13058.6
49,Cuba,2761.0,Freshwater Fish,tilapia,0.0,450.0,0.0,1799.0,450.0,2249.0
49,Cuba,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,5157.6,0.0,5157.6
49,Cuba,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,2588.8999999999996,0.0,2588.8999999999996
49,Cuba,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,4000.0,0.0,4000.0
49,Cuba,2765.0,Crustaceans,non_freshwater,6656.8,0.0,0.0,4330.5,6656.8,10987.3
49,Cuba,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
49,Cuba,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,1218.2,624.0,1218.2,1842.2
49,Cuba,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,34.0,0.0,34.0
50,Cyprus,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,20.0,0.0,20.0
50,Cyprus,2761.0,Freshwater Fish,diadromous_avg,0.0,50.0,0.0,0.0,50.0,50.0
50,Cyprus,2761.0,Freshwater Fish,non_freshwater,0.0,4.05,0.0,0.0,4.05,4.05
50,Cyprus,2761.0,Freshwater Fish,tilapia,0.0,0.0,0.0,0.0,0.0,0.0
50,Cyprus,2762.0,Demersal Fish,non_freshwater,0.0,0.0,8004.0,537.0,8004.0,8541.0
50,Cyprus,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,900.0,0.0,900.0
50,Cyprus,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,3.0,0.0,3.0
50,Cyprus,2765.0,Crustaceans,non_freshwater,21.13,0.0,0.0,6.0,21.13,27.13
50,Cyprus,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,34.0,0.0,34.0
50,Cyprus,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
52,Azerbaijan,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,23.0,0.0,23.0
52,Azerbaijan,2761.0,Freshwater Fish,diadromous_avg,0.0,102.0,0.0,0.0,102.0,102.0
52,Azerbaijan,2761.0,Freshwater Fish,non_freshwater,0.0,429.4,0.0,1052.0,429.4,1481.4
52,Azerbaijan,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,70.0,0.0,70.0
53,Benin,2761.0,Freshwater Fish,catfish,0.0,2878.83,0.0,8670.0,2878.83,11548.83
53,Benin,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,2593.5,0.0,2593.5
53,Benin,2761.0,Freshwater Fish,tilapia,0.0,2863.62,0.0,14000.0,2863.62,16863.62
53,Benin,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,12605.9,0.0,12605.9
53,Benin,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,32259.5,0.0,32259.5
53,Benin,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,260.0,0.0,260.0
53,Benin,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,3241.0,0.0,3241.0
53,Benin,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
53,Benin,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
54,Denmark,2761.0,Freshwater Fish,catfish,0.0,311.85,0.0,56.0,311.85,367.85
54,Denmark,2761.0,Freshwater Fish,diadromous_avg,0.0,23376.37,9187.81,244.0,32564.18,32808.18
54,Denmark,2761.0,Freshwater Fish,non_freshwater,0.0,455.51,0.0,1148.0,455.51,1603.51
54,Denmark,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,245677.0,0.0,245677.0
54,Denmark,2763.0,Pelagic Fish,non_freshwater,292.27,0.06,0.0,320955.0,292.33,321247.33
54,Denmark,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,40.0,0.0,40.0
54,Denmark,2765.0,Crustaceans,non_freshwater,0.0,0.09,0.0,12820.0,0.09,12820.09
54,Denmark,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,232.0,0.0,232.0
54,Denmark,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,6597.53,47735.0,6597.53,54332.53
54,Denmark,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
54,Denmark,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
55,Dominica,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
55,Dominica,2761.0,Freshwater Fish,tilapia,0.0,0.0,0.0,0.0,0.0,0.0
55,Dominica,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,433.0,0.0,433.0
55,Dominica,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,350.0,0.0,350.0
55,Dominica,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
56,Dominican Republic,2761.0,Freshwater Fish,catfish,0.0,585.0,0.0,250.0,585.0,835.0
56,Dominican Republic,2761.0,Freshwater Fish,non_freshwater,0.0,200.0,0.0,160.0,200.0,360.0
56,Dominican Republic,2761.0,Freshwater Fish,tilapia,0.0,1400.0,0.0,935.0,1400.0,2335.0
56,Dominican Republic,2762.0,Demersal Fish,non_freshwater,0.0,0.0,250.0,3060.0,250.0,3310.0
56,Dominican Republic,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,50.0,2965.0,50.0,3015.0
56,Dominican Republic,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,2815.0,0.0,2815.0
56,Dominican Republic,2765.0,Crustaceans,non_freshwater,400.0,34.0,0.0,2025.0,434.0,2459.0
56,Dominican Republic,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,85.0,0.0,85.0
56,Dominican Republic,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,1825.0,0.0,1825.0
56,Dominican Republic,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
57,Belarus,2761.0,Freshwater Fish,catfish,0.0,144.6,0.0,111.0,144.6,255.6
57,Belarus,2761.0,Freshwater Fish,diadromous_avg,0.0,372.5,0.0,0.0,372.5,372.5
57,Belarus,2761.0,Freshwater Fish,non_freshwater,0.0,9073.6,0.0,547.0,9073.6,9620.6
57,Belarus,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,5.0,0.0,5.0
58,Ecuador,2761.0,Freshwater Fish,catfish,0.0,319.0,0.0,65.8,319.0,384.8
58,Ecuador,2761.0,Freshwater Fish,diadromous_avg,0.0,4384.0,0.0,0.0,4384.0,4384.0
58,Ecuador,2761.0,Freshwater Fish,tilapia,0.0,10774.0,0.0,48.8,10774.0,10822.8
58,Ecuador,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,39916.93,0.0,39916.93
58,Ecuador,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,548909.12,0.0,548909.12
58,Ecuador,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,2887.38,0.0,2887.38
58,Ecuador,2765.0,Crustaceans,non_freshwater,679985.0,0.0,0.0,8269.09,679985.0,688254.09
58,Ecuador,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,7944.4,0.0,7944.4
58,Ecuador,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,78.0,0.72,78.0,78.72
58,Ecuador,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,250.0,0.0,0.0,250.0,250.0
58,Ecuador,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,45.0,0.0,45.0,45.0
59,Egypt,2761.0,Freshwater Fish,catfish,2454.0,6005.0,0.0,69997.0,8459.0,78456.0
59,Egypt,2761.0,Freshwater Fish,non_freshwater,70000.0,146678.0,0.0,20250.0,216678.0,236928.0
59,Egypt,2761.0,Freshwater Fish,tilapia,957972.0,123230.0,0.0,140702.0,1081202.0,1221904.0
59,Egypt,2762.0,Demersal Fish,non_freshwater,302413.0,33074.0,0.0,74229.0,335487.0,409716.0
59,Egypt,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,54315.0,0.0,54315.0
59,Egypt,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,4373.0,0.0,4373.0
59,Egypt,2765.0,Crustaceans,non_freshwater,123.0,0.0,0.0,25181.0,123.0,25304.0
59,Egypt,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,2874.0,0.0,2874.0
59,Egypt,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,5121.0,0.0,5121.0
59,Egypt,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
60,El Salvador,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,385.0,0.0,385.0
60,El Salvador,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
60,El Salvador,2761.0,Freshwater Fish,tilapia,0.0,7501.0,0.0,365.0,7501.0,7866.0
60,El Salvador,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,470.0,0.0,470.0
60,El Salvador,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,40758.0,0.0,40758.0
60,El Salvador,2764.0,"Marine Fish, Other",non_freshwater,3.0,0.0,0.0,6830.0,3.0,6833.0
60,El Salvador,2765.0,Crustaceans,non_freshwater,1150.0,1.0,0.0,930.0,1151.0,2081.0
60,El Salvador,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,20.0,0.0,20.0
60,El Salvador,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,25.0,10.0,25.0,35.0
61,Equatorial Guinea,2761.0,Freshwater Fish,catfish,0.0,9.0,0.0,1000.0,9.0,1009.0
61,Equatorial Guinea,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,25.0,0.0,25.0
61,Equatorial Guinea,2761.0,Freshwater Fish,tilapia,0.0,6.0,0.0,0.0,6.0,6.0
61,Equatorial Guinea,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,650.0,0.0,650.0
61,Equatorial Guinea,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,4251.0,0.0,4251.0
61,Equatorial Guinea,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,453.0,0.0,453.0
61,Equatorial Guinea,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,20.0,0.0,20.0
61,Equatorial Guinea,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,20.0,0.0,20.0
61,Equatorial Guinea,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
61,Equatorial Guinea,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
63,Estonia,2761.0,Freshwater Fish,catfish,0.0,62.87,0.0,3019.0,62.87,3081.87
63,Estonia,2761.0,Freshwater Fish,diadromous_avg,0.0,721.97,205.0,1005.0,926.97,1931.97
63,Estonia,2761.0,Freshwater Fish,non_freshwater,0.0,71.19999999999999,0.0,1415.0,71.19999999999999,1486.2
63,Estonia,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,4586.0,0.0,4586.0
63,Estonia,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,66874.0,0.0,66874.0
63,Estonia,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
63,Estonia,2765.0,Crustaceans,non_freshwater,0.0,0.93,0.0,9796.0,0.93,9796.93
63,Estonia,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
63,Estonia,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
63,Estonia,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,0.0,60.0,0.0,60.0
64,Faroe Islands,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
64,Faroe Islands,2761.0,Freshwater Fish,diadromous_avg,0.0,0.0,95000.0,0.0,95000.0,95000.0
64,Faroe Islands,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,442551.23,0.0,442551.23
64,Faroe Islands,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,200285.0,0.0,200285.0
64,Faroe Islands,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
64,Faroe Islands,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,4630.8,0.0,4630.8
64,Faroe Islands,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,121.92,0.0,121.92
64,Faroe Islands,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,5529.85,0.0,5529.85
64,Faroe Islands,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
64,Faroe Islands,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,175.0,0.0,175.0,175.0
65,Falkland Islands (Malvinas),2761.0,Freshwater Fish,diadromous_avg,0.0,0.0,0.0,1.0,0.0,1.0
65,Falkland Islands (Malvinas),2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,10216.9,0.0,10216.9
65,Falkland Islands (Malvinas),2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,2099.2,0.0,2099.2
65,Falkland Islands (Malvinas),2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
65,Falkland Islands (Malvinas),2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,10.0,0.0,10.0
65,Falkland Islands (Malvinas),2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,73448.2,0.0,73448.2
65,Falkland Islands (Malvinas),2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,3.0,0.0,3.0
65,Falkland Islands (Malvinas),2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,333.0,0.0,333.0
66,Fiji,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,30.0,0.0,30.0
66,Fiji,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,33.0,0.0,33.0
66,Fiji,2761.0,Freshwater Fish,tilapia,0.0,230.0,0.0,10.0,230.0,240.0
66,Fiji,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,6522.0,0.0,6522.0
66,Fiji,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,17244.0,0.0,17244.0
66,Fiji,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,20240.0,0.0,20240.0
66,Fiji,2765.0,Crustaceans,non_freshwater,12.0,15.0,0.0,595.0,27.0,622.0
66,Fiji,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,92.0,0.0,92.0
66,Fiji,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,2809.0,0.0,2809.0
66,Fiji,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,230.0,0.0,230.0
66,Fiji,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,500.0,0.0,500.0,500.0
67,Finland,2761.0,Freshwater Fish,catfish,0.0,336.7,0.0,20000.24,336.7,20336.940000000002
67,Finland,2761.0,Freshwater Fish,diadromous_avg,0.0,2423.3,11780.5,9869.9,14203.8,24073.699999999997
67,Finland,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,4560.13,0.0,4560.13
67,Finland,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,146.20999999999998,0.0,146.20999999999998
67,Finland,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,129204.69,0.0,129204.69
67,Finland,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,755.3,0.0,755.3,755.3
67,Finland,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,135.0,0.0,135.0
68,France,2761.0,Freshwater Fish,catfish,0.0,703.1,0.0,30.0,703.1,733.1
68,France,2761.0,Freshwater Fish,diadromous_avg,0.0,37296.13,0.0,929.0,37296.13,38225.13
68,France,2761.0,Freshwater Fish,non_freshwater,0.0,2982.89,0.0,489.0,2982.89,3471.89
68,France,2762.0,Demersal Fish,non_freshwater,0.0,0.0,5474.29,140189.75,5474.29,145664.04
68,France,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,250595.43,0.0,250595.43
68,France,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,1083.64,297.0,1083.64,1380.64
68,France,2765.0,Crustaceans,non_freshwater,68.63,0.0,0.0,14314.0,68.63,14382.63
68,France,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,16220.0,0.0,16220.0
68,France,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,148154.77,57525.0,148154.77,205679.77
68,France,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,5.0,0.0,943.19,5.0,948.19
68,France,2775.0,Aquatic Plants,non_freshwater,0.0,206.82,176.09,51300.05,382.90999999999997,51682.96000000001
69,French Guiana,2761.0,Freshwater Fish,catfish,0.0,1.0,0.0,30.0,1.0,31.0
69,French Guiana,2761.0,Freshwater Fish,non_freshwater,0.0,1.0,0.0,20.0,1.0,21.0
69,French Guiana,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,1303.0,0.0,1303.0
69,French Guiana,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,88.0,0.0,88.0
69,French Guiana,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,50.0,0.0,50.0
69,French Guiana,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,255.0,0.0,255.0
70,French Polynesia,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,50.0,0.0,50.0
70,French Polynesia,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
70,French Polynesia,2761.0,Freshwater Fish,tilapia,0.0,0.0,0.0,0.0,0.0,0.0
70,French Polynesia,2762.0,Demersal Fish,non_freshwater,0.0,0.0,25.0,261.0,25.0,286.0
70,French Polynesia,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,8815.0,0.0,8815.0
70,French Polynesia,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,4200.0,0.0,4200.0
70,French Polynesia,2765.0,Crustaceans,non_freshwater,116.0,0.0,5.0,69.0,121.0,190.0
70,French Polynesia,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,150.0,0.0,150.0
70,French Polynesia,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,1210.0,51.0,1210.0,1261.0
72,Djibouti,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
72,Djibouti,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,613.4300000000001,0.0,613.4300000000001
72,Djibouti,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,1595.79,0.0,1595.79
72,Djibouti,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,60.82,0.0,60.82
72,Djibouti,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,0.1,0.0,0.1
72,Djibouti,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
73,Georgia,2761.0,Freshwater Fish,catfish,0.0,14.6,0.0,0.0,14.6,14.6
73,Georgia,2761.0,Freshwater Fish,diadromous_avg,0.0,1222.3,100.0,1.0,1322.3,1323.3
73,Georgia,2761.0,Freshwater Fish,non_freshwater,0.0,1107.8,0.0,19.0,1107.8,1126.8
73,Georgia,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,4908.86,0.0,4908.86
73,Georgia,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,233936.24,0.0,233936.24
