country_code,country,fbs_item_code,fbs_item,mt_production_aqua,mt_production_total,%_production_aqua
14,Barbados,2764.0,"Marine Fish, Other",0.0,230.0,0.0
14,Barbados,2765.0,Crustaceans,0.5,0.5,1.0
14,Barbados,2767.0,"Molluscs, Other",0.0,0.0,0.0
16,Bangladesh,2761.0,Freshwater Fish,2209839.0,3672506.0,0.601725089080862
16,Bangladesh,2762.0,Demersal Fish,0.0,91728.0,0.0
16,Bangladesh,2763.0,Pelagic Fish,0.0,4253.0,0.0
16,Bangladesh,2764.0,"Marine Fish, Other",132929.0,363794.0,0.36539635068197934
16,Bangladesh,2765.0,Crustaceans,145832.0,251938.0,0.5788408259174876
16,Bangladesh,2769.0,"Aquatic Animals, Others",0.0,0.0,0.0
17,Bermuda,2761.0,Freshwater Fish,0.0,0.0,0.0
17,Bermuda,2762.0,Demersal Fish,0.0,102.0,0.0
17,Bermuda,2763.0,Pelagic Fish,0.0,237.0,0.0
17,Bermuda,2764.0,"Marine Fish, Other",0.0,6.0,0.0
17,Bermuda,2765.0,Crustaceans,0.0,40.0,0.0
17,Bermuda,2767.0,"Molluscs, Other",0.0,0.0,0.0
18,Bhutan,2761.0,Freshwater Fish,209.27,224.27,0.9331163329914834
19,Bolivia (Plurinational State of),2761.0,Freshwater Fish,3525.0,11425.0,0.3085339168490153
19,Bolivia (Plurinational State of),2763.0,Pelagic Fish,0.0,0.0,0.0
20,Botswana,2761.0,Freshwater Fish,35.0,73.0,0.4794520547945205
21,Brazil,2761.0,Freshwater Fish,529623.6,748618.6,0.7074678614717829
21,Brazil,2762.0,Demersal Fish,0.0,222971.0,0.0
21,Brazil,2763.0,Pelagic Fish,0.0,171172.39,0.0
21,Brazil,2764.0,"Marine Fish, Other",20.0,29420.0,0.0006798096532970768
21,Brazil,2765.0,Crustaceans,54485.72,110945.72,0.49110249588717797
21,Brazil,2766.0,Cephalopods,0.0,3020.0,0.0
21,Brazil,2767.0,"Molluscs, Other",15215.78,23570.78,0.6455357014065721
21,Brazil,2768.0,"Meat, Aquatic Mammals",0.0,0.0,0.0
21,Brazil,2769.0,"Aquatic Animals, Others",205.0,205.0,1.0
21,Brazil,2775.0,Aquatic Plants,730.0,730.0,1.0
22,Aruba,2761.0,Freshwater Fish,0.0,0.0,0.0
22,Aruba,2762.0,Demersal Fish,0.0,68.0,0.0
22,Aruba,2763.0,Pelagic Fish,0.0,45.0,0.0
22,Aruba,2764.0,"Marine Fish, Other",0.0,50.0,0.0
23,Belize,2761.0,Freshwater Fish,60.0,60.0,1.0
23,Belize,2762.0,Demersal Fish,0.0,2402.2,0.0
