country_iso_code,fbs_item,system,proportion_est,proportion_obs,proportion
OSS,Pigmeat,extensive,0.04972027994622986,,0.04972027994622986
PAK,Pigmeat,extensive,0.6376581597445036,0.0,0.0
PAN,Pigmeat,extensive,0.02323182473759399,0.38,0.38
PER,Pigmeat,extensive,0.17896579015384373,0.99,0.99
PHL,Pigmeat,extensive,0.395560505361365,0.71,0.71
PLW,Pigmeat,extensive,0.14499974745342045,,0.14499974745342045
PNG,Pigmeat,extensive,0.7679764608238877,0.98,0.98
POL,Pigmeat,extensive,0.014367205439582871,0.044000000000000004,0.044000000000000004
PRE,Pigmeat,extensive,0.7905717929869217,,0.7905717929869217
PRI,Pigmeat,extensive,0.017146245937335193,,0.017146245937335193
PRT,Pigmeat,extensive,0.015794632664915677,0.048,0.048
PRY,Pigmeat,extensive,0.14731106272198172,0.7000000000000001,0.7000000000000001
PSE,Pigmeat,extensive,0.6003472062155457,,0.6003472062155457
PSS,Pigmeat,extensive,0.5767929028077398,,0.5767929028077398
PST,Pigmeat,extensive,0.005859121869531822,,0.005859121869531822
QAT,Pigmeat,extensive,0.0010783597704524257,0.0,0.0
ROU,Pigmeat,extensive,0.019973964466115525,0.556,0.556
RUS,Pigmeat,extensive,0.025622236331814145,0.38,0.38
RWA,Pigmeat,extensive,0.8497500636245255,,0.8497500636245255
SAS,Pigmeat,extensive,0.5412129044533789,,0.5412129044533789
SAU,Pigmeat,extensive,0.007662886173838639,0.0,0.0
SDN,Pigmeat,extensive,0.7662480895007067,0.0,0.0
SEN,Pigmeat,extensive,0.7809378563059495,0.8,0.8
SGP,Pigmeat,extensive,0.0007577944080440125,,0.0007577944080440125
SLB,Pigmeat,extensive,0.8428487153227578,,0.8428487153227578
SLE,Pigmeat,extensive,0.8693255818662061,,0.8693255818662061
SLV,Pigmeat,extensive,0.3299025115496112,0.53,0.53
SOM,Pigmeat,extensive,0.8781779953306443,,0.8781779953306443
SRB,Pigmeat,extensive,0.06129602994421202,,0.06129602994421202
SSA,Pigmeat,extensive,0.7652318798922163,,0.7652318798922163
SSF,Pigmeat,extensive,0.7650769921931108,,0.7650769921931108
SST,Pigmeat,extensive,0.06310339116980104,,0.06310339116980104
STP,Pigmeat,extensive,0.7393711170209862,0.9,0.9
SUR,Pigmeat,extensive,0.12414486128218172,,0.12414486128218172
SVK,Pigmeat,extensive,0.018243933629281575,0.040999999999999995,0.040999999999999995
SVN,Pigmeat,extensive,0.010029194920249774,0.187,0.187
SWE,Pigmeat,extensive,0.004637169932229885,0.001,0.001
SWZ,Pigmeat,extensive,0.3440883688559836,0.78,0.78
SYC,Pigmeat,extensive,0.023817132952978562,,0.023817132952978562
TCA,Pigmeat,extensive,0.07261059875943564,,0.07261059875943564
TCD,Pigmeat,extensive,0.8734201884501082,1.0,1.0
TEA,Pigmeat,extensive,0.11018486290184216,,0.11018486290184216
TEC,Pigmeat,extensive,0.03727064421377628,,0.03727064421377628
TGO,Pigmeat,extensive,0.8540540728430276,,0.8540540728430276
THA,Pigmeat,extensive,0.08828034711209826,0.2,0.2
TJK,Pigmeat,extensive,0.7510220978197821,,0.7510220978197821
TLA,Pigmeat,extensive,0.10767183453536423,,0.10767183453536423
TLS,Pigmeat,extensive,0.6556456197772014,,0.6556456197772014
TMN,Pigmeat,extensive,0.25582589575416737,,0.25582589575416737
TON,Pigmeat,extensive,0.5551821456435388,,0.5551821456435388
TSA,Pigmeat,extensive,0.5412129044533789,,0.5412129044533789
TSS,Pigmeat,extensive,0.7650769921931108,,0.7650769921931108
TTO,Pigmeat,extensive,0.0420890792869056,,0.0420890792869056
TUN,Pigmeat,extensive,0.25959722049137013,,0.25959722049137013
TUR,Pigmeat,extensive,0.01885387628530763,,0.01885387628530763
TUV,Pigmeat,extensive,0.6653261363398659,,0.6653261363398659
TZA,Pigmeat,extensive,0.8348316857095368,0.09,0.09
UGA,Pigmeat,extensive,0.8494573869274564,,0.8494573869274564
UKR,Pigmeat,extensive,0.16649790368927406,0.64,0.64
UMC,Pigmeat,extensive,0.07576142501135039,,0.07576142501135039
URY,Pigmeat,extensive,0.043204076731616685,0.25,0.25
USA,Pigmeat,extensive,0.0029396184790330946,0.01,0.01
UZB,Pigmeat,extensive,0.42216235506296673,,0.42216235506296673
VCT,Pigmeat,extensive,0.14713484806075477,,0.14713484806075477
VNM,Pigmeat,extensive,0.24903241914099886,0.8,0.8
VUT,Pigmeat,extensive,0.8246794141737138,,0.8246794141737138
WLD,Pigmeat,extensive,0.08927775896750718,,0.08927775896750718
WSM,Pigmeat,extensive,0.6102525973112852,0.8,0.8
XKX,Pigmeat,extensive,0.19941749870753522,,0.19941749870753522
ZAF,Pigmeat,extensive,0.15663578469068729,,0.15663578469068729
ZMB,Pigmeat,extensive,0.7981613698314981,,0.7981613698314981
ZWE,Pigmeat,extensive,0.8544031168735376,0.5,0.5
ABW,Poultry Meat,intensive,0.9928596329561934,,0.9928596329561934
AFE,Poultry Meat,intensive,0.6211689159628336,,0.6211689159628336
AFG,Poultry Meat,intensive,0.25712383257133686,0.020000000000000018,0.020000000000000018
AFW,Poultry Meat,intensive,0.676623034501634,,0.676623034501634
AGO,Poultry Meat,intensive,0.810464169258808,,0.810464169258808
ALB,Poultry Meat,intensive,0.9574987415527173,0.5,0.5
ARB,Poultry Meat,intensive,0.9514852187532179,,0.9514852187532179
ARE,Poultry Meat,intensive,0.9975648156324107,,0.9975648156324107
ARG,Poultry Meat,intensive,0.9790161421606097,,0.9790161421606097
ARM,Poultry Meat,intensive,0.9557585430556275,,0.9557585430556275
ATG,Poultry Meat,intensive,0.974018376510831,,0.974018376510831
AUS,Poultry Meat,intensive,0.9954680263542568,,0.9954680263542568
AUT,Poultry Meat,intensive,0.9961152714243195,0.99,0.99
AZE,Poultry Meat,intensive,0.9570430637955769,0.8,0.8
BDI,Poultry Meat,intensive,0.07752731835423654,0.09999999999999998,0.09999999999999998
BEL,Poultry Meat,intensive,0.9957797374957478,0.99,0.99
BEN,Poultry Meat,intensive,0.595904126126408,0.19999999999999996,0.19999999999999996
BFA,Poultry Meat,intensive,0.40369129267658965,0.020000000000000018,0.020000000000000018
BGD,Poultry Meat,intensive,0.8105815104912342,0.18999999999999995,0.18999999999999995
BGR,Poultry Meat,intensive,0.9832783763182005,0.72,0.72
BHR,Poultry Meat,intensive,0.9954024843352228,,0.9954024843352228
BHS,Poultry Meat,intensive,0.9886725181040622,,0.9886725181040622
BIH,Poultry Meat,intensive,0.9628668652109942,,0.9628668652109942
BLR,Poultry Meat,intensive,0.9754849195788822,,0.9754849195788822
BLZ,Poultry Meat,intensive,0.8985713737664399,0.95,0.95
BMU,Poultry Meat,intensive,0.9981215062638693,,0.9981215062638693
BOL,Poultry Meat,intensive,0.8834142482588282,,0.8834142482588282
BRA,Poultry Meat,intensive,0.9578766739532335,0.95,0.95
BRB,Poultry Meat,intensive,0.9532410327161455,,0.9532410327161455
BRN,Poultry Meat,intensive,0.9967997490620765,,0.9967997490620765
BTN,Poultry Meat,intensive,0.9299693737262025,,0.9299693737262025
BWA,Poultry Meat,intensive,0.9591184780758037,,0.9591184780758037
CAF,Poultry Meat,intensive,0.10357057682793747,0.29999999999999993,0.29999999999999993
CAN,Poultry Meat,intensive,0.9951351165747735,0.99,0.99
CEB,Poultry Meat,intensive,0.9907929127712725,,0.9907929127712725
CHE,Poultry Meat,intensive,0.9976463001161113,0.99,0.99
CHL,Poultry Meat,intensive,0.9845129685966654,,0.9845129685966654
CHN,Poultry Meat,intensive,0.9698449858321176,,0.9698449858321176
CIV,Poultry Meat,intensive,0.7791684125115699,0.4,0.4
CMR,Poultry Meat,intensive,0.6429287256098093,0.29999999999999993,0.29999999999999993
COD,Poultry Meat,intensive,0.1545880989080557,0.09999999999999998,0.09999999999999998
COG,Poultry Meat,intensive,0.5840151520713248,,0.5840151520713248
COL,Poultry Meat,intensive,0.9581626194362071,,0.9581626194362071
COM,Poultry Meat,intensive,0.5831997694710431,0.28,0.28
CPV,Poultry Meat,intensive,0.8199843322725455,,0.8199843322725455
CRI,Poultry Meat,intensive,0.9784252927128486,,0.9784252927128486
CSS,Poultry Meat,intensive,0.9632947746730953,,0.9632947746730953
CUW,Poultry Meat,intensive,0.9776379454418437,,0.9776379454418437
CYM,Poultry Meat,intensive,0.997414170394269,,0.997414170394269
CYP,Poultry Meat,intensive,0.9937255456961861,,0.9937255456961861
CZE,Poultry Meat,intensive,0.9934511444531682,0.99,0.99
DEU,Poultry Meat,intensive,0.9959877105026703,0.99,0.99
DJI,Poultry Meat,intensive,0.7525145059901035,,0.7525145059901035
DMA,Poultry Meat,intensive,0.9296391212070131,,0.9296391212070131
DNK,Poultry Meat,intensive,0.9965761469425796,0.99,0.99
DOM,Poultry Meat,intensive,0.9727543264429817,,0.9727543264429817
DZA,Poultry Meat,intensive,0.9314030333822992,,0.9314030333822992
EAP,Poultry Meat,intensive,0.961620173934898,,0.961620173934898
EAR,Poultry Meat,intensive,0.9091297766419163,,0.9091297766419163
EAS,Poultry Meat,intensive,0.9726258888282351,,0.9726258888282351
ECA,Poultry Meat,intensive,0.9810417563003444,,0.9810417563003444
ECS,Poultry Meat,intensive,0.9915564406551214,,0.9915564406551214
ECU,Poultry Meat,intensive,0.9272539357466694,,0.9272539357466694
EGY,Poultry Meat,intensive,0.9367022442932349,0.6599999999999999,0.6599999999999999
EMU,Poultry Meat,intensive,0.994825748885126,,0.994825748885126
ESP,Poultry Meat,intensive,0.9925267653981522,0.99,0.99
EST,Poultry Meat,intensive,0.9928092484986123,,0.9928092484986123
ETH,Poultry Meat,intensive,0.4315265396197909,0.040000000000000036,0.040000000000000036
EUU,Poultry Meat,intensive,0.9943471367300898,,0.9943471367300898
FCS,Poultry Meat,intensive,0.708912469841564,,0.708912469841564
FIN,Poultry Meat,intensive,0.9952918791055575,0.99,0.99
FJI,Poultry Meat,intensive,0.9234963956719696,,0.9234963956719696
FRA,Poultry Meat,intensive,0.994543032244084,0.99,0.99
FSM,Poultry Meat,intensive,0.5950558911545252,,0.5950558911545252
GAB,Poultry Meat,intensive,0.9535919332792677,0.29999999999999993,0.29999999999999993
GBR,Poultry Meat,intensive,0.994539817750815,0.99,0.99
GEO,Poultry Meat,intensive,0.9620960923269131,0.10999999999999999,0.10999999999999999
GHA,Poultry Meat,intensive,0.7856144480292676,0.19999999999999996,0.19999999999999996
GIN,Poultry Meat,intensive,0.491047776120474,,0.491047776120474
GMB,Poultry Meat,intensive,0.38230498584483197,0.19999999999999996,0.19999999999999996
GNB,Poultry Meat,intensive,0.3291545058445631,,0.3291545058445631
GNQ,Poultry Meat,intensive,0.95810395887695,,0.95810395887695
GRC,Poultry Meat,intensive,0.9882044816899854,0.87,0.87
GRD,Poultry Meat,intensive,0.9528398491868235,,0.9528398491868235
GTM,Poultry Meat,intensive,0.9016541491427792,0.72,0.72
GUY,Poultry Meat,intensive,0.9797005803784123,,0.9797005803784123
HIC,Poultry Meat,intensive,0.9955257329799551,,0.9955257329799551
HKG,Poultry Meat,intensive,0.9967850983797032,,0.9967850983797032
HND,Poultry Meat,intensive,0.7932588377294405,0.74,0.74
HPC,Poultry Meat,intensive,0.46936766829219345,,0.46936766829219345
HRV,Poultry Meat,intensive,0.9895883380480159,,0.9895883380480159
HTI,Poultry Meat,intensive,0.5295751248703497,,0.5295751248703497
HUN,Poultry Meat,intensive,0.9906716335005836,,0.9906716335005836
IBD,Poultry Meat,intensive,0.9537319604950898,,0.9537319604950898
IBT,Poultry Meat,intensive,0.9326774024496153,,0.9326774024496153
IDA,Poultry Meat,intensive,0.6507369983539133,,0.6507369983539133
IDB,Poultry Meat,intensive,0.7611620473058696,,0.7611620473058696
IDN,Poultry Meat,intensive,0.9393811582361806,0.76,0.76
IDX,Poultry Meat,intensive,0.5718426445871576,,0.5718426445871576
IND,Poultry Meat,intensive,0.8396126618481959,0.5700000000000001,0.5700000000000001
IRL,Poultry Meat,intensive,0.9988035181312026,0.98,0.98
IRN,Poultry Meat,intensive,0.9599065123305843,0.9299999999999999,0.9299999999999999
IRQ,Poultry Meat,intensive,0.9023062773758935,0.9,0.9
ISL,Poultry Meat,intensive,0.9960435659504622,,0.9960435659504622
ISR,Poultry Meat,intensive,0.9938237104247779,,0.9938237104247779
ITA,Poultry Meat,intensive,0.9937879983793472,0.99,0.99
JAM,Poultry Meat,intensive,0.9128932655683843,,0.9128932655683843
JOR,Poultry Meat,intensive,0.9068803829192326,0.95,0.95
JPN,Poultry Meat,intensive,0.993463931818102,,0.993463931818102
KAZ,Poultry Meat,intensive,0.9852196726131375,,0.9852196726131375
KEN,Poultry Meat,intensive,0.7402121797092469,0.29999999999999993,0.29999999999999993
KGZ,Poultry Meat,intensive,0.7454921822604099,,0.7454921822604099
KHM,Poultry Meat,intensive,0.7086732480192802,0.35,0.35
KIR,Poultry Meat,intensive,0.35244911351907604,,0.35244911351907604
KNA,Poultry Meat,intensive,0.9855989007446355,,0.9855989007446355
KOR,Poultry Meat,intensive,0.994369236002644,0.99,0.99
LAC,Poultry Meat,intensive,0.9603245281259999,,0.9603245281259999
LAO,Poultry Meat,intensive,0.8784093737126435,0.16000000000000003,0.16000000000000003
LBN,Poultry Meat,intensive,0.9482060583823816,0.95,0.95
LBR,Poultry Meat,intensive,0.23540087724635128,,0.23540087724635128
LBY,Poultry Meat,intensive,0.9797674509836173,,0.9797674509836173
LCA,Poultry Meat,intensive,0.9486836210566579,,0.9486836210566579
LCN,Poultry Meat,intensive,0.9633193284734466,,0.9633193284734466
LDC,Poultry Meat,intensive,0.558825349442073,,0.558825349442073
LIC,Poultry Meat,intensive,0.35672444611464604,,0.35672444611464604
LKA,Poultry Meat,intensive,0.950954602124215,0.85,0.85
LMC,Poultry Meat,intensive,0.8616492094453402,,0.8616492094453402
LMY,Poultry Meat,intensive,0.928839466004789,,0.928839466004789
LSO,Poultry Meat,intensive,0.4268482728015395,0.010000000000000009,0.010000000000000009
LTE,Poultry Meat,intensive,0.9723674445087211,,0.9723674445087211
LTU,Poultry Meat,intensive,0.9930054068703597,,0.9930054068703597
LUX,Poultry Meat,intensive,0.9990431274885334,,0.9990431274885334
LVA,Poultry Meat,intensive,0.9898513817519211,0.9,0.9
MAC,Poultry Meat,intensive,0.9972118293441775,,0.9972118293441775
MAR,Poultry Meat,intensive,0.8835611528195085,0.8,0.8
MDA,Poultry Meat,intensive,0.9547280365428503,,0.9547280365428503
MDG,Poultry Meat,intensive,0.24483976616659342,0.4,0.4
MDV,Poultry Meat,intensive,0.97311654517209,,0.97311654517209
MEA,Poultry Meat,intensive,0.9633370303846305,,0.9633370303846305
MEX,Poultry Meat,intensive,0.9739243787571363,0.96,0.96
MHL,Poultry Meat,intensive,0.8129983053176357,,0.8129983053176357
MIC,Poultry Meat,intensive,0.9396772614816039,,0.9396772614816039
MKD,Poultry Meat,intensive,0.9660244101320105,,0.9660244101320105
MLI,Poultry Meat,intensive,0.3915095712220893,0.04999999999999993,0.04999999999999993
MLT,Poultry Meat,intensive,0.9944676839124189,,0.9944676839124189
MMR,Poultry Meat,intensive,0.6785207670092885,0.16000000000000003,0.16000000000000003
MNA,Poultry Meat,intensive,0.9242669372142427,,0.9242669372142427
MNE,Poultry Meat,intensive,0.9772825645817247,,0.9772825645817247
MNG,Poultry Meat,intensive,0.9376612165561341,,0.9376612165561341
MOZ,Poultry Meat,intensive,0.18959733910001286,0.09999999999999998,0.09999999999999998
MRT,Poultry Meat,intensive,0.7781192093993691,0.37,0.37
MUS,Poultry Meat,intensive,0.9779930023193462,,0.9779930023193462
MWI,Poultry Meat,intensive,0.25125818551180945,0.15000000000000002,0.15000000000000002
MYS,Poultry Meat,intensive,0.9854464583181771,0.99,0.99
NAC,Poultry Meat,intensive,0.9969794476116587,,0.9969794476116587
NAM,Poultry Meat,intensive,0.9054190215314754,0.38,0.38
NER,Poultry Meat,intensive,0.180317654821598,0.030000000000000027,0.030000000000000027
NGA,Poultry Meat,intensive,0.7531701958252144,0.29999999999999993,0.29999999999999993
NIC,Poultry Meat,intensive,0.7968356985576092,,0.7968356985576092
NLD,Poultry Meat,intensive,0.9964248026319267,0.99,0.99
NOR,Poultry Meat,intensive,0.9972791699659928,0.99,0.99
NPL,Poultry Meat,intensive,0.6576037913893916,,0.6576037913893916
NRU,Poultry Meat,intensive,0.9401655733480767,,0.9401655733480767
NZL,Poultry Meat,intensive,0.9940476788012764,,0.9940476788012764
OED,Poultry Meat,intensive,0.9945058417985281,,0.9945058417985281
OMN,Poultry Meat,intensive,0.99101817365516,,0.99101817365516
OSS,Poultry Meat,intensive,0.9790842010945056,,0.9790842010945056
PAK,Poultry Meat,intensive,0.7735209519973328,0.56,0.56
PAN,Poultry Meat,intensive,0.9878233390309079,,0.9878233390309079
PER,Poultry Meat,intensive,0.9448106339804563,0.89,0.89
PHL,Poultry Meat,intensive,0.8844130174618632,0.25,0.25
PLW,Poultry Meat,intensive,0.9534237419254425,,0.9534237419254425
PNG,Poultry Meat,intensive,0.640278292130589,,0.640278292130589
POL,Poultry Meat,intensive,0.9913085580309154,,0.9913085580309154
PRE,Poultry Meat,intensive,0.6001500683719939,,0.6001500683719939
PRI,Poultry Meat,intensive,0.9901629878315299,,0.9901629878315299
PRT,Poultry Meat,intensive,0.9907128702674713,,0.9907128702674713
PRY,Poultry Meat,intensive,0.9528362041529503,,0.9528362041529503
PSE,Poultry Meat,intensive,0.7970649897000781,,0.7970649897000781
PSS,Poultry Meat,intensive,0.8101841400242508,,0.8101841400242508
PST,Poultry Meat,intensive,0.995349243785624,,0.995349243785624
QAT,Poultry Meat,intensive,0.9985643855121527,,0.9985643855121527
ROU,Poultry Meat,intensive,0.9890508822935723,,0.9890508822935723
RUS,Poultry Meat,intensive,0.9869530605198327,,0.9869530605198327
RWA,Poultry Meat,intensive,0.4156625206047856,0.09999999999999998,0.09999999999999998
SAS,Poultry Meat,intensive,0.8279937067342215,,0.8279937067342215
SAU,Poultry Meat,intensive,0.9943942104019989,,0.9943942104019989
SDN,Poultry Meat,intensive,0.6429980693323845,,0.6429980693323845
SEN,Poultry Meat,intensive,0.6183910504422712,0.29999999999999993,0.29999999999999993
SGP,Poultry Meat,intensive,0.9988761422376932,,0.9988761422376932
SLB,Poultry Meat,intensive,0.4483057406752676,,0.4483057406752676
SLE,Poultry Meat,intensive,0.2799391801469817,,0.2799391801469817
SLV,Poultry Meat,intensive,0.9045162272035243,,0.9045162272035243
SOM,Poultry Meat,intensive,0.16889025845070427,,0.16889025845070427
SRB,Poultry Meat,intensive,0.9756631661149486,,0.9756631661149486
SSA,Poultry Meat,intensive,0.6445772226876738,,0.6445772226876738
SSF,Poultry Meat,intensive,0.6448166349103531,,0.6448166349103531
SST,Poultry Meat,intensive,0.9751425974259764,,0.9751425974259764
STP,Poultry Meat,intensive,0.6804623517529678,,0.6804623517529678
SUR,Poultry Meat,intensive,0.9587538415386441,,0.9587538415386441
SVK,Poultry Meat,intensive,0.9897255099722367,0.9,0.9
SVN,Poultry Meat,intensive,0.9932380060386812,0.99,0.99
SWE,Poultry Meat,intensive,0.9960472695621725,0.99,0.99
SWZ,Poultry Meat,intensive,0.9003586790055458,,0.9003586790055458
SYC,Poultry Meat,intensive,0.9876080477790459,,0.9876080477790459
TCA,Poultry Meat,intensive,0.9724529728246629,,0.9724529728246629
TCD,Poultry Meat,intensive,0.23593029500859486,0.010000000000000009,0.010000000000000009
TEA,Poultry Meat,intensive,0.9623671490752281,,0.9623671490752281
TEC,Poultry Meat,intensive,0.98298425956625,,0.98298425956625
TGO,Poultry Meat,intensive,0.392377200774477,0.29999999999999993,0.29999999999999993
THA,Poultry Meat,intensive,0.968162294169686,0.6699999999999999,0.6699999999999999
TJK,Poultry Meat,intensive,0.6652421722228516,,0.6652421722228516
TLA,Poultry Meat,intensive,0.9630231159695645,,0.9630231159695645
TLS,Poultry Meat,intensive,0.7606704470826655,,0.7606704470826655
TMN,Poultry Meat,intensive,0.924983427314932,,0.924983427314932
TON,Poultry Meat,intensive,0.8212595525155292,,0.8212595525155292
TSA,Poultry Meat,intensive,0.8279937067342215,,0.8279937067342215
TSS,Poultry Meat,intensive,0.6448166349103531,,0.6448166349103531
TTO,Poultry Meat,intensive,0.9814415313048575,,0.9814415313048575
TUN,Poultry Meat,intensive,0.923982421621317,0.4,0.4
TUR,Poultry Meat,intensive,0.9894856729449858,,0.9894856729449858
TUV,Poultry Meat,intensive,0.7532675261365578,,0.7532675261365578
TZA,Poultry Meat,intensive,0.48067731976871697,0.29999999999999993,0.29999999999999993
UGA,Poultry Meat,intensive,0.4171559961290644,0.09999999999999998,0.09999999999999998
UKR,Poultry Meat,intensive,0.9479703003832891,0.25,0.25
UMC,Poultry Meat,intensive,0.9715774969408323,,0.9715774969408323
URY,Poultry Meat,intensive,0.9810909889107876,,0.9810909889107876
USA,Poultry Meat,intensive,0.9971201650729263,0.99,0.99
UZB,Poultry Meat,intensive,0.8755389764458488,,0.8755389764458488
VCT,Poultry Meat,intensive,0.9528809825238168,,0.9528809825238168
VNM,Poultry Meat,intensive,0.9267778481661004,0.29999999999999993,0.29999999999999993
VUT,Poultry Meat,intensive,0.5153604632606328,,0.5153604632606328
WLD,Poultry Meat,intensive,0.9678939818415222,,0.9678939818415222
WSM,Poultry Meat,intensive,0.791174082179674,0.19999999999999996,0.19999999999999996
XKX,Poultry Meat,intensive,0.9396115675227704,,0.9396115675227704
ZAF,Poultry Meat,intensive,0.950469583551316,0.8,0.8
ZMB,Poultry Meat,intensive,0.5843476373340555,,0.5843476373340555
ZWE,Poultry Meat,intensive,0.39037106538448196,0.7,0.7
ABW,Pigmeat,intensive,0.9891566387198683,,0.9891566387198683
AFE,Pigmeat,intensive,0.22061837956778196,,0.22061837956778196
AFG,Pigmeat,intensive,0.12844423526153925,1.0,1.0
AFW,Pigmeat,intensive,0.25758760477566955,,0.25758760477566955
AGO,Pigmeat,intensive,0.42373341796500863,,0.42373341796500863
ALB,Pigmeat,intensive,0.8709672763566392,,0.8709672763566392
ARB,Pigmeat,intensive,0.8473683510692951,,0.8473683510692951
ARE,Pigmeat,intensive,0.9976911528424462,1.0,1.0
ARG,Pigmeat,intensive,0.9500549389089745,0.78,0.78
ARM,Pigmeat,intensive,0.8641644943390259,,0.8641644943390259
ATG,Pigmeat,intensive,0.9329560673917183,,0.9329560673917183
AUS,Pigmeat,intensive,0.9943548338216208,,0.9943548338216208
AUT,Pigmeat,intensive,0.9954771768073238,0.982,0.982
AZE,Pigmeat,intensive,0.8691886299754824,,0.8691886299754824
BDI,Pigmeat,intensive,0.11763961781525589,0.09999999999999998,0.09999999999999998
BEL,Pigmeat,intensive,0.9949047102640152,1.0,1.0
BEN,Pigmeat,intensive,0.207323395775049,0.19999999999999996,0.19999999999999996
BFA,Pigmeat,intensive,0.14797776060582013,0.06999999999999995,0.06999999999999995
BGD,Pigmeat,intensive,0.42395426538695136,0.010000000000000009,0.010000000000000009
BGR,Pigmeat,intensive,0.9636308615123095,0.7969999999999999,0.7969999999999999
BHR,Pigmeat,intensive,0.9942370733655559,1.0,1.0
BHS,Pigmeat,intensive,0.9790366283424897,,0.9790366283424897
BIH,Pigmeat,intensive,0.8917302347124906,,0.8917302347124906
BLR,Pigmeat,intensive,0.9380863858707205,,0.9380863858707205
BLZ,Pigmeat,intensive,0.6499090808815267,,0.6499090808815267
BMU,Pigmeat,intensive,0.9984114072586124,,0.9984114072586124
BOL,Pigmeat,intensive,0.6013725480459986,0.8,0.8
BRA,Pigmeat,intensive,0.8724408779435111,0.6499999999999999,0.6499999999999999
BRB,Pigmeat,intensive,0.8542816829431555,,0.8542816829431555
BRN,Pigmeat,intensive,0.9965781753003937,,0.9965781753003937
BTN,Pigmeat,intensive,0.7631488480189275,0.49,0.49
BWA,Pigmeat,intensive,0.8772718513771207,0.010000000000000009,0.010000000000000009
CAF,Pigmeat,intensive,0.11859055963255971,,0.11859055963255971
CAN,Pigmeat,intensive,0.9937491999209593,1.0,1.0
CEB,Pigmeat,intensive,0.9843994309149564,,0.9843994309149564
CHE,Pigmeat,intensive,0.9978016075586611,0.996,0.996
CHL,Pigmeat,intensive,0.96735150918674,0.95,0.95
CHN,Pigmeat,intensive,0.9179305464961016,,0.9179305464961016
CIV,Pigmeat,intensive,0.37075393901355147,0.44999999999999996,0.44999999999999996
CMR,Pigmeat,intensive,0.23370750166801368,0.4,0.4
COD,Pigmeat,intensive,0.12100542440565765,0.35,0.35
COG,Pigmeat,intensive,0.2016859289945464,,0.2016859289945464
COL,Pigmeat,intensive,0.8735548154187307,0.5,0.5
COM,Pigmeat,intensive,0.20131262036089226,1.0,1.0
CPV,Pigmeat,intensive,0.4422447389476033,0.010000000000000009,0.010000000000000009
CRI,Pigmeat,intensive,0.9480936034286842,0.9,0.9
CSS,Pigmeat,intensive,0.8933667071828926,,0.8933667071828926
CUW,Pigmeat,intensive,0.9454531299716771,,0.9454531299716771
CYM,Pigmeat,intensive,0.9974826663567826,,0.9974826663567826
CYP,Pigmeat,intensive,0.9909915932741439,0.996,0.996
CZE,Pigmeat,intensive,0.9904210571039751,0.997,0.997
DEU,Pigmeat,intensive,0.9952619739875105,0.998,0.998
DJI,Pigmeat,intensive,0.3337156324539786,1.0,1.0
DMA,Pigmeat,intensive,0.7618827984520278,,0.7618827984520278
DNK,Pigmeat,intensive,0.996228793404731,1.0,1.0
DOM,Pigmeat,intensive,0.9284678965995731,,0.9284678965995731
DZA,Pigmeat,intensive,0.7686589362769867,,0.7686589362769867
EAP,Pigmeat,intensive,0.886944774899074,,0.886944774899074
EAR,Pigmeat,intensive,0.6861971411855076,,0.6861971411855076
EAS,Pigmeat,intensive,0.9280086280700014,,0.9280086280700014
ECA,Pigmeat,intensive,0.956638750410778,,0.956638750410778
ECS,Pigmeat,intensive,0.9862151030567028,,0.9862151030567028
ECU,Pigmeat,intensive,0.7527768771779795,,0.7527768771779795
EGY,Pigmeat,intensive,0.7892039451143873,,0.7892039451143873
EMU,Pigmeat,intensive,0.993170076485745,,0.993170076485745
ESP,Pigmeat,intensive,0.9884251184139654,0.995,0.995
EST,Pigmeat,intensive,0.9890468182198473,0.991,0.991
ETH,Pigmeat,intensive,0.15346846490658994,,0.15346846490658994
EUU,Pigmeat,intensive,0.99224453321003,,0.99224453321003
FCS,Pigmeat,intensive,0.28556109366971905,,0.28556109366971905
FIN,Pigmeat,intensive,0.9940366967173625,1.0,1.0
FJI,Pigmeat,intensive,0.7385765423003385,,0.7385765423003385
FRA,Pigmeat,intensive,0.9926276047385459,0.998,0.998
FSM,Pigmeat,intensive,0.20690881769335412,,0.20690881769335412
GAB,Pigmeat,intensive,0.8556615657900397,,0.8556615657900397
GBR,Pigmeat,intensive,0.9926213658185492,0.996,0.996
GEO,Pigmeat,intensive,0.8887746007503893,,0.8887746007503893
GHA,Pigmeat,intensive,0.3807583282988548,0.4,0.4
GIN,Pigmeat,intensive,0.16802040965452014,0.12,0.12
GMB,Pigmeat,intensive,0.1442263924953976,0.09999999999999998,0.09999999999999998
GNB,Pigmeat,intensive,0.13638538650317555,,0.13638538650317555
GNQ,Pigmeat,intensive,0.873326367322771,,0.873326367322771
GRC,Pigmeat,intensive,0.9777943781763963,0.962,0.962
GRD,Pigmeat,intensive,0.8527032818055997,,0.8527032818055997
GTM,Pigmeat,intensive,0.6602985816846196,0.52,0.52
GUY,Pigmeat,intensive,0.9523044510650064,,0.9523044510650064
HIC,Pigmeat,intensive,0.9944579076066906,,0.9944579076066906
HKG,Pigmeat,intensive,0.9965556007670842,,0.9965556007670842
HND,Pigmeat,intensive,0.3932072308787764,0.74,0.74
HPC,Pigmeat,intensive,0.16222110831116154,,0.16222110831116154
HRV,Pigmeat,intensive,0.9814079146658838,0.755,0.755
