item_index,item,footprint,footprint_type,edible_fraction,median
Somalia,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Grenada,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Panama,Sheep & goat,34.99424310470058,kg_co2e,0.71,35.46472316692549
Greenland,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
South Africa,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Greece,Sheep & goat,367.9576710231199,mg_abx,0.71,484.2695171751262
Eswatini,Sheep & goat,51.55515055955474,kg_co2e,0.71,35.46472316692549
South Sudan,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Ghana,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Paraguay,Sheep & goat,51.51345600974474,kg_co2e,0.71,35.46472316692549
Spain,Sheep & goat,793.9710274674461,mg_abx,0.71,484.2695171751262
Germany,Sheep & goat,217.76802995893487,mg_abx,0.71,484.2695171751262
Peru,Sheep & goat,55.85893666615685,kg_co2e,0.71,35.46472316692549
Estonia,Sheep & goat,26.3355505250025,kg_co2e,0.71,35.46472316692549
Georgia,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Sri Lanka,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Eritrea,Sheep & goat,47.19331677495061,kg_co2e,0.71,35.46472316692549
Gambia,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Philippines,Sheep & goat,46.28120666096083,kg_co2e,0.71,35.46472316692549
Sudan,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Gabon,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Equatorial Guinea,Sheep & goat,51.87599882995148,kg_co2e,0.71,35.46472316692549
French Polynesia,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Poland,Sheep & goat,32.52920674632925,kg_co2e,0.71,35.46472316692549
Guadeloupe,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Ghana,Sheep & goat,44.89728527446979,kg_co2e,0.71,35.46472316692549
Kazakhstan,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Saint Lucia,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Montserrat,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Kyrgyzstan,Sheep & goat,80.74912186761716,kg_co2e,0.71,35.46472316692549
Indonesia,Sheep & goat,16.737254378586407,kg_co2e,0.71,35.46472316692549
Pakistan,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Montenegro,Sheep & goat,484.7337170250933,mg_abx,0.71,484.2695171751262
Lao People's Democratic Republic,Sheep & goat,47.3675397241038,kg_co2e,0.71,35.46472316692549
Mongolia,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Palau,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Monaco,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Latvia,Sheep & goat,23.566218875364253,kg_co2e,0.71,35.46472316692549
India,Sheep & goat,49.12399272273895,kg_co2e,0.71,35.46472316692549
Morocco,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Micronesia (Federated States of),Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Mexico,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Lebanon,Sheep & goat,14.044723658590437,kg_co2e,0.71,35.46472316692549
Iceland,Sheep & goat,33.15038601453908,kg_co2e,0.71,35.46472316692549
Mayotte,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Papua New Guinea,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Lesotho,Sheep & goat,39.62019065830946,kg_co2e,0.71,35.46472316692549
Mauritius,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Paraguay,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Mauritania,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Liberia,Sheep & goat,49.38620408376938,kg_co2e,0.71,35.46472316692549
Martinique,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Panama,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Kuwait,Sheep & goat,114.10587137836221,kg_co2e,0.71,35.46472316692549
Oman,Sheep & goat,295.3999328222163,mg_abx,0.71,484.2695171751262
Mozambique,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Nicaragua,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Israel,Sheep & goat,40.93037121216141,kg_co2e,0.71,35.46472316692549
New Zealand,Sheep & goat,54.52691408478578,mg_abx,0.71,484.2695171751262
Jamaica,Sheep & goat,18.10380687471426,kg_co2e,0.71,35.46472316692549
New Caledonia,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Nigeria,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Netherlands Antilles (former),Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Isle of Man,Sheep & goat,22.745653979565457,kg_co2e,0.71,35.46472316692549
Niue,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Netherlands,Sheep & goat,114.56881368057401,mg_abx,0.71,484.2695171751262
North Macedonia,Sheep & goat,484.3833918324924,mg_abx,0.71,484.2695171751262
Jordan,Sheep & goat,29.192041656484346,kg_co2e,0.71,35.46472316692549
Nepal,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Kazakhstan,Sheep & goat,84.8234247642867,kg_co2e,0.71,35.46472316692549
Ireland,Sheep & goat,40.8994695538482,kg_co2e,0.71,35.46472316692549
Nauru,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Northern Mariana Islands,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Norway,Sheep & goat,20.934059006112143,mg_abx,0.71,484.2695171751262
Namibia,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Kenya,Sheep & goat,53.712844603452176,kg_co2e,0.71,35.46472316692549
Iraq,Sheep & goat,32.55523744809005,kg_co2e,0.71,35.46472316692549
Occupied Palestinian Territory,Sheep & goat,295.3999328222163,mg_abx,0.71,484.2695171751262
Myanmar,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Kiribati,Sheep & goat,44.203550198906235,kg_co2e,0.71,35.46472316692549
Iran (Islamic Republic of),Sheep & goat,31.999902750807077,kg_co2e,0.71,35.46472316692549
Hungary,Sheep & goat,39.98198474658123,kg_co2e,0.71,35.46472316692549
Peru,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Marshall Islands,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Libya,Sheep & goat,24.73785742375124,kg_co2e,0.71,35.46472316692549
Marshall Islands,Sheep & goat,11.854509091372469,kg_co2e,0.71,35.46472316692549
Romania,Sheep & goat,386.9635933616795,mg_abx,0.71,484.2695171751262
Lesotho,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Mauritania,Sheep & goat,35.013873022382676,kg_co2e,0.71,35.46472316692549
Guatemala,Sheep & goat,38.62800127935534,kg_co2e,0.71,35.46472316692549
Lebanon,Sheep & goat,295.4092885673559,mg_abx,0.71,484.2695171751262
Russian Federation,Sheep & goat,484.270799706477,mg_abx,0.71,484.2695171751262
Guam,Sheep & goat,38.87950423164935,kg_co2e,0.71,35.46472316692549
Latvia,Sheep & goat,200.6021912011693,mg_abx,0.71,484.2695171751262
Mexico,Sheep & goat,41.967352146832525,kg_co2e,0.71,35.46472316692549
Rwanda,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Lao People's Democratic Republic,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Micronesia (Federated States of),Sheep & goat,38.78299598717734,kg_co2e,0.71,35.46472316692549
Guadeloupe,Sheep & goat,36.941961239251434,kg_co2e,0.71,35.46472316692549
Kyrgyzstan,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Réunion,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Kuwait,Sheep & goat,295.40009729391716,mg_abx,0.71,484.2695171751262
Mongolia,Sheep & goat,31.333004830905907,kg_co2e,0.71,35.46472316692549
"Saint Helena, Ascension and Tristan da Cunha",Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Greece,Sheep & goat,12.357873935814203,kg_co2e,0.71,35.46472316692549
Kiribati,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Saint Kitts and Nevis,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Montenegro,Sheep & goat,15.034130254769817,kg_co2e,0.71,35.46472316692549
Kenya,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Morocco,Sheep & goat,37.30973318496553,kg_co2e,0.71,35.46472316692549
Liberia,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
El Salvador,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Republic of Moldova,Sheep & goat,484.54271869991226,mg_abx,0.71,484.2695171751262
Libya,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Honduras,Sheep & goat,43.17139431607776,kg_co2e,0.71,35.46472316692549
Malta,Sheep & goat,369.2938096013819,mg_abx,0.71,484.2695171751262
Lithuania,Sheep & goat,24.036332661303156,kg_co2e,0.71,35.46472316692549
Philippines,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Mali,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Poland,Sheep & goat,2886.6747097023654,mg_abx,0.71,484.2695171751262
Maldives,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Haiti,Sheep & goat,29.216207088216077,kg_co2e,0.71,35.46472316692549
Madagascar,Sheep & goat,56.2559571867211,kg_co2e,0.71,35.46472316692549
Portugal,Sheep & goat,860.0833766861548,mg_abx,0.71,484.2695171751262
Malaysia,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Guyana,Sheep & goat,46.93702904521553,kg_co2e,0.71,35.46472316692549
Malawi,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Malawi,Sheep & goat,58.21376929679322,kg_co2e,0.71,35.46472316692549
Puerto Rico,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Madagascar,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Malaysia,Sheep & goat,51.70158329158064,kg_co2e,0.71,35.46472316692549
Qatar,Sheep & goat,295.3999328222163,mg_abx,0.71,484.2695171751262
Luxembourg,Sheep & goat,129.7000189503056,mg_abx,0.71,484.2695171751262
Guinea-Bissau,Sheep & goat,33.98550613486217,kg_co2e,0.71,35.46472316692549
Republic of Korea,Sheep & goat,140.43604511263484,mg_abx,0.71,484.2695171751262
Lithuania,Sheep & goat,81.41094386393836,mg_abx,0.71,484.2695171751262
Mali,Sheep & goat,21.170993310459334,kg_co2e,0.71,35.46472316692549
Liechtenstein,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Guinea,Sheep & goat,32.77022701155481,kg_co2e,0.71,35.46472316692549
Malta,Sheep & goat,9.7265930388658,kg_co2e,0.71,35.46472316692549
Rwanda,Sheep & goat,36.559353233185924,kg_co2e,0.71,35.46472316692549
Suriname,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Egypt,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Chad,Sheep & goat,44.435578944886174,kg_co2e,0.71,35.46472316692549
Wallis and Futuna Islands,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Brazil,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Western Sahara,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Central African Republic,Sheep & goat,77.76930237244696,kg_co2e,0.71,35.46472316692549
Yemen,Sheep & goat,295.3999328222163,mg_abx,0.71,484.2695171751262
Botswana,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Tunisia,Sheep & goat,30.842424892423303,kg_co2e,0.71,35.46472316692549
Cayman Islands,Sheep & goat,37.289564788678796,kg_co2e,0.71,35.46472316692549
Bosnia and Herzegovina,Sheep & goat,484.27829112511876,mg_abx,0.71,484.2695171751262
Zambia,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
British Virgin Islands,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Turkey,Sheep & goat,21.080618664481516,kg_co2e,0.71,35.46472316692549
Turkmenistan,Sheep & goat,73.92439277400764,kg_co2e,0.71,35.46472316692549
Canada,Sheep & goat,42.540220190342886,kg_co2e,0.71,35.46472316692549
Bhutan,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Zimbabwe,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Bermuda,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Uganda,Sheep & goat,58.61276753043201,kg_co2e,0.71,35.46472316692549
Cameroon,Sheep & goat,37.33907554190002,kg_co2e,0.71,35.46472316692549
Benin,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Cambodia,Sheep & goat,45.70827939544102,kg_co2e,0.71,35.46472316692549
Ukraine,Sheep & goat,13.420358989772017,kg_co2e,0.71,35.46472316692549
Belize,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Bolivia (Plurinational State of),Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Afghanistan,Sheep & goat,12.73638639248452,kg_co2e,0.71,35.46472316692549
Togo,Sheep & goat,46.64190949889942,kg_co2e,0.71,35.46472316692549
Viet Nam,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Central African Republic,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Sweden,Sheep & goat,28.35105588604032,kg_co2e,0.71,35.46472316692549
Colombia,Sheep & goat,52.12489407782653,kg_co2e,0.71,35.46472316692549
Canada,Sheep & goat,278.85043757618416,mg_abx,0.71,484.2695171751262
"China, mainland",Sheep & goat,35.47445213629879,kg_co2e,0.71,35.46472316692549
Switzerland,Sheep & goat,34.80898715750447,kg_co2e,0.71,35.46472316692549
Cameroon,Sheep & goat,246.35695868987509,mg_abx,0.71,484.2695171751262
Uruguay,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
"China, Taiwan Province of",Sheep & goat,35.47445213629879,kg_co2e,0.71,35.46472316692549
Cambodia,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Syrian Arab Republic,Sheep & goat,14.846541950008135,kg_co2e,0.71,35.46472316692549
Brunei Darussalam,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Uzbekistan,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Tajikistan,Sheep & goat,77.87771799546633,kg_co2e,0.71,35.46472316692549
"China, Hong Kong SAR",Sheep & goat,27.385450172736938,kg_co2e,0.71,35.46472316692549
Burundi,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Thailand,Sheep & goat,57.199020728132396,kg_co2e,0.71,35.46472316692549
Vanuatu,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Burkina Faso,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Chile,Sheep & goat,41.23986714394256,kg_co2e,0.71,35.46472316692549
Denmark,Sheep & goat,23.225770307060476,kg_co2e,0.71,35.46472316692549
Timor-Leste,Sheep & goat,28.901717381150256,kg_co2e,0.71,35.46472316692549
Venezuela (Bolivarian Republic of),Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Bulgaria,Sheep & goat,408.4196756417752,mg_abx,0.71,484.2695171751262
Cabo Verde,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Comoros,Sheep & goat,36.89564731067159,kg_co2e,0.71,35.46472316692549
Burundi,Sheep & goat,39.98452233376934,kg_co2e,0.71,35.46472316692549
United Arab Emirates,Sheep & goat,24.71688524872696,kg_co2e,0.71,35.46472316692549
Armenia,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Venezuela (Bolivarian Republic of),Sheep & goat,52.02966590750461,kg_co2e,0.71,35.46472316692549
Argentina,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Bolivia (Plurinational State of),Sheep & goat,38.434020889675296,kg_co2e,0.71,35.46472316692549
Viet Nam,Sheep & goat,50.56792473413311,kg_co2e,0.71,35.46472316692549
Azerbaijan,Sheep & goat,49.445308247522114,kg_co2e,0.71,35.46472316692549
Antigua and Barbuda,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Bahamas,Sheep & goat,22.360113846336684,kg_co2e,0.71,35.46472316692549
Anguilla,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Western Sahara,Sheep & goat,18.216632591645926,kg_co2e,0.71,35.46472316692549
Bhutan,Sheep & goat,42.26504992769603,kg_co2e,0.71,35.46472316692549
Austria,Sheep & goat,29.46025314287701,kg_co2e,0.71,35.46472316692549
Bahrain,Sheep & goat,51.76645553520157,kg_co2e,0.71,35.46472316692549
Yemen,Sheep & goat,24.989112277254268,kg_co2e,0.71,35.46472316692549
Andorra,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Zambia,Sheep & goat,59.75751892341839,kg_co2e,0.71,35.46472316692549
Bangladesh,Sheep & goat,15.698375064492835,kg_co2e,0.71,35.46472316692549
Algeria,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Benin,Sheep & goat,38.16086747758402,kg_co2e,0.71,35.46472316692549
Barbados,Sheep & goat,23.444309755391608,kg_co2e,0.71,35.46472316692549
Albania,Sheep & goat,484.2717989181015,mg_abx,0.71,484.2695171751262
Zimbabwe,Sheep & goat,58.30162463942692,kg_co2e,0.71,35.46472316692549
Belarus,Sheep & goat,26.842180396136033,kg_co2e,0.71,35.46472316692549
Afghanistan,Sheep & goat,295.3999328222163,mg_abx,0.71,484.2695171751262
Angola,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
Belgium,Sheep & goat,212.90777346532022,mg_abx,0.71,484.2695171751262
Bosnia and Herzegovina,Sheep & goat,19.020434368241855,kg_co2e,0.71,35.46472316692549
Australia,Sheep & goat,32.01398762715022,kg_co2e,0.71,35.46472316692549
Albania,Sheep & goat,13.249717917857444,kg_co2e,0.71,35.46472316692549
Belarus,Sheep & goat,484.77858641705126,mg_abx,0.71,484.2695171751262
United Kingdom of Great Britain and Northern Ireland,Sheep & goat,38.422730035345936,kg_co2e,0.71,35.46472316692549
Algeria,Sheep & goat,16.30298589575203,kg_co2e,0.71,35.46472316692549
Barbados,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Burkina Faso,Sheep & goat,39.512542423895276,kg_co2e,0.71,35.46472316692549
United Republic of Tanzania,Sheep & goat,49.96937070890338,kg_co2e,0.71,35.46472316692549
Bangladesh,Sheep & goat,959.956979444592,mg_abx,0.71,484.2695171751262
Angola,Sheep & goat,61.79968443328073,kg_co2e,0.71,35.46472316692549
Bulgaria,Sheep & goat,13.185679716409208,kg_co2e,0.71,35.46472316692549
Bahrain,Sheep & goat,295.3999328222163,mg_abx,0.71,484.2695171751262
Aruba,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
United States of America,Sheep & goat,39.05251990796077,kg_co2e,0.71,35.46472316692549
Bahamas,Sheep & goat,1094.9164067605634,mg_abx,0.71,484.2695171751262
Brazil,Sheep & goat,44.25029457627735,kg_co2e,0.71,35.46472316692549
Uruguay,Sheep & goat,42.03999666589455,kg_co2e,0.71,35.46472316692549
Argentina,Sheep & goat,40.19451850100748,kg_co2e,0.71,35.46472316692549
Azerbaijan,Sheep & goat,484.2695171751262,mg_abx,0.71,484.2695171751262
Botswana,Sheep & goat,44.35168996301548,kg_co2e,0.71,35.46472316692549
Austria,Sheep & goat,157.41444580865436,mg_abx,0.71,484.2695171751262
Uzbekistan,Sheep & goat,89.48550309607121,kg_co2e,0.71,35.46472316692549
Armenia,Sheep & goat,12.833458446657714,kg_co2e,0.71,35.46472316692549
Australia,Sheep & goat,959.9582207856389,mg_abx,0.71,484.2695171751262
Vanuatu,Sheep & goat,34.04133149648744,kg_co2e,0.71,35.46472316692549
Antigua and Barbuda,Sheep & goat,32.379222136752055,kg_co2e,0.71,35.46472316692549
Chad,Sheep & goat,137.8517380334839,mg_abx,0.71,484.2695171751262
