country_code,country,diet,output_group,type,attribute,value
37,Central African Republic,eat_lancet,Starchy roots,plant,kg/cap/yr,24.9644329060476
37,Central African Republic,eat_lancet,Sugars,plant,kg/cap/yr,11.315
37,Central African Republic,eat_lancet,Vegetable oils,plant,kg/cap/yr,18.906999999999996
37,Central African Republic,eat_lancet,Vegetables,plant,kg/cap/yr,144.89167459799222
37,Central African Republic,high_income,Aquatic animals,a_animal,kg/cap/yr,29.5025
37,Central African Republic,high_income,Bovine meat,t_animal,kg/cap/yr,14.908531589887088
37,Central African Republic,high_income,Dairy,t_animal,kg/cap/yr,145.88781627903344
37,Central African Republic,high_income,Eggs,t_animal,kg/cap/yr,11.887445059479193
37,Central African Republic,high_income,Fruits,plant,kg/cap/yr,86.60321898268154
37,Central African Republic,high_income,Grains,plant,kg/cap/yr,134.69652992861745
37,Central African Republic,high_income,Nuts and seeds,plant,kg/cap/yr,7.709022895553837
37,Central African Republic,high_income,Offals,t_animal,kg/cap/yr,3.712811919225196
37,Central African Republic,high_income,Pig meat,t_animal,kg/cap/yr,29.03076890954447
37,Central African Republic,high_income,Poultry,t_animal,kg/cap/yr,30.837684499504597
37,Central African Republic,high_income,Pulses and soy,plant,kg/cap/yr,5.777193867889983
37,Central African Republic,high_income,Sheep and goat meat,t_animal,kg/cap/yr,3.0456844602438884
37,Central African Republic,high_income,Starchy roots,plant,kg/cap/yr,51.69666344708082
37,Central African Republic,high_income,Sugars,plant,kg/cap/yr,60.39238440493954
37,Central African Republic,high_income,Vegetable oils,plant,kg/cap/yr,14.731992509083248
37,Central African Republic,high_income,Vegetables,plant,kg/cap/yr,114.14570058323407
38,Sri Lanka,baseline,Aquatic animals,a_animal,kg/cap/yr,30.407500000000002
38,Sri Lanka,baseline,Bovine meat,t_animal,kg/cap/yr,1.2199999999999998
38,Sri Lanka,baseline,Dairy,t_animal,kg/cap/yr,16.29229256688154
38,Sri Lanka,baseline,Eggs,t_animal,kg/cap/yr,4.8840499634011
38,Sri Lanka,baseline,Fruits,plant,kg/cap/yr,40.98198141720384
38,Sri Lanka,baseline,Grains,plant,kg/cap/yr,237.7370856650374
38,Sri Lanka,baseline,Nuts and seeds,plant,kg/cap/yr,73.19740655474487
38,Sri Lanka,baseline,Offals,t_animal,kg/cap/yr,0.2343060966683195
38,Sri Lanka,baseline,Pig meat,t_animal,kg/cap/yr,0.0574999999999999
38,Sri Lanka,baseline,Poultry,t_animal,kg/cap/yr,8.9275
38,Sri Lanka,baseline,Pulses and soy,plant,kg/cap/yr,11.799876803381265
38,Sri Lanka,baseline,Sheep and goat meat,t_animal,kg/cap/yr,0.0775
38,Sri Lanka,baseline,Starchy roots,plant,kg/cap/yr,22.90233152700054
38,Sri Lanka,baseline,Sugars,plant,kg/cap/yr,40.33910840357961
38,Sri Lanka,baseline,Vegetable oils,plant,kg/cap/yr,3.84
38,Sri Lanka,baseline,Vegetables,plant,kg/cap/yr,55.63738996717905
38,Sri Lanka,eat_lancet,Aquatic animals,a_animal,kg/cap/yr,12.722021101362975
38,Sri Lanka,eat_lancet,Bovine meat,t_animal,kg/cap/yr,7.461018509188979
38,Sri Lanka,eat_lancet,Dairy,t_animal,kg/cap/yr,110.05355356991834
38,Sri Lanka,eat_lancet,Eggs,t_animal,kg/cap/yr,4.896649226546134
38,Sri Lanka,eat_lancet,Fruits,plant,kg/cap/yr,89.43699578101794
38,Sri Lanka,eat_lancet,Grains,plant,kg/cap/yr,99.43040263081623
38,Sri Lanka,eat_lancet,Nuts and seeds,plant,kg/cap/yr,22.71089089461983
38,Sri Lanka,eat_lancet,Pig meat,t_animal,kg/cap/yr,0.3371951437175565
38,Sri Lanka,eat_lancet,Poultry,t_animal,kg/cap/yr,12.016808773803016
38,Sri Lanka,eat_lancet,Pulses and soy,plant,kg/cap/yr,30.365032233758782
38,Sri Lanka,eat_lancet,Sheep and goat meat,t_animal,kg/cap/yr,0.4739581430017583
38,Sri Lanka,eat_lancet,Starchy roots,plant,kg/cap/yr,23.583615469042243
38,Sri Lanka,eat_lancet,Sugars,plant,kg/cap/yr,11.315
38,Sri Lanka,eat_lancet,Vegetable oils,plant,kg/cap/yr,18.907
38,Sri Lanka,eat_lancet,Vegetables,plant,kg/cap/yr,132.155181295143
38,Sri Lanka,high_income,Aquatic animals,a_animal,kg/cap/yr,29.5025
38,Sri Lanka,high_income,Bovine meat,t_animal,kg/cap/yr,14.908531589887088
38,Sri Lanka,high_income,Dairy,t_animal,kg/cap/yr,145.88781627903344
38,Sri Lanka,high_income,Eggs,t_animal,kg/cap/yr,11.887445059479193
38,Sri Lanka,high_income,Fruits,plant,kg/cap/yr,86.60321898268154
38,Sri Lanka,high_income,Grains,plant,kg/cap/yr,134.69652992861745
38,Sri Lanka,high_income,Nuts and seeds,plant,kg/cap/yr,7.709022895553837
38,Sri Lanka,high_income,Offals,t_animal,kg/cap/yr,3.712811919225196
38,Sri Lanka,high_income,Pig meat,t_animal,kg/cap/yr,29.03076890954447
38,Sri Lanka,high_income,Poultry,t_animal,kg/cap/yr,30.837684499504597
38,Sri Lanka,high_income,Pulses and soy,plant,kg/cap/yr,5.777193867889983
38,Sri Lanka,high_income,Sheep and goat meat,t_animal,kg/cap/yr,3.0456844602438884
38,Sri Lanka,high_income,Starchy roots,plant,kg/cap/yr,51.69666344708082
38,Sri Lanka,high_income,Sugars,plant,kg/cap/yr,60.39238440493954
38,Sri Lanka,high_income,Vegetable oils,plant,kg/cap/yr,14.731992509083248
38,Sri Lanka,high_income,Vegetables,plant,kg/cap/yr,114.14570058323407
39,Chad,baseline,Aquatic animals,a_animal,kg/cap/yr,7.1275
39,Chad,baseline,Bovine meat,t_animal,kg/cap/yr,28.07221231394663
39,Chad,baseline,Dairy,t_animal,kg/cap/yr,23.25496278932529
39,Chad,baseline,Eggs,t_animal,kg/cap/yr,0.18
39,Chad,baseline,Fruits,plant,kg/cap/yr,8.34876417939807
39,Chad,baseline,Grains,plant,kg/cap/yr,188.12513179463642
39,Chad,baseline,Nuts and seeds,plant,kg/cap/yr,24.157804242344763
39,Chad,baseline,Offals,t_animal,kg/cap/yr,7.630409973116517
39,Chad,baseline,Pig meat,t_animal,kg/cap/yr,0.135
39,Chad,baseline,Poultry,t_animal,kg/cap/yr,0.4805694708543702
39,Chad,baseline,Pulses and soy,plant,kg/cap/yr,9.659555766834961
39,Chad,baseline,Sheep and goat meat,t_animal,kg/cap/yr,17.96895203593207
39,Chad,baseline,Starchy roots,plant,kg/cap/yr,56.988436332043804
39,Chad,baseline,Sugars,plant,kg/cap/yr,11.005629139072848
39,Chad,baseline,Vegetable oils,plant,kg/cap/yr,4.9975000000000005
39,Chad,baseline,Vegetables,plant,kg/cap/yr,7.437625237689331
39,Chad,eat_lancet,Aquatic animals,a_animal,kg/cap/yr,12.976091197253522
39,Chad,eat_lancet,Bovine meat,t_animal,kg/cap/yr,4.831714585965428
39,Chad,eat_lancet,Dairy,t_animal,kg/cap/yr,114.0341340091652
39,Chad,eat_lancet,Eggs,t_animal,kg/cap/yr,4.896649226546134
39,Chad,eat_lancet,Fruits,plant,kg/cap/yr,96.67369975412004
39,Chad,eat_lancet,Grains,plant,kg/cap/yr,100.6865017593319
39,Chad,eat_lancet,Nuts and seeds,plant,kg/cap/yr,22.001948227306045
39,Chad,eat_lancet,Pig meat,t_animal,kg/cap/yr,0.0240281540500612
39,Chad,eat_lancet,Poultry,t_animal,kg/cap/yr,12.050046112629229
39,Chad,eat_lancet,Pulses and soy,plant,kg/cap/yr,32.99373286328086
39,Chad,eat_lancet,Sheep and goat meat,t_animal,kg/cap/yr,3.0927682747466414
39,Chad,eat_lancet,Starchy roots,plant,kg/cap/yr,24.964775727398322
39,Chad,eat_lancet,Sugars,plant,kg/cap/yr,11.314999999999998
39,Chad,eat_lancet,Vegetable oils,plant,kg/cap/yr,18.907
39,Chad,eat_lancet,Vegetables,plant,kg/cap/yr,144.89258883359636
39,Chad,high_income,Aquatic animals,a_animal,kg/cap/yr,29.5025
39,Chad,high_income,Bovine meat,t_animal,kg/cap/yr,14.908531589887088
39,Chad,high_income,Dairy,t_animal,kg/cap/yr,145.88781627903344
39,Chad,high_income,Eggs,t_animal,kg/cap/yr,11.887445059479193
39,Chad,high_income,Fruits,plant,kg/cap/yr,86.60321898268154
39,Chad,high_income,Grains,plant,kg/cap/yr,134.69652992861745
39,Chad,high_income,Nuts and seeds,plant,kg/cap/yr,7.709022895553837
39,Chad,high_income,Offals,t_animal,kg/cap/yr,3.712811919225196
39,Chad,high_income,Pig meat,t_animal,kg/cap/yr,29.03076890954447
39,Chad,high_income,Poultry,t_animal,kg/cap/yr,30.837684499504597
39,Chad,high_income,Pulses and soy,plant,kg/cap/yr,5.777193867889983
39,Chad,high_income,Sheep and goat meat,t_animal,kg/cap/yr,3.0456844602438884
39,Chad,high_income,Starchy roots,plant,kg/cap/yr,51.69666344708082
39,Chad,high_income,Sugars,plant,kg/cap/yr,60.39238440493954
39,Chad,high_income,Vegetable oils,plant,kg/cap/yr,14.731992509083248
39,Chad,high_income,Vegetables,plant,kg/cap/yr,114.14570058323407
40,Chile,baseline,Aquatic animals,a_animal,kg/cap/yr,11.5325
40,Chile,baseline,Bovine meat,t_animal,kg/cap/yr,22.535
40,Chile,baseline,Dairy,t_animal,kg/cap/yr,87.68713959117804
40,Chile,baseline,Eggs,t_animal,kg/cap/yr,11.103691500806883
40,Chile,baseline,Fruits,plant,kg/cap/yr,75.98894163528779
40,Chile,baseline,Grains,plant,kg/cap/yr,155.56170387305002
40,Chile,baseline,Nuts and seeds,plant,kg/cap/yr,3.6068908015061867
40,Chile,baseline,Offals,t_animal,kg/cap/yr,0.9426694459386769
40,Chile,baseline,Pig meat,t_animal,kg/cap/yr,23.8725
40,Chile,baseline,Poultry,t_animal,kg/cap/yr,38.915
40,Chile,baseline,Pulses and soy,plant,kg/cap/yr,4.07542899408284
40,Chile,baseline,Sheep and goat meat,t_animal,kg/cap/yr,0.4925
40,Chile,baseline,Starchy roots,plant,kg/cap/yr,64.56053388918774
40,Chile,baseline,Sugars,plant,kg/cap/yr,51.999410973641744
40,Chile,baseline,Vegetable oils,plant,kg/cap/yr,7.125
40,Chile,baseline,Vegetables,plant,kg/cap/yr,96.95339564281872
40,Chile,eat_lancet,Aquatic animals,a_animal,kg/cap/yr,11.93148866904346
40,Chile,eat_lancet,Bovine meat,t_animal,kg/cap/yr,3.7376952812072393
40,Chile,eat_lancet,Dairy,t_animal,kg/cap/yr,106.68312937885864
40,Chile,eat_lancet,Eggs,t_animal,kg/cap/yr,4.967546063651591
40,Chile,eat_lancet,Fruits,plant,kg/cap/yr,94.90769781146999
40,Chile,eat_lancet,Grains,plant,kg/cap/yr,115.54976629803852
40,Chile,eat_lancet,Nuts and seeds,plant,kg/cap/yr,20.619916381653248
40,Chile,eat_lancet,Pig meat,t_animal,kg/cap/yr,4.267346709650089
40,Chile,eat_lancet,Poultry,t_animal,kg/cap/yr,11.832223373653424
40,Chile,eat_lancet,Pulses and soy,plant,kg/cap/yr,30.76703398357726
40,Chile,eat_lancet,Sheep and goat meat,t_animal,kg/cap/yr,0.0816869281559602
40,Chile,eat_lancet,Starchy roots,plant,kg/cap/yr,23.79757673713966
40,Chile,eat_lancet,Sugars,plant,kg/cap/yr,11.315000000000001
40,Chile,eat_lancet,Vegetable oils,plant,kg/cap/yr,14.6
40,Chile,eat_lancet,Vegetables,plant,kg/cap/yr,145.0905168908411
40,Chile,high_income,Aquatic animals,a_animal,kg/cap/yr,11.5325
40,Chile,high_income,Bovine meat,t_animal,kg/cap/yr,22.535
40,Chile,high_income,Dairy,t_animal,kg/cap/yr,87.68713959117804
40,Chile,high_income,Eggs,t_animal,kg/cap/yr,11.103691500806883
40,Chile,high_income,Fruits,plant,kg/cap/yr,75.98894163528779
40,Chile,high_income,Grains,plant,kg/cap/yr,155.56170387305002
40,Chile,high_income,Nuts and seeds,plant,kg/cap/yr,3.6068908015061867
40,Chile,high_income,Offals,t_animal,kg/cap/yr,0.9426694459386769
40,Chile,high_income,Pig meat,t_animal,kg/cap/yr,23.8725
40,Chile,high_income,Poultry,t_animal,kg/cap/yr,38.915
40,Chile,high_income,Pulses and soy,plant,kg/cap/yr,4.07542899408284
40,Chile,high_income,Sheep and goat meat,t_animal,kg/cap/yr,0.4925
40,Chile,high_income,Starchy roots,plant,kg/cap/yr,64.56053388918774
40,Chile,high_income,Sugars,plant,kg/cap/yr,51.999410973641744
40,Chile,high_income,Vegetable oils,plant,kg/cap/yr,7.125
40,Chile,high_income,Vegetables,plant,kg/cap/yr,96.95339564281872
41,"China, mainland",baseline,Aquatic animals,a_animal,kg/cap/yr,37.9575
41,"China, mainland",baseline,Bovine meat,t_animal,kg/cap/yr,5.43
41,"China, mainland",baseline,Dairy,t_animal,kg/cap/yr,24.11338213461838
41,"China, mainland",baseline,Eggs,t_animal,kg/cap/yr,21.27550034775721
41,"China, mainland",baseline,Fruits,plant,kg/cap/yr,109.4578048392145
41,"China, mainland",baseline,Grains,plant,kg/cap/yr,219.0530139964817
41,"China, mainland",baseline,Nuts and seeds,plant,kg/cap/yr,11.104176402610515
41,"China, mainland",baseline,Offals,t_animal,kg/cap/yr,4.050939740135307
41,"China, mainland",baseline,Pig meat,t_animal,kg/cap/yr,38.56
41,"China, mainland",baseline,Poultry,t_animal,kg/cap/yr,13.855
41,"China, mainland",baseline,Pulses and soy,plant,kg/cap/yr,6.587028673117525
41,"China, mainland",baseline,Sheep and goat meat,t_animal,kg/cap/yr,3.6125
41,"China, mainland",baseline,Starchy roots,plant,kg/cap/yr,74.42756796362612
41,"China, mainland",baseline,Sugars,plant,kg/cap/yr,11.445198615273265
41,"China, mainland",baseline,Vegetable oils,plant,kg/cap/yr,8.7544801200842
41,"China, mainland",baseline,Vegetables,plant,kg/cap/yr,414.1333877310343
41,"China, mainland",eat_lancet,Aquatic animals,a_animal,kg/cap/yr,11.663509667245751
41,"China, mainland",eat_lancet,Bovine meat,t_animal,kg/cap/yr,0.9378290165932512
41,"China, mainland",eat_lancet,Dairy,t_animal,kg/cap/yr,93.72959687569885
41,"China, mainland",eat_lancet,Eggs,t_animal,kg/cap/yr,4.967546063651591
41,"China, mainland",eat_lancet,Fruits,plant,kg/cap/yr,85.86071721714264
41,"China, mainland",eat_lancet,Grains,plant,kg/cap/yr,108.53674217030924
41,"China, mainland",eat_lancet,Nuts and seeds,plant,kg/cap/yr,19.968274444313167
41,"China, mainland",eat_lancet,Pig meat,t_animal,kg/cap/yr,7.063418945221564
41,"China, mainland",eat_lancet,Poultry,t_animal,kg/cap/yr,11.922677534837536
41,"China, mainland",eat_lancet,Pulses and soy,plant,kg/cap/yr,29.349084616237356
41,"China, mainland",eat_lancet,Sheep and goat meat,t_animal,kg/cap/yr,0.6239240004499299
41,"China, mainland",eat_lancet,Starchy roots,plant,kg/cap/yr,21.829441787062642
41,"China, mainland",eat_lancet,Sugars,plant,kg/cap/yr,11.315000000000001
41,"China, mainland",eat_lancet,Vegetable oils,plant,kg/cap/yr,18.907
41,"China, mainland",eat_lancet,Vegetables,plant,kg/cap/yr,129.13697607230293
41,"China, mainland",high_income,Aquatic animals,a_animal,kg/cap/yr,29.5025
41,"China, mainland",high_income,Bovine meat,t_animal,kg/cap/yr,14.908531589887088
41,"China, mainland",high_income,Dairy,t_animal,kg/cap/yr,145.88781627903344
41,"China, mainland",high_income,Eggs,t_animal,kg/cap/yr,11.887445059479193
41,"China, mainland",high_income,Fruits,plant,kg/cap/yr,86.60321898268154
41,"China, mainland",high_income,Grains,plant,kg/cap/yr,134.69652992861745
41,"China, mainland",high_income,Nuts and seeds,plant,kg/cap/yr,7.709022895553837
41,"China, mainland",high_income,Offals,t_animal,kg/cap/yr,3.712811919225196
41,"China, mainland",high_income,Pig meat,t_animal,kg/cap/yr,29.03076890954447
41,"China, mainland",high_income,Poultry,t_animal,kg/cap/yr,30.837684499504597
41,"China, mainland",high_income,Pulses and soy,plant,kg/cap/yr,5.777193867889983
41,"China, mainland",high_income,Sheep and goat meat,t_animal,kg/cap/yr,3.0456844602438884
41,"China, mainland",high_income,Starchy roots,plant,kg/cap/yr,51.69666344708082
41,"China, mainland",high_income,Sugars,plant,kg/cap/yr,60.39238440493954
41,"China, mainland",high_income,Vegetable oils,plant,kg/cap/yr,14.731992509083248
41,"China, mainland",high_income,Vegetables,plant,kg/cap/yr,114.14570058323407
44,Colombia,baseline,Aquatic animals,a_animal,kg/cap/yr,7.035
44,Colombia,baseline,Bovine meat,t_animal,kg/cap/yr,15.469511124641652
44,Colombia,baseline,Dairy,t_animal,kg/cap/yr,122.33013477687291
44,Colombia,baseline,Eggs,t_animal,kg/cap/yr,14.607259811756348
44,Colombia,baseline,Fruits,plant,kg/cap/yr,156.24272769363472
44,Colombia,baseline,Grains,plant,kg/cap/yr,125.34631085572215
44,Colombia,baseline,Nuts and seeds,plant,kg/cap/yr,3.8309757845599606
44,Colombia,baseline,Offals,t_animal,kg/cap/yr,3.2214934546008065
44,Colombia,baseline,Pig meat,t_animal,kg/cap/yr,9.92
44,Colombia,baseline,Poultry,t_animal,kg/cap/yr,34.09
44,Colombia,baseline,Pulses and soy,plant,kg/cap/yr,8.34532460613441
44,Colombia,baseline,Sheep and goat meat,t_animal,kg/cap/yr,0.1999999999999999
44,Colombia,baseline,Starchy roots,plant,kg/cap/yr,86.88495547606362
44,Colombia,baseline,Sugars,plant,kg/cap/yr,104.74824923256463
44,Colombia,baseline,Vegetable oils,plant,kg/cap/yr,16.3325
44,Colombia,baseline,Vegetables,plant,kg/cap/yr,56.92068060735217
44,Colombia,eat_lancet,Aquatic animals,a_animal,kg/cap/yr,11.75776358503536
44,Colombia,eat_lancet,Bovine meat,t_animal,kg/cap/yr,4.939038792527231
44,Colombia,eat_lancet,Dairy,t_animal,kg/cap/yr,107.50816282982586
44,Colombia,eat_lancet,Eggs,t_animal,kg/cap/yr,4.967546063651591
44,Colombia,eat_lancet,Fruits,plant,kg/cap/yr,97.12390776686061
44,Colombia,eat_lancet,Grains,plant,kg/cap/yr,103.02841877026776
44,Colombia,eat_lancet,Nuts and seeds,plant,kg/cap/yr,20.40140220959745
44,Colombia,eat_lancet,Pig meat,t_animal,kg/cap/yr,3.1283472684792324
44,Colombia,eat_lancet,Poultry,t_animal,kg/cap/yr,11.851863158434345
44,Colombia,eat_lancet,Pulses and soy,plant,kg/cap/yr,30.901778528444037
44,Colombia,eat_lancet,Sheep and goat meat,t_animal,kg/cap/yr,0.0638551374084439
44,Colombia,eat_lancet,Starchy roots,plant,kg/cap/yr,23.998594837649723
44,Colombia,eat_lancet,Sugars,plant,kg/cap/yr,11.315
44,Colombia,eat_lancet,Vegetable oils,plant,kg/cap/yr,18.906999999999996
44,Colombia,eat_lancet,Vegetables,plant,kg/cap/yr,145.27084873346422
44,Colombia,high_income,Aquatic animals,a_animal,kg/cap/yr,29.5025
44,Colombia,high_income,Bovine meat,t_animal,kg/cap/yr,14.908531589887088
44,Colombia,high_income,Dairy,t_animal,kg/cap/yr,145.88781627903344
44,Colombia,high_income,Eggs,t_animal,kg/cap/yr,11.887445059479193
44,Colombia,high_income,Fruits,plant,kg/cap/yr,86.60321898268154
44,Colombia,high_income,Grains,plant,kg/cap/yr,134.69652992861745
44,Colombia,high_income,Nuts and seeds,plant,kg/cap/yr,7.709022895553837
44,Colombia,high_income,Offals,t_animal,kg/cap/yr,3.712811919225196
44,Colombia,high_income,Pig meat,t_animal,kg/cap/yr,29.03076890954447
44,Colombia,high_income,Poultry,t_animal,kg/cap/yr,30.837684499504597
44,Colombia,high_income,Pulses and soy,plant,kg/cap/yr,5.777193867889983
44,Colombia,high_income,Sheep and goat meat,t_animal,kg/cap/yr,3.0456844602438884
44,Colombia,high_income,Starchy roots,plant,kg/cap/yr,51.69666344708082
44,Colombia,high_income,Sugars,plant,kg/cap/yr,60.39238440493954
44,Colombia,high_income,Vegetable oils,plant,kg/cap/yr,14.731992509083248
44,Colombia,high_income,Vegetables,plant,kg/cap/yr,114.14570058323407
45,Comoros,baseline,Aquatic animals,a_animal,kg/cap/yr,14.917500000000002
45,Comoros,baseline,Bovine meat,t_animal,kg/cap/yr,4.33
45,Comoros,baseline,Dairy,t_animal,kg/cap/yr,16.462197843911326
45,Comoros,baseline,Eggs,t_animal,kg/cap/yr,1.38
45,Comoros,baseline,Fruits,plant,kg/cap/yr,57.966442453689645
45,Comoros,baseline,Grains,plant,kg/cap/yr,141.74219784391133
45,Comoros,baseline,Nuts and seeds,plant,kg/cap/yr,63.4714082903128
45,Comoros,baseline,Offals,t_animal,kg/cap/yr,5.0225
45,Comoros,baseline,Pig meat,t_animal,kg/cap/yr,0.075
45,Comoros,baseline,Poultry,t_animal,kg/cap/yr,13.39
45,Comoros,baseline,Pulses and soy,plant,kg/cap/yr,19.422197843911327
45,Comoros,baseline,Sheep and goat meat,t_animal,kg/cap/yr,0.61
45,Comoros,baseline,Starchy roots,plant,kg/cap/yr,109.56538490737928
45,Comoros,baseline,Sugars,plant,kg/cap/yr,14.379999999999999
45,Comoros,baseline,Vegetable oils,plant,kg/cap/yr,12.020000000000001
45,Comoros,baseline,Vegetables,plant,kg/cap/yr,11.030000000000001
45,Comoros,eat_lancet,Aquatic animals,a_animal,kg/cap/yr,12.868040549172234
45,Comoros,eat_lancet,Bovine meat,t_animal,kg/cap/yr,6.831716994299634
45,Comoros,eat_lancet,Dairy,t_animal,kg/cap/yr,112.18538607386556
45,Comoros,eat_lancet,Eggs,t_animal,kg/cap/yr,4.896649226546134
45,Comoros,eat_lancet,Fruits,plant,kg/cap/yr,95.78137827080003
45,Comoros,eat_lancet,Grains,plant,kg/cap/yr,93.54003937539112
45,Comoros,eat_lancet,Nuts and seeds,plant,kg/cap/yr,21.90252545765642
45,Comoros,eat_lancet,Pig meat,t_animal,kg/cap/yr,0.1223672615655731
45,Comoros,eat_lancet,Poultry,t_animal,kg/cap/yr,11.984660329914604
45,Comoros,eat_lancet,Pulses and soy,plant,kg/cap/yr,32.851129921031365
45,Comoros,eat_lancet,Sheep and goat meat,t_animal,kg/cap/yr,0.9624358814140362
45,Comoros,eat_lancet,Starchy roots,plant,kg/cap/yr,24.888100859532692
45,Comoros,eat_lancet,Sugars,plant,kg/cap/yr,11.315
45,Comoros,eat_lancet,Vegetable oils,plant,kg/cap/yr,18.907
45,Comoros,eat_lancet,Vegetables,plant,kg/cap/yr,139.0696558963274
45,Comoros,high_income,Aquatic animals,a_animal,kg/cap/yr,29.5025
45,Comoros,high_income,Bovine meat,t_animal,kg/cap/yr,14.908531589887088
45,Comoros,high_income,Dairy,t_animal,kg/cap/yr,145.88781627903344
45,Comoros,high_income,Eggs,t_animal,kg/cap/yr,11.887445059479193
45,Comoros,high_income,Fruits,plant,kg/cap/yr,85.75258038862988
45,Comoros,high_income,Grains,plant,kg/cap/yr,134.43524993616253
45,Comoros,high_income,Nuts and seeds,plant,kg/cap/yr,7.432254019992497
45,Comoros,high_income,Offals,t_animal,kg/cap/yr,3.712811919225196
45,Comoros,high_income,Pig meat,t_animal,kg/cap/yr,29.03076890954447
45,Comoros,high_income,Poultry,t_animal,kg/cap/yr,30.837684499504597
45,Comoros,high_income,Pulses and soy,plant,kg/cap/yr,5.777193867889983
45,Comoros,high_income,Sheep and goat meat,t_animal,kg/cap/yr,3.0456844602438884
45,Comoros,high_income,Starchy roots,plant,kg/cap/yr,51.69666344708082
45,Comoros,high_income,Sugars,plant,kg/cap/yr,57.79262580450577
45,Comoros,high_income,Vegetable oils,plant,kg/cap/yr,14.655742509083248
45,Comoros,high_income,Vegetables,plant,kg/cap/yr,114.14570058323407
46,Congo,baseline,Aquatic animals,a_animal,kg/cap/yr,28.369999999999997
46,Congo,baseline,Bovine meat,t_animal,kg/cap/yr,2.4625000000000004
46,Congo,baseline,Dairy,t_animal,kg/cap/yr,1.2449999999999999
46,Congo,baseline,Eggs,t_animal,kg/cap/yr,0.5990390741902786
46,Congo,baseline,Fruits,plant,kg/cap/yr,50.174062967611135
46,Congo,baseline,Grains,plant,kg/cap/yr,63.55615629676112
46,Congo,baseline,Nuts and seeds,plant,kg/cap/yr,3.793656296761114
46,Congo,baseline,Offals,t_animal,kg/cap/yr,3.87
46,Congo,baseline,Pig meat,t_animal,kg/cap/yr,5.6975
46,Congo,baseline,Poultry,t_animal,kg/cap/yr,19.8025
46,Congo,baseline,Pulses and soy,plant,kg/cap/yr,2.925
46,Congo,baseline,Sheep and goat meat,t_animal,kg/cap/yr,0.3525
46,Congo,baseline,Starchy roots,plant,kg/cap/yr,312.7476393782884
46,Congo,baseline,Sugars,plant,kg/cap/yr,43.228448737751606
46,Congo,baseline,Vegetable oils,plant,kg/cap/yr,9.1325
46,Congo,baseline,Vegetables,plant,kg/cap/yr,35.059844451416716
46,Congo,eat_lancet,Aquatic animals,a_animal,kg/cap/yr,12.676992893999154
46,Congo,eat_lancet,Bovine meat,t_animal,kg/cap/yr,2.2865940335288317
46,Congo,eat_lancet,Dairy,t_animal,kg/cap/yr,109.52199201599682
46,Congo,eat_lancet,Eggs,t_animal,kg/cap/yr,4.896649226546134
46,Congo,eat_lancet,Fruits,plant,kg/cap/yr,96.70440928387143
46,Congo,eat_lancet,Grains,plant,kg/cap/yr,111.67440167261493
46,Congo,eat_lancet,Nuts and seeds,plant,kg/cap/yr,21.95261578966531
46,Congo,eat_lancet,Pig meat,t_animal,kg/cap/yr,5.470904923747512
46,Congo,eat_lancet,Poultry,t_animal,kg/cap/yr,11.984830862823346
46,Congo,eat_lancet,Pulses and soy,plant,kg/cap/yr,31.88397349281853
46,Congo,eat_lancet,Sheep and goat meat,t_animal,kg/cap/yr,0.3273195520076802
46,Congo,eat_lancet,Starchy roots,plant,kg/cap/yr,24.956022630256193
46,Congo,eat_lancet,Sugars,plant,kg/cap/yr,11.314999999999998
46,Congo,eat_lancet,Vegetable oils,plant,kg/cap/yr,18.907
46,Congo,eat_lancet,Vegetables,plant,kg/cap/yr,142.62745551123464
46,Congo,high_income,Aquatic animals,a_animal,kg/cap/yr,29.5025
46,Congo,high_income,Bovine meat,t_animal,kg/cap/yr,14.908531589887088
46,Congo,high_income,Dairy,t_animal,kg/cap/yr,145.88781627903344
46,Congo,high_income,Eggs,t_animal,kg/cap/yr,11.887445059479193
46,Congo,high_income,Fruits,plant,kg/cap/yr,86.60321898268154
46,Congo,high_income,Grains,plant,kg/cap/yr,134.69652992861745
46,Congo,high_income,Nuts and seeds,plant,kg/cap/yr,7.709022895553837
46,Congo,high_income,Offals,t_animal,kg/cap/yr,3.712811919225196
46,Congo,high_income,Pig meat,t_animal,kg/cap/yr,29.03076890954447
46,Congo,high_income,Poultry,t_animal,kg/cap/yr,30.837684499504597
46,Congo,high_income,Pulses and soy,plant,kg/cap/yr,5.777193867889983
46,Congo,high_income,Sheep and goat meat,t_animal,kg/cap/yr,3.0456844602438884
46,Congo,high_income,Starchy roots,plant,kg/cap/yr,51.69666344708082
46,Congo,high_income,Sugars,plant,kg/cap/yr,60.39238440493954
46,Congo,high_income,Vegetable oils,plant,kg/cap/yr,14.731992509083248
46,Congo,high_income,Vegetables,plant,kg/cap/yr,114.14570058323407
48,Costa Rica,baseline,Aquatic animals,a_animal,kg/cap/yr,17.85
48,Costa Rica,baseline,Bovine meat,t_animal,kg/cap/yr,12.41
48,Costa Rica,baseline,Dairy,t_animal,kg/cap/yr,165.32813530357862
48,Costa Rica,baseline,Eggs,t_animal,kg/cap/yr,11.428545436268596
48,Costa Rica,baseline,Fruits,plant,kg/cap/yr,269.4141344993969
48,Costa Rica,baseline,Grains,plant,kg/cap/yr,137.08548753518295
48,Costa Rica,baseline,Nuts and seeds,plant,kg/cap/yr,2.928545436268597
