diet,output_group,attribute,value_total,population,value_per_cap_avg
high_income,Sheep and goat meat,kg_co2_luc_feed_palm,14553369.824091183,7530908410.0,0.001932485303468348
high_income,Sheep and goat meat,kg_co2_luc_feed_soy,256760784.49463272,7530908410.0,0.03409426466449785
high_income,Sheep and goat meat,kg_co2e_excl_luc,603827201307.3728,7530908410.0,80.17986256552717
high_income,Sheep and goat meat,kg_co2e_total,604098515461.6915,7530908410.0,80.21588931549515
high_income,Sheep and goat meat,mg_abx_aminoglycosides,340613170342.5356,7530908410.0,45.228696433254804
high_income,Sheep and goat meat,mg_abx_amphenicols,1001919093660.1138,7530908410.0,133.04093465400595
high_income,Sheep and goat meat,mg_abx_cephalosporins,480936193645.3986,7530908410.0,63.861644234948095
high_income,Sheep and goat meat,mg_abx_lincosamides,189242853738.59378,7530908410.0,25.12882157580161
high_income,Sheep and goat meat,mg_abx_macrolides,913840900913.582,7530908410.0,121.34537444382251
high_income,Sheep and goat meat,mg_abx_other_drugs,2295569755230.709,7530908410.0,304.81976811489454
high_income,Sheep and goat meat,mg_abx_penicillins,1617276667226.1208,7530908410.0,214.75187044880298
high_income,Sheep and goat meat,mg_abx_pleuromutilins,1823065753503.3757,7530908410.0,242.07780180709642
high_income,Sheep and goat meat,mg_abx_polymixins,1108191327276.1753,7530908410.0,147.15241069784506
high_income,Sheep and goat meat,mg_abx_quinolones,403632387826.77527,7530908410.0,53.5967729060159
high_income,Sheep and goat meat,mg_abx_sulfonamides_trimethoprim,624251644598.738,7530908410.0,82.89194485087863
high_income,Sheep and goat meat,mg_abx_tetracyclines,1888593476922.389,7530908410.0,250.7789730140124
high_income,Sheep and goat meat,mg_abx_total,12687133224884.508,7530908410.0,1684.675013181379
high_income,Starchy roots,kg_co2e_excl_luc,71855763101.09915,7530908410.0,9.541446952891457
high_income,Starchy roots,kg_co2e_total,71855763101.09915,7530908410.0,9.541446952891457
high_income,Starchy roots,mg_abx_aminoglycosides,327734940.021867,7530908410.0,0.04351864638091741
high_income,Starchy roots,mg_abx_tetracyclines,1067977.4736976672,7530908410.0,0.00014181256968675142
high_income,Starchy roots,mg_abx_total,328802917.49556464,7530908410.0,0.04366045895060416
high_income,Sugars,kg_co2e_excl_luc,705087200877.8057,7530908410.0,93.62578356968832
high_income,Sugars,kg_co2e_total,705087200877.8057,7530908410.0,93.62578356968832
high_income,Sugars,mg_abx_aminoglycosides,171484335.39943936,7496506160.0,0.02287523437444082
high_income,Sugars,mg_abx_tetracyclines,0.0,7496506160.0,0.0
high_income,Sugars,mg_abx_total,171484335.39943936,7496506160.0,0.02287523437444082
high_income,Vegetable oils,kg_co2_luc_human_palm_soy,83544407352.00569,7519650660.0,11.110144756645608
high_income,Vegetable oils,kg_co2e_excl_luc,193151381851.0684,7530908410.0,25.647819802799646
high_income,Vegetable oils,kg_co2e_total,276695789203.0741,7530908410.0,36.741356306453085
high_income,Vegetables,kg_co2e_excl_luc,336212529582.7534,7530908410.0,44.6443524842647
high_income,Vegetables,kg_co2e_total,336212529582.7534,7530908410.0,44.6443524842647
high_income,Vegetables,mg_abx_aminoglycosides,7650698861.179818,7530908410.0,1.0159065075098714
high_income,Vegetables,mg_abx_tetracyclines,7490791013.113791,7530908410.0,0.9946729670974436
high_income,Vegetables,mg_abx_total,15141489874.29361,7530908410.0,2.010579474607315
