region,diet,output_group,attribute,value_total,population,value_per_cap_avg
Europe,eat_lancet,Sheep and goat meat,mg_abx_amphenicols,1183850980.3489766,601139500.0,1.969344853148024
Europe,eat_lancet,Sheep and goat meat,mg_abx_cephalosporins,5518559274.594318,601139500.0,9.18016412928167
Europe,eat_lancet,Sheep and goat meat,mg_abx_lincosamides,1184164195.2454023,601139500.0,1.9698658884425368
Europe,eat_lancet,Sheep and goat meat,mg_abx_macrolides,2181067173.5437355,601139500.0,3.6282213588422247
Europe,eat_lancet,Sheep and goat meat,mg_abx_other_drugs,2082210469.5646994,601139500.0,3.4637725013323855
Europe,eat_lancet,Sheep and goat meat,mg_abx_penicillins,7818173513.37388,601139500.0,13.005589407074199
Europe,eat_lancet,Sheep and goat meat,mg_abx_pleuromutilins,2195207194.627139,601139500.0,3.651743388393441
Europe,eat_lancet,Sheep and goat meat,mg_abx_polymixins,1411468691.2611868,601139500.0,2.3479885970913354
Europe,eat_lancet,Sheep and goat meat,mg_abx_quinolones,3476263843.8912907,601139500.0,5.782790590023265
Europe,eat_lancet,Sheep and goat meat,mg_abx_sulfonamides_trimethoprim,2876828778.229951,601139500.0,4.785625929139494
Europe,eat_lancet,Sheep and goat meat,mg_abx_tetracyclines,5102492928.176163,601139500.0,8.48803468774912
Europe,eat_lancet,Sheep and goat meat,mg_abx_total,36401442723.26552,601139500.0,60.55406893618789
Europe,eat_lancet,Starchy roots,kg_co2e_excl_luc,2371223180.159724,601139500.0,3.944547280888586
Europe,eat_lancet,Starchy roots,kg_co2e_total,2371223180.159724,601139500.0,3.944547280888586
Europe,eat_lancet,Starchy roots,mg_abx_aminoglycosides,5391423.106390629,601139500.0,0.00896867217408044
Europe,eat_lancet,Starchy roots,mg_abx_tetracyclines,13689.744477593937,601139500.0,2.277299109041069e-05
Europe,eat_lancet,Starchy roots,mg_abx_total,5405112.850868222,601139500.0,0.00899144516517085
Europe,eat_lancet,Sugars,kg_co2e_excl_luc,11543360486.96813,601139500.0,19.202465462622452
Europe,eat_lancet,Sugars,kg_co2e_total,11543360486.96813,601139500.0,19.202465462622452
Europe,eat_lancet,Vegetable oils,kg_co2_luc_human_palm_soy,1748270727.105406,589881750.0,2.963764732686519
Europe,eat_lancet,Vegetable oils,kg_co2e_excl_luc,21840969425.154797,601139500.0,36.332614019133324
Europe,eat_lancet,Vegetable oils,kg_co2e_total,23589240152.260204,601139500.0,39.24087529144268
Europe,eat_lancet,Vegetables,kg_co2e_excl_luc,28160051245.6478,601139500.0,46.84445331848564
Europe,eat_lancet,Vegetables,kg_co2e_total,28160051245.6478,601139500.0,46.84445331848564
Europe,eat_lancet,Vegetables,mg_abx_aminoglycosides,22289303.190140374,601139500.0,0.03707842054987299
Europe,eat_lancet,Vegetables,mg_abx_tetracyclines,68018.94463491724,601139500.0,0.00011315001698427277
Europe,eat_lancet,Vegetables,mg_abx_total,22357322.13477529,601139500.0,0.037191570566857256
Europe,high_income,Aquatic animals,kg_co2e_excl_luc,48814555015.238205,601139500.0,81.20337295293056
Europe,high_income,Aquatic animals,kg_co2e_total,48814555015.238205,601139500.0,81.20337295293056
Europe,high_income,Aquatic animals,mg_abx_aminoglycosides,29606616355.46531,601139500.0,49.25082506716878
Europe,high_income,Aquatic animals,mg_abx_amphenicols,101424646128.62376,601139500.0,168.720648249905
Europe,high_income,Aquatic animals,mg_abx_arsenicals,0.0,601139500.0,0.0
Europe,high_income,Aquatic animals,mg_abx_cephalosporins,293134815.4006457,601139500.0,0.4876319313581052
Europe,high_income,Aquatic animals,mg_abx_glycopeptides,0.0,601139500.0,0.0
Europe,high_income,Aquatic animals,mg_abx_glycophospholipids,0.0,601139500.0,0.0
Europe,high_income,Aquatic animals,mg_abx_lincosamides,1758808892.4038794,601139500.0,2.9257915881486403
Europe,high_income,Aquatic animals,mg_abx_macrolides,21691976339.647858,601139500.0,36.08476292049991
Europe,high_income,Aquatic animals,mg_abx_nitrofurans,0.0,601139500.0,0.0
Europe,high_income,Aquatic animals,mg_abx_orthosomycins,0.0,601139500.0,0.0
Europe,high_income,Aquatic animals,mg_abx_other_drugs,293134815.4006457,601139500.0,0.4876319313581052
Europe,high_income,Aquatic animals,mg_abx_penicillins,6448965938.814228,601139500.0,10.727902489878353
Europe,high_income,Aquatic animals,mg_abx_pleuromutilins,11725392616.025866,601139500.0,19.505277254324273
Europe,high_income,Aquatic animals,mg_abx_polypeptides,4397022231.0097,601139500.0,7.314478970371602
Europe,high_income,Aquatic animals,mg_abx_quinolones,49246648987.30865,601139500.0,81.92216446816197
Europe,high_income,Aquatic animals,mg_abx_quinoxalines,0.0,601139500.0,0.0
Europe,high_income,Aquatic animals,mg_abx_streptogramins,0.0,601139500.0,0.0
Europe,high_income,Aquatic animals,mg_abx_sulfonamides_trimethoprim,17001819293.237509,601139500.0,28.2826520187702
Europe,high_income,Aquatic animals,mg_abx_tetracyclines,47194705279.50412,601139500.0,78.50874094865522
Europe,high_income,Aquatic animals,mg_abx_total,291082871692.84216,601139500.0,484.21850783860015
Europe,high_income,Bovine meat,kg_co2_luc_feed_palm,147556256.19452992,601139500.0,0.24546092245565285
Europe,high_income,Bovine meat,kg_co2_luc_feed_soy,4490427902.50917,601139500.0,7.4698599950746365
Europe,high_income,Bovine meat,kg_co2_luc_pasture,4481459705.748233,601139500.0,7.454941333497853
Europe,high_income,Bovine meat,kg_co2e_excl_luc,199547936493.25827,601139500.0,331.94946679307924
Europe,high_income,Bovine meat,kg_co2e_total,208667380357.7102,601139500.0,347.11972904410743
Europe,high_income,Bovine meat,mg_abx_aminoglycosides,35399499307.55132,601139500.0,58.887328660903705
Europe,high_income,Bovine meat,mg_abx_amphenicols,39690386665.45211,601139500.0,66.02525148564037
Europe,high_income,Bovine meat,mg_abx_cephalosporins,10763626118.345667,601139500.0,17.90537157905223
Europe,high_income,Bovine meat,mg_abx_lincosamides,6198021964.304282,601139500.0,10.310455334085153
Europe,high_income,Bovine meat,mg_abx_macrolides,37892042256.498215,601139500.0,63.033692273587434
Europe,high_income,Bovine meat,mg_abx_other_drugs,4542399669.632227,601139500.0,7.556315413697198
Europe,high_income,Bovine meat,mg_abx_penicillins,185138292478.67578,601139500.0,307.97891750363397
Europe,high_income,Bovine meat,mg_abx_pleuromutilins,166705625.6726202,601139500.0,0.2773160400749247
Europe,high_income,Bovine meat,mg_abx_polymixins,892674385.2172753,601139500.0,1.48497043567637
Europe,high_income,Bovine meat,mg_abx_quinolones,28629948701.45171,601139500.0,47.62613120823321
Europe,high_income,Bovine meat,mg_abx_sulfonamides_trimethoprim,71259748836.25375,601139500.0,118.5411187191222
Europe,high_income,Bovine meat,mg_abx_tetracyclines,209394880303.9895,601139500.0,348.3299305801557
Europe,high_income,Bovine meat,mg_abx_total,629968226313.0444,601139500.0,1047.9567992338625
Europe,high_income,Dairy,kg_co2_luc_feed_palm,136837965.773063,601139500.0,0.2276309671433386
Europe,high_income,Dairy,kg_co2_luc_feed_soy,5360657946.0168705,601139500.0,8.917494102478495
Europe,high_income,Dairy,kg_co2_luc_pasture,115156.10070504466,601139500.0,0.00019156302439790542
Europe,high_income,Dairy,kg_co2e_excl_luc,234432869912.83798,601139500.0,389.98081129727456
Europe,high_income,Dairy,kg_co2e_total,239930480980.7286,601139500.0,399.12612792992076
Europe,high_income,Eggs,kg_co2_luc_feed_soy,10851499800.928167,601139500.0,18.05155009931666
Europe,high_income,Eggs,kg_co2e_excl_luc,22554070857.514908,601139500.0,37.51886352088809
Europe,high_income,Eggs,kg_co2e_total,33405570658.443073,601139500.0,55.57041362020475
Europe,high_income,Fruits,kg_co2e_excl_luc,11964868474.882902,601139500.0,19.903647114992282
Europe,high_income,Fruits,kg_co2e_total,11964868474.882902,601139500.0,19.903647114992282
Europe,high_income,Fruits,mg_abx_aminoglycosides,12037599304.12029,601139500.0,20.024635386828333
Europe,high_income,Fruits,mg_abx_tetracyclines,8826574477.77512,601139500.0,14.683071862313357
Europe,high_income,Fruits,mg_abx_total,20864173781.895412,601139500.0,34.70770724914169
Europe,high_income,Grains,kg_co2e_excl_luc,39390641924.18302,601139500.0,65.52662389376013
Europe,high_income,Grains,kg_co2e_total,39390641924.18302,601139500.0,65.52662389376013
Europe,high_income,Grains,mg_abx_aminoglycosides,1892283117.572448,601139500.0,3.1478269479421135
Europe,high_income,Grains,mg_abx_tetracyclines,197836090.1211436,601139500.0,0.3291017977044324
Europe,high_income,Grains,mg_abx_total,2090119207.6935916,601139500.0,3.4769287456465454
Europe,high_income,Insects,kg_co2e_excl_luc,0.0,601139500.0,0.0
Europe,high_income,Insects,kg_co2e_total,0.0,601139500.0,0.0
Europe,high_income,Nuts and seeds,kg_co2e_excl_luc,3656721032.509463,601139500.0,6.0829824566668185
Europe,high_income,Nuts and seeds,kg_co2e_total,3656721032.509463,601139500.0,6.0829824566668185
Europe,high_income,Nuts and seeds,mg_abx_aminoglycosides,2085924632.8831701,601139500.0,3.469951039456183
Europe,high_income,Nuts and seeds,mg_abx_tetracyclines,2112877851.7049782,601139500.0,3.5147879181204664
Europe,high_income,Nuts and seeds,mg_abx_total,4198802484.588148,601139500.0,6.984738957576649
Europe,high_income,Offals,kg_co2_luc_feed_palm,0.0,601139500.0,0.0
Europe,high_income,Offals,kg_co2_luc_feed_soy,0.0,601139500.0,0.0
Europe,high_income,Offals,kg_co2_luc_pasture,0.0,601139500.0,0.0
Europe,high_income,Offals,kg_co2e_excl_luc,0.0,601139500.0,0.0
Europe,high_income,Offals,kg_co2e_total,0.0,601139500.0,0.0
Europe,high_income,Pig meat,kg_co2_luc_feed_palm,319985243.5053243,601139500.0,0.5322978169049353
Europe,high_income,Pig meat,kg_co2_luc_feed_soy,39811342402.55497,601139500.0,66.22646224803889
Europe,high_income,Pig meat,kg_co2e_excl_luc,102826161203.139,601139500.0,171.05207893199332
Europe,high_income,Pig meat,kg_co2e_total,142957488849.1993,601139500.0,237.81083899693718
Europe,high_income,Pig meat,mg_abx_aminoglycosides,97248473930.51299,601139500.0,161.77355494109602
Europe,high_income,Pig meat,mg_abx_amphenicols,15521716008.40846,601139500.0,25.820489268145682
Europe,high_income,Pig meat,mg_abx_cephalosporins,3163118219.769442,601139500.0,5.261870530499896
Europe,high_income,Pig meat,mg_abx_lincosamides,143915746140.21875,601139500.0,239.40490708099992
Europe,high_income,Pig meat,mg_abx_macrolides,193997960570.57983,601139500.0,322.71704083757567
Europe,high_income,Pig meat,mg_abx_other_drugs,41455320719.781944,601139500.0,68.96123232591094
Europe,high_income,Pig meat,mg_abx_penicillins,661721039112.7528,601139500.0,1100.777837944026
Europe,high_income,Pig meat,mg_abx_pleuromutilins,92491623584.20447,601139500.0,153.86049924219665
Europe,high_income,Pig meat,mg_abx_polymixins,113449123169.66753,601139500.0,188.72345465514664
Europe,high_income,Pig meat,mg_abx_quinolones,65695906422.09591,601139500.0,109.28562575258474
Europe,high_income,Pig meat,mg_abx_sulfonamides_trimethoprim,213052803242.2913,601139500.0,354.4149124159888
Europe,high_income,Pig meat,mg_abx_tetracyclines,591693552328.4664,601139500.0,984.2865962533929
Europe,high_income,Pig meat,mg_abx_total,2233406383448.75,601139500.0,3715.288021247564
Europe,high_income,Poultry,kg_co2_luc_feed_soy,14061027542.29077,601139500.0,23.390623211901346
Europe,high_income,Poultry,kg_co2e_excl_luc,29315671845.3714,601139500.0,48.76683672487234
Europe,high_income,Poultry,kg_co2e_total,43376699387.66217,601139500.0,72.15745993677369
Europe,high_income,Poultry,mg_abx_aminoglycosides,10948215820.257683,601139500.0,18.212437912094753
Europe,high_income,Poultry,mg_abx_amphenicols,1094840416.331872,601139500.0,1.821275122216843
Europe,high_income,Poultry,mg_abx_cephalosporins,0.0,601139500.0,0.0
Europe,high_income,Poultry,mg_abx_lincosamides,14722946681.355522,601139500.0,24.491730590579262
Europe,high_income,Poultry,mg_abx_macrolides,83492843643.74622,601139500.0,138.89096232030371
Europe,high_income,Poultry,mg_abx_other_drugs,433936917.74492437,601139500.0,0.7218572689782061
Europe,high_income,Poultry,mg_abx_penicillins,171419530746.26492,601139500.0,285.1576559954302
Europe,high_income,Poultry,mg_abx_pleuromutilins,380090319.79039323,601139500.0,0.6322830554145805
Europe,high_income,Poultry,mg_abx_polymixins,16101289588.965878,601139500.0,26.784614201804867
Europe,high_income,Poultry,mg_abx_quinolones,45360954595.01079,601139500.0,75.45828313562956
Europe,high_income,Poultry,mg_abx_sulfonamides_trimethoprim,72700867811.23508,601139500.0,120.93843078226448
Europe,high_income,Poultry,mg_abx_tetracyclines,134741678036.89218,601139500.0,224.14377700499165
Europe,high_income,Poultry,mg_abx_total,551397194577.5955,601139500.0,917.2533073897082
Europe,high_income,Pulses and soy,kg_co2_luc_human_palm_soy,431805540.5136001,601139500.0,0.7183117072053993
Europe,high_income,Pulses and soy,kg_co2e_excl_luc,1162545300.7633023,601139500.0,1.933902697732061
Europe,high_income,Pulses and soy,kg_co2e_total,1594350841.2769024,601139500.0,2.6522144049374603
Europe,high_income,Pulses and soy,mg_abx_aminoglycosides,1060566.327989906,601139500.0,0.0017642599230127218
Europe,high_income,Pulses and soy,mg_abx_tetracyclines,3717.270899740267,601139500.0,6.183707608201203e-06
Europe,high_income,Pulses and soy,mg_abx_total,1064283.5988896464,601139500.0,0.0017704436306209231
Europe,high_income,Sheep and goat meat,kg_co2_luc_feed_palm,13389124.194177205,601139500.0,0.02227290702769857
Europe,high_income,Sheep and goat meat,kg_co2_luc_feed_soy,142769060.66294262,601139500.0,0.23749738731682515
Europe,high_income,Sheep and goat meat,kg_co2e_excl_luc,23869399093.085484,601139500.0,39.70692175956743
Europe,high_income,Sheep and goat meat,kg_co2e_total,24025557277.942604,601139500.0,39.96669205391195
Europe,high_income,Sheep and goat meat,mg_abx_aminoglycosides,11327452763.755753,601139500.0,18.843301369741553
Europe,high_income,Sheep and goat meat,mg_abx_amphenicols,9510062788.139187,601139500.0,15.820059716819785
Europe,high_income,Sheep and goat meat,mg_abx_cephalosporins,44923755362.947754,601139500.0,74.73099898267832
Europe,high_income,Sheep and goat meat,mg_abx_lincosamides,12343125896.493925,601139500.0,20.532881130742407
Europe,high_income,Sheep and goat meat,mg_abx_macrolides,16673502333.433163,601139500.0,27.736494330239758
Europe,high_income,Sheep and goat meat,mg_abx_other_drugs,13080718265.450592,601139500.0,21.759871486486237
Europe,high_income,Sheep and goat meat,mg_abx_penicillins,64136068549.867516,601139500.0,106.69082392667178
Europe,high_income,Sheep and goat meat,mg_abx_pleuromutilins,20500575450.85138,601139500.0,34.10285873886407
Europe,high_income,Sheep and goat meat,mg_abx_polymixins,13687599991.25908,601139500.0,22.769423721547295
Europe,high_income,Sheep and goat meat,mg_abx_quinolones,25389970591.809177,601139500.0,42.236403683020626
Europe,high_income,Sheep and goat meat,mg_abx_sulfonamides_trimethoprim,22941281758.45405,601139500.0,38.16299171565676
Europe,high_income,Sheep and goat meat,mg_abx_tetracyclines,39377624421.95507,601139500.0,65.50496918261912
Europe,high_income,Sheep and goat meat,mg_abx_total,293891738174.4166,601139500.0,488.8910779850877
Europe,high_income,Starchy roots,kg_co2e_excl_luc,7056458834.755752,601139500.0,11.738471410971583
Europe,high_income,Starchy roots,kg_co2e_total,7056458834.755752,601139500.0,11.738471410971583
Europe,high_income,Starchy roots,mg_abx_aminoglycosides,15724598.936256403,601139500.0,0.02615798651769914
Europe,high_income,Starchy roots,mg_abx_tetracyclines,38155.901186808755,601139500.0,6.347262355378203e-05
Europe,high_income,Starchy roots,mg_abx_total,15762754.837443212,601139500.0,0.026221459141252925
Europe,high_income,Sugars,kg_co2e_excl_luc,46463737684.09166,601139500.0,77.29277095265185
Europe,high_income,Sugars,kg_co2e_total,46463737684.09166,601139500.0,77.29277095265185
Europe,high_income,Sugars,mg_abx_aminoglycosides,10021275.55582933,585887250.0,0.017104443825717883
Europe,high_income,Sugars,mg_abx_tetracyclines,0.0,585887250.0,0.0
Europe,high_income,Sugars,mg_abx_total,10021275.55582933,585887250.0,0.017104443825717883
Europe,high_income,Vegetable oils,kg_co2_luc_human_palm_soy,1480341974.0077682,589881750.0,2.5095571680387945
Europe,high_income,Vegetable oils,kg_co2e_excl_luc,19043479048.56201,601139500.0,31.678968107339497
Europe,high_income,Vegetable oils,kg_co2e_total,20523821022.569782,601139500.0,34.14152791917647
Europe,high_income,Vegetables,kg_co2e_excl_luc,27546165417.405994,601139500.0,45.82324970727426
Europe,high_income,Vegetables,kg_co2e_total,27546165417.405994,601139500.0,45.82324970727426
Europe,high_income,Vegetables,mg_abx_aminoglycosides,177663577.6276401,601139500.0,0.2955446741191356
Europe,high_income,Vegetables,mg_abx_tetracyclines,162750926.86286753,601139500.0,0.2707373693840906
Europe,high_income,Vegetables,mg_abx_total,340414504.4905076,601139500.0,0.5662820435032261
Latin America and the Caribbean,baseline,Aquatic animals,kg_co2e_excl_luc,18291475813.129906,634377500.0,28.83373986802796
Latin America and the Caribbean,baseline,Aquatic animals,kg_co2e_total,18291475813.129906,634377500.0,28.83373986802796
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_aminoglycosides,18044068473.373806,634377500.0,28.443739687132357
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_amphenicols,61814333582.05286,634377500.0,97.44093001730492
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_arsenicals,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_cephalosporins,178654143.30073032,634377500.0,0.2816211850211118
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_glycopeptides,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_glycophospholipids,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_lincosamides,1071924859.8043842,634377500.0,1.6897271101266742
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_macrolides,13220406604.254078,634377500.0,20.839967691562325
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_nitrofurans,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_orthosomycins,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_other_drugs,178654143.30073032,634377500.0,0.2816211850211118
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_penicillins,3930391152.6160774,634377500.0,6.195666070464475
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_pleuromutilins,7146165732.02923,634377500.0,11.264847400844497
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_polypeptides,2679812149.5109615,634377500.0,4.2243177753166865
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_quinolones,30013896074.522774,634377500.0,47.3123590835469
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_quinoxalines,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_streptogramins,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_sulfonamides_trimethoprim,10361940311.442385,634377500.0,16.334028731224524
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_tetracyclines,28763317071.41766,634377500.0,45.34101078839912
Latin America and the Caribbean,baseline,Aquatic animals,mg_abx_total,177403564297.62567,634377500.0,279.6498367259647
Latin America and the Caribbean,baseline,Bovine meat,kg_co2_luc_feed_palm,72989793.10097869,634377500.0,0.11505734850460284
Latin America and the Caribbean,baseline,Bovine meat,kg_co2_luc_feed_soy,29691188329.640377,634377500.0,46.80365922442139
Latin America and the Caribbean,baseline,Bovine meat,kg_co2_luc_pasture,235680712253.9267,634377500.0,371.5149296025264
Latin America and the Caribbean,baseline,Bovine meat,kg_co2e_excl_luc,682811594894.8171,634377500.0,1076.3490112666625
Latin America and the Caribbean,baseline,Bovine meat,kg_co2e_total,948256485271.4852,634377500.0,1494.782657442115
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_aminoglycosides,85908809224.20279,634377500.0,135.42221977324667
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_amphenicols,161889261580.98337,634377500.0,255.19388941282338
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_cephalosporins,7721373328.17427,634377500.0,12.17157501357515
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_lincosamides,24152399678.92917,634377500.0,38.07259822255545
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_macrolides,104423656315.78131,634377500.0,164.6080706137612
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_other_drugs,134041565081.0787,634377500.0,211.29621570922473
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_penicillins,190421655389.65295,634377500.0,300.1708846698582
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_pleuromutilins,70367.23954757625,634377500.0,0.0001109232902295183
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_polymixins,19179688675.533478,634377500.0,30.23387285257355
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_quinolones,46307907250.119644,634377500.0,72.99739863112995
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_sulfonamides_trimethoprim,72250503193.3894,634377500.0,113.89196999166806
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_tetracyclines,778312507213.1287,634377500.0,1226.8917280532942
Latin America and the Caribbean,baseline,Bovine meat,mg_abx_total,1624609397298.2134,634377500.0,2560.950533867001
Latin America and the Caribbean,baseline,Dairy,kg_co2_luc_feed_palm,23858246.098332666,634377500.0,0.03760890967654538
Latin America and the Caribbean,baseline,Dairy,kg_co2_luc_feed_soy,7174580856.083008,634377500.0,11.309639538103113
Latin America and the Caribbean,baseline,Dairy,kg_co2_luc_pasture,50570039808.80471,634377500.0,79.71600475868819
Latin America and the Caribbean,baseline,Dairy,kg_co2e_excl_luc,205989205248.34998,634377500.0,324.7107680337811
Latin America and the Caribbean,baseline,Dairy,kg_co2e_total,263757684159.336,634377500.0,415.7740212402489
Latin America and the Caribbean,baseline,Eggs,kg_co2_luc_feed_soy,43880440607.241234,634377500.0,69.17086530849728
Latin America and the Caribbean,baseline,Eggs,kg_co2e_excl_luc,39742926307.16431,634377500.0,62.64870098193001
Latin America and the Caribbean,baseline,Eggs,kg_co2e_total,83623366914.40553,634377500.0,131.81956629042728
Latin America and the Caribbean,baseline,Fruits,kg_co2e_excl_luc,15177545648.14585,634377500.0,23.92510082426607
Latin America and the Caribbean,baseline,Fruits,kg_co2e_total,15177545648.14585,634377500.0,23.92510082426607
Latin America and the Caribbean,baseline,Fruits,mg_abx_aminoglycosides,24601680129.167805,634377500.0,38.78082077180827
Latin America and the Caribbean,baseline,Fruits,mg_abx_tetracyclines,27231299349.172268,634377500.0,42.92601699961343
Latin America and the Caribbean,baseline,Fruits,mg_abx_total,51832979478.340065,634377500.0,81.70683777142169
Latin America and the Caribbean,baseline,Grains,kg_co2e_excl_luc,68824550492.29956,634377500.0,108.49147470126157
Latin America and the Caribbean,baseline,Grains,kg_co2e_total,68824550492.29956,634377500.0,108.49147470126157
Latin America and the Caribbean,baseline,Grains,mg_abx_aminoglycosides,8398952715.972088,634377500.0,13.239676243202332
Latin America and the Caribbean,baseline,Grains,mg_abx_tetracyclines,1061506340.2927629,634377500.0,1.67330389285995
Latin America and the Caribbean,baseline,Grains,mg_abx_total,9460459056.26485,634377500.0,14.912980136062282
Latin America and the Caribbean,baseline,Insects,kg_co2e_excl_luc,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Insects,kg_co2e_total,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Nuts and seeds,kg_co2e_excl_luc,2482930178.330157,634377500.0,3.913963181749285
Latin America and the Caribbean,baseline,Nuts and seeds,kg_co2e_total,2482930178.330157,634377500.0,3.913963181749285
Latin America and the Caribbean,baseline,Nuts and seeds,mg_abx_aminoglycosides,598128121.9476286,634377500.0,0.9428583484559724
Latin America and the Caribbean,baseline,Nuts and seeds,mg_abx_tetracyclines,661368232.4848138,634377500.0,1.0425467997916285
Latin America and the Caribbean,baseline,Nuts and seeds,mg_abx_total,1259496354.4324424,634377500.0,1.985405148247601
Latin America and the Caribbean,baseline,Offals,kg_co2_luc_feed_palm,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Offals,kg_co2_luc_feed_soy,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Offals,kg_co2_luc_pasture,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Offals,kg_co2e_excl_luc,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Offals,kg_co2e_total,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Pig meat,kg_co2_luc_feed_palm,14369715.499795992,634377500.0,0.022651679007839955
Latin America and the Caribbean,baseline,Pig meat,kg_co2_luc_feed_soy,15074710889.242895,634377500.0,23.76299740965418
Latin America and the Caribbean,baseline,Pig meat,kg_co2e_excl_luc,39794853001.35414,634377500.0,62.73055554674329
Latin America and the Caribbean,baseline,Pig meat,kg_co2e_total,54883933606.09683,634377500.0,86.51620463540532
Latin America and the Caribbean,baseline,Pig meat,mg_abx_aminoglycosides,39580856277.703476,634377500.0,62.393222139346804
Latin America and the Caribbean,baseline,Pig meat,mg_abx_amphenicols,19371325613.703938,634377500.0,30.535959446392624
Latin America and the Caribbean,baseline,Pig meat,mg_abx_cephalosporins,293335870.1718713,634377500.0,0.46239954943526734
Latin America and the Caribbean,baseline,Pig meat,mg_abx_lincosamides,66942512414.152084,634377500.0,105.52472686082353
Latin America and the Caribbean,baseline,Pig meat,mg_abx_macrolides,97093529603.32837,634377500.0,153.05323660332905
Latin America and the Caribbean,baseline,Pig meat,mg_abx_other_drugs,520739534309.93854,634377500.0,820.8669669241714
Latin America and the Caribbean,baseline,Pig meat,mg_abx_penicillins,82698005146.06104,634377500.0,130.36087368492898
Latin America and the Caribbean,baseline,Pig meat,mg_abx_pleuromutilins,91352254268.00041,634377500.0,144.00298602645967
Latin America and the Caribbean,baseline,Pig meat,mg_abx_polymixins,399958645930.5118,634377500.0,630.474198612832
Latin America and the Caribbean,baseline,Pig meat,mg_abx_quinolones,11817794235.704405,634377500.0,18.628961833773115
Latin America and the Caribbean,baseline,Pig meat,mg_abx_sulfonamides_trimethoprim,36472818826.62229,634377500.0,57.493872066115664
Latin America and the Caribbean,baseline,Pig meat,mg_abx_tetracyclines,430011217958.9162,634377500.0,677.8475244770128
Latin America and the Caribbean,baseline,Pig meat,mg_abx_total,1796331830454.8145,634377500.0,2831.644928224621
Latin America and the Caribbean,baseline,Poultry,kg_co2_luc_feed_soy,36874881228.10766,634377500.0,58.12766251657359
Latin America and the Caribbean,baseline,Poultry,kg_co2e_excl_luc,38229268232.68047,634377500.0,60.262648395758795
Latin America and the Caribbean,baseline,Poultry,kg_co2e_total,75104149460.78813,634377500.0,118.39031091233238
Latin America and the Caribbean,baseline,Poultry,mg_abx_aminoglycosides,15997569523.594036,634377500.0,25.217744203717874
Latin America and the Caribbean,baseline,Poultry,mg_abx_amphenicols,1204844287.2380328,634377500.0,1.8992544458749447
Latin America and the Caribbean,baseline,Poultry,mg_abx_cephalosporins,0.0,634377500.0,0.0
Latin America and the Caribbean,baseline,Poultry,mg_abx_lincosamides,43983856131.21328,634377500.0,69.33388421123587
Latin America and the Caribbean,baseline,Poultry,mg_abx_macrolides,196347547866.2662,634377500.0,309.5121561944839
Latin America and the Caribbean,baseline,Poultry,mg_abx_other_drugs,4318619.661829491,634377500.0,0.006807649486038661
Latin America and the Caribbean,baseline,Poultry,mg_abx_penicillins,109668797623.0706,634377500.0,172.8762410758115
Latin America and the Caribbean,baseline,Poultry,mg_abx_pleuromutilins,3693163.0195836257,634377500.0,0.005821711866489001
Latin America and the Caribbean,baseline,Poultry,mg_abx_polymixins,215866548164.55057,634377500.0,340.28090240361706
