country_code,country,fbs_item_code,fbs_item,mt_production
9,Argentina,2534,"Roots, Other",0.0
9,Argentina,2537,Sugar beet,0.0
9,Argentina,2542,Sugar (Raw Equivalent),1937750.0
9,Argentina,2543,"Sweeteners, Other",358250.0
9,Argentina,2546,Beans,458250.0
9,Argentina,2547,Peas,118250.0
9,Argentina,2549,"Pulses, Other and products",168750.0
9,Argentina,2551,Nuts and products,19000.0
9,Argentina,2555,Soyabeans,51705750.0
9,Argentina,2556,Groundnuts (Shelled Eq),1072500.0
9,Argentina,2557,Sunflower seed,3477750.0
9,Argentina,2558,Rape and Mustardseed,48000.0
9,Argentina,2559,Cottonseed,367500.0
9,Argentina,2560,Coconuts - Incl Copra,0.0
