country_code,country,fao_item_code,fao_item,2016,2017,2018,2019,mt_production
4,Algeria,44,Barley,919907.0,969696.0,1957327.0,1647746.0,1373669.0
4,Algeria,51,Beer of barley,146000.0,130000.0,160000.0,160000.0,149000.0
4,Algeria,56,Maize,3687.0,2634.0,5512.0,6368.0,4550.25
4,Algeria,75,Oats,72121.0,64018.0,118018.0,101305.0,88865.5
4,Algeria,83,Sorghum,8958.0,4973.0,3622.0,927.0,4620.0
4,Algeria,97,Triticale,151.0,35.0,240.0,62.0,122.0
4,Algeria,116,Potatoes,4759677.0,4606402.0,4653322.0,5020249.0,4759912.5
4,Algeria,157,Sugar beet,,,,,
4,Algeria,162,Sugar Raw Centrifugal,,,,,
4,Algeria,165,Molasses,0.0,0.0,0.0,,0.0
4,Algeria,176,"Beans, dry",875.0,1480.0,2811.0,1789.0,1738.75
4,Algeria,181,"Broad beans, horse beans, dry",38048.0,46856.0,54878.0,55272.0,48763.5
4,Algeria,187,"Peas, dry",6449.0,9923.0,11472.0,12125.0,9992.25
4,Algeria,191,Chick peas,21572.0,29371.0,38274.0,40369.0,32396.5
4,Algeria,201,Lentils,10071.0,19139.0,29663.0,26524.0,21349.25
4,Algeria,205,Vetches,78.0,78.0,78.0,78.0,78.0
4,Algeria,211,Pulses nes,295.0,482.0,540.0,148.0,366.25
4,Algeria,221,"Almonds, with shell",66095.0,61934.0,57213.0,72412.0,64413.5
4,Algeria,237,"Oil, soybean",,,400.0,9800.0,5100.0
4,Algeria,242,"Groundnuts, with shell",7092.0,10171.0,11886.0,12602.0,10437.75
4,Algeria,244,"Oil, groundnut",29256.0,28026.0,29263.0,24629.0,27793.5
4,Algeria,260,Olives,696431.0,684461.0,860784.0,868754.0,777607.5
4,Algeria,261,"Oil, olive, virgin",75700.0,68600.0,87300.0,92200.0,80950.0
4,Algeria,267,Sunflower seed,84.0,82.0,82.0,83.0,82.75
4,Algeria,268,"Oil, sunflower",3000.0,3500.0,4200.0,2600.0,3325.0
4,Algeria,270,Rapeseed,23755.0,23207.0,23344.0,23071.0,23344.25
4,Algeria,271,"Oil, rapeseed",7787.0,7726.0,7725.0,7578.0,7704.0
4,Algeria,281,"Oil, safflower",0.0,0.0,0.0,0.0,0.0
4,Algeria,328,Seed cotton,80.0,80.0,80.0,80.0,80.0
4,Algeria,329,Cottonseed,52.0,52.0,52.0,52.0,52.0
4,Algeria,358,Cabbages and other brassicas,104881.0,91942.0,107412.0,116426.0,105165.25
4,Algeria,366,Artichokes,97524.0,108560.0,124659.0,119636.0,112594.75
4,Algeria,388,Tomatoes,1280570.0,1286286.0,1309745.0,1477878.0,1338619.75
4,Algeria,393,Cauliflowers and broccoli,205148.0,175060.0,207697.0,205439.0,198336.0
4,Algeria,394,"Pumpkins, squash and gourds",271054.0,307861.0,388875.0,420135.0,346981.25
4,Algeria,397,Cucumbers and gherkins,138481.0,171610.0,193647.0,166045.0,167445.75
4,Algeria,399,Eggplants (aubergines),126851.0,155878.0,181618.0,184145.0,162123.0
4,Algeria,401,"Chillies and peppers, green",598638.0,614922.0,651045.0,675168.0,634943.25
4,Algeria,402,"Onions, shallots, green",337.0,339.0,341.0,339.0,339.0
4,Algeria,403,"Onions, dry",1525987.0,1420310.0,1399691.0,1613729.0,1489929.25
4,Algeria,406,Garlic,103627.0,123475.0,202201.0,223311.0,163153.5
4,Algeria,414,"Beans, green",79099.0,98003.0,93184.0,95022.0,91327.0
4,Algeria,417,"Peas, green",126792.0,131414.0,186203.0,200025.0,161108.5
4,Algeria,420,"Vegetables, leguminous nes",273123.0,288620.0,308689.0,298483.0,292228.75
4,Algeria,426,Carrots and turnips,420547.0,406374.0,431883.0,419534.0,419584.5
4,Algeria,449,Mushrooms and truffles,1213.0,594.0,607.0,641.0,763.75
4,Algeria,461,Carobs,3257.0,4042.0,2880.0,3526.0,3426.25
4,Algeria,463,"Vegetables, fresh nes",1093006.0,1142304.0,1121458.0,1078035.0,1108700.75
4,Algeria,486,Bananas,265.0,242.0,221.0,243.0,242.75
4,Algeria,490,Oranges,892764.0,1013951.0,1134194.0,1199535.0,1060111.0
4,Algeria,495,"Tangerines, mandarins, clementines, satsumas",234165.0,250669.0,262764.0,295250.0,260712.0
4,Algeria,497,Lemons and limes,74364.0,77757.0,78798.0,87016.0,79483.75
4,Algeria,507,Grapefruit (inc. pomelos),1905.0,1897.0,1670.0,1691.0,1790.75
4,Algeria,512,"Fruit, citrus nes",579.0,565.0,570.0,571.0,571.25
4,Algeria,515,Apples,500855.0,494239.0,487808.0,558830.0,510433.0
4,Algeria,521,Pears,211951.0,236982.0,200176.0,223467.0,218144.0
4,Algeria,523,Quinces,12231.0,12400.0,11693.0,12746.0,12267.5
4,Algeria,526,Apricots,256771.0,256890.0,242243.0,209204.0,241277.0
4,Algeria,531,Cherries,6903.0,9193.0,8818.0,11237.0,9037.75
4,Algeria,534,Peaches and nectarines,169393.0,198324.0,190420.0,201755.0,189973.0
4,Algeria,536,Plums and sloes,102692.0,111797.0,111471.0,113085.0,109761.25
4,Algeria,541,"Fruit, stone nes",23884.0,29395.0,26345.0,29620.0,27311.0
4,Algeria,544,Strawberries,,,,,
4,Algeria,560,Grapes,571351.0,566579.0,502978.0,549833.0,547685.25
4,Algeria,564,Wine,6594.0,22733.0,19251.0,20830.0,17352.0
4,Algeria,567,Watermelons,1877677.0,1891274.0,2095757.0,2206866.0,2017893.5
4,Algeria,569,Figs,120348.0,128684.0,109214.0,114092.0,118084.5
