species,system,item,attribute,country,value
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,Uruguay,541883648.1620003
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,Uruguay,7080541.126211643
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,Uruguay,423582542.9735548
Cattle,Grassland systems,Cattle meat,kg_protein/year,Uruguay,67127243.4977341
Cattle,Grassland systems,Cattle milk,kg_primary/year,Uruguay,1021561187.432469
Cattle,Grassland systems,Cattle milk,kg_protein/year,Uruguay,32689957.99783901
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,Uruguay,82.10436521825872
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,Uruguay,226.11598538847556
Cattle,Mixed systems,All items,system_kg_co2e_total,Uruguay,14438796962.31237
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,Uruguay,479993881.3193791
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,Uruguay,6207889.016993864
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,Uruguay,286177797.0853257
Cattle,Mixed systems,Cattle meat,kg_protein/year,Uruguay,45352026.39309699
Cattle,Mixed systems,Cattle milk,kg_primary/year,Uruguay,909358522.984586
Cattle,Mixed systems,Cattle milk,kg_protein/year,Uruguay,29099472.735506754
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,Uruguay,77.38429038218239
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,Uruguay,268.7190823304532
Cattle,Feedlots,All items,system_kg_co2e_total,Uruguay,807181820.1358434
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,Uruguay,114351298.4922865
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,Uruguay,381196.99483914615
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,Uruguay,37169929.13012138
Cattle,Feedlots,Cattle meat,kg_protein/year,Uruguay,5890504.518895986
Cattle,Feedlots,Cattle milk,kg_primary/year,Uruguay,0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,Uruguay,0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,Uruguay,0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,Uruguay,137.03101619674638
Buffaloes,All systems,All items,system_kg_co2e_total,Uruguay,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,Uruguay,0.0
Buffaloes,All systems,Buffalo meat,kg_protein/year,Uruguay,0.0
Buffaloes,All systems,Buffalo milk,kg_primary/year,Uruguay,0.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,Uruguay,0.0
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,Uruguay,0.0
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,Uruguay,0.0
Buffaloes,Grassland systems,All items,system_kg_co2e_total,Uruguay,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,Uruguay,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,Uruguay,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,Uruguay,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,Uruguay,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,Uruguay,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,Uruguay,0.0
Buffaloes,Mixed systems,All items,system_kg_co2e_total,Uruguay,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_primary/year,Uruguay,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,Uruguay,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,Uruguay,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,Uruguay,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,Uruguay,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,Uruguay,0.0
Sheep,All systems,All items,system_kg_co2e_total,Uruguay,2766528114.651931
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Sheep,All systems,Sheep meat,kg_primary/year,Uruguay,69762113.79046407
Sheep,All systems,Sheep meat,kg_protein/year,Uruguay,9830179.45421429
Sheep,All systems,Sheep milk,kg_primary/year,Uruguay,0.0
Sheep,All systems,Sheep milk,kg_protein/year,Uruguay,0.0
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,Uruguay,0.0
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,Uruguay,211.81014266024704
Sheep,Grassland systems,All items,system_kg_co2e_total,Uruguay,1691871419.5317545
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,Uruguay,41600849.89886526
Sheep,Grassland systems,Sheep meat,kg_protein/year,Uruguay,5861975.759249103
Sheep,Grassland systems,Sheep milk,kg_primary/year,Uruguay,0.0
Sheep,Grassland systems,Sheep milk,kg_protein/year,Uruguay,0.0
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,Uruguay,0.0
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,Uruguay,217.21831453938063
Sheep,Mixed systems,All items,system_kg_co2e_total,Uruguay,1074656695.1201763
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,Uruguay,28161263.89159881
Sheep,Mixed systems,Sheep meat,kg_protein/year,Uruguay,3968203.694965188
Sheep,Mixed systems,Sheep milk,kg_primary/year,Uruguay,0.0
Sheep,Mixed systems,Sheep milk,kg_protein/year,Uruguay,0.0
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,Uruguay,0.0
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,Uruguay,203.82099318751253
Goats,All systems,All items,system_kg_co2e_total,Uruguay,2464119.711208451
Goats,All systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Goats,All systems,Goat meat,kg_primary/year,Uruguay,77341.51062957398
Goats,All systems,Goat meat,kg_protein/year,Uruguay,10394.699028614745
Goats,All systems,Goat milk,kg_primary/year,Uruguay,0.0
Goats,All systems,Goat milk,kg_protein/year,Uruguay,0.0
Goats,All systems,Goat milk,kg_co2e/kg_protein,Uruguay,0.0
Goats,All systems,Goat meat,kg_co2e/kg_protein,Uruguay,237.0554168451796
Goats,Grassland systems,All items,system_kg_co2e_total,Uruguay,2464119.711208451
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,Uruguay,77341.51062957398
Goats,Grassland systems,Goat meat,kg_protein/year,Uruguay,10394.699028614745
Goats,Grassland systems,Goat milk,kg_primary/year,Uruguay,0.0
Goats,Grassland systems,Goat milk,kg_protein/year,Uruguay,0.0
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,Uruguay,0.0
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,Uruguay,237.0554168451796
Goats,Mixed systems,All items,system_kg_co2e_total,Uruguay,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,Uruguay,0.0
Goats,Mixed systems,Goat meat,kg_protein/year,Uruguay,0.0
Goats,Mixed systems,Goat milk,kg_primary/year,Uruguay,0.0
Goats,Mixed systems,Goat milk,kg_protein/year,Uruguay,0.0
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,Uruguay,0.0
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,Uruguay,0.0
Pigs,All systems,All items,system_kg_co2e_total,Uruguay,146438862.1052177
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,Uruguay,42555840.75536416
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Pigs,All systems,Pig meat,kg_primary/year,Uruguay,28414793.10459718
Pigs,All systems,Pig meat,kg_protein/year,Uruguay,3730862.3346336097
Pigs,All systems,Pig meat,kg_co2e/kg_protein,Uruguay,39.25067423309222
Pigs,Backyard,All items,system_kg_co2e_total,Uruguay,17273506.05887166
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Pigs,Backyard,Pig meat,kg_primary/year,Uruguay,3979747.557829076
Pigs,Backyard,Pig meat,kg_protein/year,Uruguay,522540.8543429576
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,Uruguay,33.05675702733589
Pigs,Intermediate,All items,system_kg_co2e_total,Uruguay,42396410.383876
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,Uruguay,7573274.558092305
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,Uruguay,8095876.242593275
Pigs,Intermediate,Pig meat,kg_protein/year,Uruguay,1062988.550652497
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,Uruguay,39.88416465807812
Pigs,Industrial,All items,system_kg_co2e_total,Uruguay,86768945.66247004
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,Uruguay,34982566.19727185
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Pigs,Industrial,Pig meat,kg_primary/year,Uruguay,16339169.304174831
Pigs,Industrial,Pig meat,kg_protein/year,Uruguay,2145332.9296381557
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,Uruguay,40.44544530303043
Chickens,All systems,All items,system_kg_co2e_total,Uruguay,634368248.938578
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,Uruguay,345881130.94258094
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Chickens,All systems,Eggs,kg_primary/year,Uruguay,82715920.30674794
Chickens,All systems,Eggs,kg_protein/year,Uruguay,10256774.118036743
Chickens,All systems,Chicken meat,kg_primary/year,Uruguay,102497578.11298443
Chickens,All systems,Chicken meat,kg_protein/year,Uruguay,14605904.881100282
Chickens,All systems,Eggs,kg_co2e/kg_protein,Uruguay,33.427655227063426
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,Uruguay,23.474061466965527
Chickens,Backyard,All items,system_kg_co2e_total,Uruguay,5827090.487796113
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,Uruguay,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Chickens,Backyard,Eggs,kg_primary/year,Uruguay,2104039.649668035
Chickens,Backyard,Eggs,kg_protein/year,Uruguay,260900.91655883635
Chickens,Backyard,Chicken meat,kg_primary/year,Uruguay,134716.7880079065
Chickens,Backyard,Chicken meat,kg_protein/year,Uruguay,19197.14229112668
Chickens,Backyard,Eggs,kg_co2e/kg_protein,Uruguay,17.790593878184673
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,Uruguay,61.75441223872551
Chickens,Layers,All items,system_kg_co2e_total,Uruguay,319954256.2538946
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,Uruguay,176888389.66749105
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Chickens,Layers,Eggs,kg_primary/year,Uruguay,80611880.6570799
Chickens,Layers,Eggs,kg_protein/year,Uruguay,9995873.20147791
Chickens,Layers,Chicken meat,kg_primary/year,Uruguay,10048942.566719748
Chickens,Layers,Chicken meat,kg_protein/year,Uruguay,1431974.3157575645
Chickens,Layers,Eggs,kg_co2e/kg_protein,Uruguay,25.71213419962312
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,Uruguay,43.95262007320379
Chickens,Broilers,All items,system_kg_co2e_total,Uruguay,308586902.19688725
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,Uruguay,168992741.27508992
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,Uruguay,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Chickens,Broilers,Eggs,kg_primary/year,Uruguay,0.0
Chickens,Broilers,Eggs,kg_protein/year,Uruguay,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,Uruguay,92313918.75825678
Chickens,Broilers,Chicken meat,kg_protein/year,Uruguay,13154733.42305159
Chickens,Broilers,Eggs,kg_co2e/kg_protein,Uruguay,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,Uruguay,21.188979563601823
Cattle,All systems,All items,system_kg_co2e_total,Venezuela,64591291182.54389
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,Venezuela,410367272.4385741
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,Venezuela,2968.1372589592947
Cattle,All systems,All items,system_kg_co2_luc_pasture,Venezuela,0.0
Cattle,All systems,Cattle meat,kg_primary/year,Venezuela,727859482.5431192
Cattle,All systems,Cattle meat,kg_protein/year,Venezuela,115347531.4960208
Cattle,All systems,Cattle milk,kg_primary/year,Venezuela,2765365951.536954
Cattle,All systems,Cattle milk,kg_protein/year,Venezuela,88491710.44918253
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,Venezuela,148.45371473581238
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,Venezuela,446.0812240686042
Cattle,Grassland systems,All items,system_kg_co2e_total,Venezuela,25260200520.761566
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,Venezuela,156500037.74005705
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,Venezuela,1117.2489998674173
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,Venezuela,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,Venezuela,289579403.07621074
Cattle,Grassland systems,Cattle meat,kg_protein/year,Venezuela,45891095.90250249
Cattle,Grassland systems,Cattle milk,kg_primary/year,Venezuela,950820893.205357
Cattle,Grassland systems,Cattle milk,kg_protein/year,Venezuela,30426268.582571425
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,Venezuela,158.0236965335428
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,Venezuela,445.6666088574701
Cattle,Mixed systems,All items,system_kg_co2e_total,Venezuela,39331090661.782326
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,Venezuela,253867234.69851708
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,Venezuela,1850.8882590918768
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,Venezuela,0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,Venezuela,438280079.46690845
Cattle,Mixed systems,Cattle meat,kg_protein/year,Venezuela,69456435.59351832
Cattle,Mixed systems,Cattle milk,kg_primary/year,Venezuela,1814545058.3315969
Cattle,Mixed systems,Cattle milk,kg_protein/year,Venezuela,58065441.8666111
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,Venezuela,143.4390480571885
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,Venezuela,446.35516767446586
Cattle,Feedlots,All items,system_kg_co2e_total,Venezuela,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,Venezuela,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,Venezuela,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,Venezuela,0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,Venezuela,0.0
Cattle,Feedlots,Cattle meat,kg_protein/year,Venezuela,0.0
Cattle,Feedlots,Cattle milk,kg_primary/year,Venezuela,0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,Venezuela,0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,Venezuela,0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,Venezuela,0.0
Buffaloes,All systems,All items,system_kg_co2e_total,Venezuela,870921158.0650522
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,Venezuela,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,Venezuela,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,Venezuela,0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,Venezuela,16995340.58232235
Buffaloes,All systems,Buffalo meat,kg_protein/year,Venezuela,2693336.5987835345
Buffaloes,All systems,Buffalo milk,kg_primary/year,Venezuela,39383400.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,Venezuela,1654102.8
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,Venezuela,110.63924044522196
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,Venezuela,231.00278995011288
Buffaloes,Grassland systems,All items,system_kg_co2e_total,Venezuela,335769576.9157753
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,Venezuela,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,Venezuela,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,Venezuela,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,Venezuela,6383402.31700484
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,Venezuela,1011609.682187342
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,Venezuela,14792400.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,Venezuela,621280.8
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,Venezuela,113.33791804205283
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,Venezuela,237.18364745303504
Buffaloes,Mixed systems,All items,system_kg_co2e_total,Venezuela,535151581.14927685
