item_index,item,footprint,footprint_type,edible_fraction,median,n
Bahamas,"Sheep
& goat

N=176",22.360113846336684,kg_co2e,0.71,35.46472316692549,176
Anguilla,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Western Sahara,"Sheep
& goat

N=176",18.216632591645926,kg_co2e,0.71,35.46472316692549,176
Bhutan,"Sheep
& goat

N=176",42.26504992769603,kg_co2e,0.71,35.46472316692549,176
Austria,"Sheep
& goat

N=176",29.46025314287701,kg_co2e,0.71,35.46472316692549,176
Bahrain,"Sheep
& goat

N=176",51.76645553520157,kg_co2e,0.71,35.46472316692549,176
Yemen,"Sheep
& goat

N=176",24.989112277254268,kg_co2e,0.71,35.46472316692549,176
Andorra,"Sheep
& goat

N=226",484.2695171751262,abx,0.71,484.2695171751262,226
Zambia,"Sheep
& goat

N=176",59.75751892341839,kg_co2e,0.71,35.46472316692549,176
Bangladesh,"Sheep
& goat

N=176",15.698375064492835,kg_co2e,0.71,35.46472316692549,176
Algeria,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Benin,"Sheep
& goat

N=176",38.16086747758402,kg_co2e,0.71,35.46472316692549,176
Barbados,"Sheep
& goat

N=176",23.444309755391608,kg_co2e,0.71,35.46472316692549,176
Albania,"Sheep
& goat

N=226",484.2717989181015,abx,0.71,484.2695171751262,226
Zimbabwe,"Sheep
& goat

N=176",58.30162463942692,kg_co2e,0.71,35.46472316692549,176
Belarus,"Sheep
& goat

N=176",26.842180396136033,kg_co2e,0.71,35.46472316692549,176
Afghanistan,"Sheep
& goat

N=226",295.3999328222163,abx,0.71,484.2695171751262,226
Angola,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Belgium,"Sheep
& goat

N=226",212.90777346532022,abx,0.71,484.2695171751262,226
Bosnia and Herzegovina,"Sheep
& goat

N=176",19.020434368241855,kg_co2e,0.71,35.46472316692549,176
Australia,"Sheep
& goat

N=176",32.01398762715022,kg_co2e,0.71,35.46472316692549,176
Albania,"Sheep
& goat

N=176",13.249717917857444,kg_co2e,0.71,35.46472316692549,176
Belarus,"Sheep
& goat

N=226",484.77858641705126,abx,0.71,484.2695171751262,226
United Kingdom of Great Britain and Northern Ireland,"Sheep
& goat

N=176",38.422730035345936,kg_co2e,0.71,35.46472316692549,176
Algeria,"Sheep
& goat

N=176",16.30298589575203,kg_co2e,0.71,35.46472316692549,176
Barbados,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Burkina Faso,"Sheep
& goat

N=176",39.512542423895276,kg_co2e,0.71,35.46472316692549,176
United Republic of Tanzania,"Sheep
& goat

N=176",49.96937070890338,kg_co2e,0.71,35.46472316692549,176
Bangladesh,"Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
Angola,"Sheep
& goat

N=176",61.79968443328073,kg_co2e,0.71,35.46472316692549,176
Bulgaria,"Sheep
& goat

N=176",13.185679716409208,kg_co2e,0.71,35.46472316692549,176
Bahrain,"Sheep
& goat

N=226",295.3999328222163,abx,0.71,484.2695171751262,226
Aruba,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
United States of America,"Sheep
& goat

N=176",39.05251990796077,kg_co2e,0.71,35.46472316692549,176
Bahamas,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Brazil,"Sheep
& goat

N=176",44.25029457627735,kg_co2e,0.71,35.46472316692549,176
Uruguay,"Sheep
& goat

N=176",42.03999666589455,kg_co2e,0.71,35.46472316692549,176
Argentina,"Sheep
& goat

N=176",40.19451850100748,kg_co2e,0.71,35.46472316692549,176
Azerbaijan,"Sheep
& goat

N=226",484.2695171751262,abx,0.71,484.2695171751262,226
Botswana,"Sheep
& goat

N=176",44.35168996301548,kg_co2e,0.71,35.46472316692549,176
Austria,"Sheep
& goat

N=226",157.41444580865436,abx,0.71,484.2695171751262,226
Uzbekistan,"Sheep
& goat

N=176",89.48550309607121,kg_co2e,0.71,35.46472316692549,176
Armenia,"Sheep
& goat

N=176",12.833458446657714,kg_co2e,0.71,35.46472316692549,176
Australia,"Sheep
& goat

N=226",959.9582207856389,abx,0.71,484.2695171751262,226
Vanuatu,"Sheep
& goat

N=176",34.04133149648744,kg_co2e,0.71,35.46472316692549,176
Antigua and Barbuda,"Sheep
& goat

N=176",32.379222136752055,kg_co2e,0.71,35.46472316692549,176
Chad,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Italy,"Sheep
& goat

N=176",12.453874852515323,kg_co2e,0.71,35.46472316692549,176
Cyprus,"Sheep
& goat

N=176",19.976804890949953,kg_co2e,0.71,35.46472316692549,176
Cuba,"Sheep
& goat

N=176",38.8704739822354,kg_co2e,0.71,35.46472316692549,176
Congo,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
South Africa,"Sheep
& goat

N=176",29.68893288204623,kg_co2e,0.71,35.46472316692549,176
Serbia,"Sheep
& goat

N=176",25.520435135971,kg_co2e,0.71,35.46472316692549,176
Denmark,"Sheep
& goat

N=226",4223.44236672336,abx,0.71,484.2695171751262,226
Ukraine,"Sheep
& goat

N=226",484.47096628474253,abx,0.71,484.2695171751262,226
Comoros,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Tunisia,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Turks and Caicos Islands,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
South Sudan,"Sheep
& goat

N=176",19.997152336473206,kg_co2e,0.71,35.46472316692549,176
Croatia,"Sheep
& goat

N=176",27.1502538188032,kg_co2e,0.71,35.46472316692549,176
Colombia,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
United Arab Emirates,"Sheep
& goat

N=226",295.3999328222163,abx,0.71,484.2695171751262,226
Spain,"Sheep
& goat

N=176",24.06059474839535,kg_co2e,0.71,35.46472316692549,176
Djibouti,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Democratic People's Republic of Korea,"Sheep
& goat

N=176",30.211621188183248,kg_co2e,0.71,35.46472316692549,176
Trinidad and Tobago,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Senegal,"Sheep
& goat

N=176",46.69969593469085,kg_co2e,0.71,35.46472316692549,176
Somalia,"Sheep
& goat

N=176",24.699059414227868,kg_co2e,0.71,35.46472316692549,176
Uganda,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Czechia,"Sheep
& goat

N=226",230.4042944299761,abx,0.71,484.2695171751262,226
Turkmenistan,"Sheep
& goat

N=226",484.2695171751262,abx,0.71,484.2695171751262,226
Cyprus,"Sheep
& goat

N=226",1371.2502945362744,abx,0.71,484.2695171751262,226
Czechia,"Sheep
& goat

N=176",16.38377748845603,kg_co2e,0.71,35.46472316692549,176
Cuba,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Côte d'Ivoire,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Slovenia,"Sheep
& goat

N=176",38.48539955757031,kg_co2e,0.71,35.46472316692549,176
Cook Islands,"Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
Tuvalu,"Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
Croatia,"Sheep
& goat

N=226",192.80416878022854,abx,0.71,484.2695171751262,226
Solomon Islands,"Sheep
& goat

N=176",34.028553102624045,kg_co2e,0.71,35.46472316692549,176
Sierra Leone,"Sheep
& goat

N=176",49.145057605837785,kg_co2e,0.71,35.46472316692549,176
Democratic People's Republic of Korea,"Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
Côte d'Ivoire,"Sheep
& goat

N=176",53.80974148452446,kg_co2e,0.71,35.46472316692549,176
Democratic Republic of the Congo,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Costa Rica,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Turkey,"Sheep
& goat

N=226",484.27308243329486,abx,0.71,484.2695171751262,226
"China, mainland","Sheep
& goat

N=226",1407.4761836281427,abx,0.71,484.2695171751262,226
Slovakia,"Sheep
& goat

N=176",14.979150667202351,kg_co2e,0.71,35.46472316692549,176
"China, Hong Kong SAR","Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
Tokelau,"Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
Dominican Republic,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Tonga,"Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
United States Virgin Islands,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Togo,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Democratic Republic of the Congo,"Sheep
& goat

N=176",56.6186083819981,kg_co2e,0.71,35.46472316692549,176
"China, Macao SAR","Sheep
& goat

N=226",959.956979444592,abx,0.71,484.2695171751262,226
Saudi Arabia,"Sheep
& goat

N=176",52.202998247393914,kg_co2e,0.71,35.46472316692549,176
Sudan (former),"Sheep
& goat

N=176",20.19252432963676,kg_co2e,0.71,35.46472316692549,176
United States of America,"Sheep
& goat

N=226",291.51684488798077,abx,0.71,484.2695171751262,226
Chile,"Sheep
& goat

N=226",1463.9218766356632,abx,0.71,484.2695171751262,226
Sri Lanka,"Sheep
& goat

N=176",22.891026694984244,kg_co2e,0.71,35.46472316692549,176
United Republic of Tanzania,"Sheep
& goat

N=226",137.8517380334839,abx,0.71,484.2695171751262,226
Dominica,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Ecuador,"Sheep
& goat

N=226",1094.9164067605634,abx,0.71,484.2695171751262,226
Sudan,"Sheep
& goat

N=176",20.19252432963676,kg_co2e,0.71,35.46472316692549,176
Congo,"Sheep
& goat

N=176",59.7487533400499,kg_co2e,0.71,35.46472316692549,176
United Kingdom of Great Britain and Northern Ireland,"Sheep
& goat

N=226",116.5827456588778,abx,0.71,484.2695171751262,226
"China, Taiwan Province of","Sheep
& goat

N=226",960.1434705225446,abx,0.71,484.2695171751262,226
Saint Vincent and the Grenadines,"Sheep
& goat

N=176",21.6482839410169,kg_co2e,0.71,35.46472316692549,176
Syrian Arab Republic,"Pig
meat

N=191",213.2171339105023,abx,0.73,188.6767323251814,191
Papua New Guinea,"Pig
meat

N=191",140.69582273235486,abx,0.73,188.6767323251814,191
Suriname,"Pig
meat

N=191",509.61073489344847,abx,0.73,188.6767323251814,191
Denmark,"Pig
meat

N=146",6.078936532196269,kg_co2e,0.73,8.008003244225554,146
Barbados,"Pig
meat

N=146",6.4977124251107155,kg_co2e,0.73,8.008003244225554,146
El Salvador,"Pig
meat

N=146",7.741359344548582,kg_co2e,0.73,8.008003244225554,146
Togo,"Pig
meat

N=191",31.94089223970922,abx,0.73,188.6767323251814,191
Brazil,"Pig
meat

N=146",11.175915565183919,kg_co2e,0.73,8.008003244225554,146
Turkey,"Pig
meat

N=191",269.84921900713016,abx,0.73,188.6767323251814,191
Paraguay,"Pig
meat

N=191",215.25810754677852,abx,0.73,188.6767323251814,191
Argentina,"Pig
meat

N=146",12.182459616962948,kg_co2e,0.73,8.008003244225554,146
Belarus,"Pig
meat

N=146",6.900200678642973,kg_co2e,0.73,8.008003244225554,146
Czechia,"Pig
meat

N=146",6.043276985670102,kg_co2e,0.73,8.008003244225554,146
Israel,"Pig
meat

N=146",9.230799744255952,kg_co2e,0.73,8.008003244225554,146
Angola,"Pig
meat

N=146",5.229793980043781,kg_co2e,0.73,8.008003244225554,146
Peru,"Pig
meat

N=191",109.61771093475325,abx,0.73,188.6767323251814,191
Niger,"Pig
meat

N=191",48.3722458797457,abx,0.73,188.6767323251814,191
Sudan,"Pig
meat

N=191",100.41305244931505,abx,0.73,188.6767323251814,191
Honduras,"Pig
meat

N=146",6.81671209221087,kg_co2e,0.73,8.008003244225554,146
Bulgaria,"Pig
meat

N=146",8.55480667512863,kg_co2e,0.73,8.008003244225554,146
Timor-Leste,"Pig
meat

N=191",1.8730515738233506,abx,0.73,188.6767323251814,191
Hungary,"Pig
meat

N=146",12.531319474411196,kg_co2e,0.73,8.008003244225554,146
Botswana,"Pig
meat

N=146",7.500994955692082,kg_co2e,0.73,8.008003244225554,146
Sweden,"Pig
meat

N=191",16.532029964228315,abx,0.73,188.6767323251814,191
Panama,"Pig
meat

N=191",364.7794070812225,abx,0.73,188.6767323251814,191
Democratic People's Republic of Korea,"Pig
meat

N=146",5.073331625000048,kg_co2e,0.73,8.008003244225554,146
Occupied Palestinian Territory,"Pig
meat

N=191",110.81368537862866,abx,0.73,188.6767323251814,191
Dominican Republic,"Pig
meat

N=146",8.100505999324701,kg_co2e,0.73,8.008003244225554,146
Bolivia (Plurinational State of),"Pig
meat

N=146",11.26669057613889,kg_co2e,0.73,8.008003244225554,146
Austria,"Pig
meat

N=146",7.698959364151919,kg_co2e,0.73,8.008003244225554,146
Norway,"Pig
meat

N=191",11.98774850098082,abx,0.73,188.6767323251814,191
Tonga,"Pig
meat

N=191",358.97153480594665,abx,0.73,188.6767323251814,191
Tajikistan,"Pig
meat

N=191",126.06869707019561,abx,0.73,188.6767323251814,191
Oman,"Pig
meat

N=191",213.2171339105023,abx,0.73,188.6767323251814,191
Trinidad and Tobago,"Pig
meat

N=191",585.3620213971532,abx,0.73,188.6767323251814,191
Switzerland,"Pig
meat

N=191",54.99956597799088,abx,0.73,188.6767323251814,191
Côte d'Ivoire,"Pig
meat

N=146",8.701701592214803,kg_co2e,0.73,8.008003244225554,146
Iceland,"Pig
meat

N=146",11.205933003067514,kg_co2e,0.73,8.008003244225554,146
Australia,"Pig
meat

N=146",13.375584721031304,kg_co2e,0.73,8.008003244225554,146
North Macedonia,"Pig
meat

N=191",257.10347680333314,abx,0.73,188.6767323251814,191
Benin,"Pig
meat

N=146",16.2241331974852,kg_co2e,0.73,8.008003244225554,146
Pakistan,"Pig
meat

N=191",645.801508562557,abx,0.73,188.6767323251814,191
India,"Pig
meat

N=146",8.501838427828556,kg_co2e,0.73,8.008003244225554,146
Bosnia and Herzegovina,"Pig
meat

N=146",6.112990141241087,kg_co2e,0.73,8.008003244225554,146
Ecuador,"Pig
meat

N=146",7.655532414621941,kg_co2e,0.73,8.008003244225554,146
Armenia,"Pig
meat

N=146",7.224294184840842,kg_co2e,0.73,8.008003244225554,146
Palau,"Pig
meat

N=191",570.8886640427277,abx,0.73,188.6767323251814,191
Tunisia,"Pig
meat

N=191",77.35684539014785,abx,0.73,188.6767323251814,191
Thailand,"Pig
meat

N=191",1409.619076034689,abx,0.73,188.6767323251814,191
Nigeria,"Pig
meat

N=191",27.48716910960306,abx,0.73,188.6767323251814,191
Democratic Republic of the Congo,"Pig
meat

N=146",5.43241680987667,kg_co2e,0.73,8.008003244225554,146
Ireland,"Pig
meat

N=146",15.748582959198584,kg_co2e,0.73,8.008003244225554,146
Indonesia,"Pig
meat

N=146",9.145368987549842,kg_co2e,0.73,8.008003244225554,146
United States of America,"Pig
meat

N=191",177.23974192639423,abx,0.73,188.6767323251814,191
Turks and Caicos Islands,"Pig
meat

N=191",493.6554664757215,abx,0.73,188.6767323251814,191
Fiji,"Pig
meat

N=146",11.556254488580528,kg_co2e,0.73,8.008003244225554,146
Chile,"Pig
meat

N=146",7.984318986194937,kg_co2e,0.73,8.008003244225554,146
Saint Vincent and the Grenadines,"Pig
meat

N=191",499.9520964940041,abx,0.73,188.6767323251814,191
United Kingdom of Great Britain and Northern Ireland,"Pig
meat

N=191",10.98650661278809,abx,0.73,188.6767323251814,191
Germany,"Pig
meat

N=146",7.0656727029382544,kg_co2e,0.73,8.008003244225554,146
Slovakia,"Pig
meat

N=191",76.02101742833241,abx,0.73,188.6767323251814,191
Vanuatu,"Pig
meat

N=191",219.73822219189506,abx,0.73,188.6767323251814,191
Cook Islands,"Pig
meat

N=146",43.96102961606948,kg_co2e,0.73,8.008003244225554,146
Costa Rica,"Pig
meat

N=146",8.71263566524903,kg_co2e,0.73,8.008003244225554,146
Slovenia,"Pig
meat

N=191",35.80408480324932,abx,0.73,188.6767323251814,191
Ghana,"Pig
meat

N=146",10.61627015422767,kg_co2e,0.73,8.008003244225554,146
Chad,"Pig
meat

N=146",10.994829875448595,kg_co2e,0.73,8.008003244225554,146
Saint Kitts and Nevis,"Pig
meat

N=191",588.5624668070741,abx,0.73,188.6767323251814,191
Viet Nam,"Pig
meat

N=191",232.69367287841482,abx,0.73,188.6767323251814,191
Solomon Islands,"Pig
meat

N=191",210.85215222628543,abx,0.73,188.6767323251814,191
Greece,"Pig
meat

N=146",9.934635112551476,kg_co2e,0.73,8.008003244225554,146
United Arab Emirates,"Pig
meat

N=191",213.2171339105023,abx,0.73,188.6767323251814,191
Central African Republic,"Pig
meat

N=146",8.353614116818001,kg_co2e,0.73,8.008003244225554,146
Samoa,"Pig
meat

N=191",188.6767323251814,abx,0.73,188.6767323251814,191
Uzbekistan,"Pig
meat

N=191",186.2133890949991,abx,0.73,188.6767323251814,191
France,"Pig
meat

N=146",6.751069078350898,kg_co2e,0.73,8.008003244225554,146
Serbia,"Pig
meat

N=191",130.83116282890896,abx,0.73,188.6767323251814,191
Colombia,"Pig
meat

N=146",7.310164421020865,kg_co2e,0.73,8.008003244225554,146
Senegal,"Pig
meat

N=191",36.18895627692543,abx,0.73,188.6767323251814,191
"China, mainland","Pig
meat

N=146",9.597766622306535,kg_co2e,0.73,8.008003244225554,146
Gabon,"Pig
meat

N=146",7.6414136728154745,kg_co2e,0.73,8.008003244225554,146
Saudi Arabia,"Pig
meat

N=191",213.2171339105023,abx,0.73,188.6767323251814,191
Georgia,"Pig
meat

N=146",5.198433525426368,kg_co2e,0.73,8.008003244225554,146
Sierra Leone,"Pig
meat

N=191",31.395070333186617,abx,0.73,188.6767323251814,191
"China, Taiwan Province of","Pig
meat

N=146",9.597766622306535,kg_co2e,0.73,8.008003244225554,146
Gambia,"Pig
meat

N=146",9.776050566332268,kg_co2e,0.73,8.008003244225554,146
Congo,"Pig
meat

N=146",4.732290497044457,kg_co2e,0.73,8.008003244225554,146
Sao Tome and Principe,"Pig
meat

N=191",27.881143622100456,abx,0.73,188.6767323251814,191
Uruguay,"Pig
meat

N=191",406.00940933198933,abx,0.73,188.6767323251814,191
United Republic of Tanzania,"Pig
meat

N=191",93.2424164314084,abx,0.73,188.6767323251814,191
Singapore,"Pig
meat

N=191",645.4100007450278,abx,0.73,188.6767323251814,191
Finland,"Pig
meat

N=146",6.608582523166773,kg_co2e,0.73,8.008003244225554,146
Philippines,"Pig
meat

N=191",276.3115656551952,abx,0.73,188.6767323251814,191
Croatia,"Pig
meat

N=146",8.399523339384487,kg_co2e,0.73,8.008003244225554,146
Ukraine,"Pig
meat

N=191",130.22378906114668,abx,0.73,188.6767323251814,191
Qatar,"Pig
meat

N=191",213.2171339105023,abx,0.73,188.6767323251814,191
Estonia,"Pig
meat

N=146",6.397946541569379,kg_co2e,0.73,8.008003244225554,146
Cabo Verde,"Pig
meat

N=146",34.807803805118624,kg_co2e,0.73,8.008003244225554,146
Guinea-Bissau,"Pig
meat

N=146",10.709190629603194,kg_co2e,0.73,8.008003244225554,146
Puerto Rico,"Pig
meat

N=191",516.9105432888292,abx,0.73,188.6767323251814,191
Seychelles,"Pig
meat

N=191",98.49981163307358,abx,0.73,188.6767323251814,191
Burundi,"Pig
meat

N=146",7.040827032533486,kg_co2e,0.73,8.008003244225554,146
Cambodia,"Pig
meat

N=146",8.330291964466618,kg_co2e,0.73,8.008003244225554,146
Spain,"Pig
meat

N=191",176.17324906480366,abx,0.73,188.6767323251814,191
Portugal,"Pig
meat

N=191",261.0673550017315,abx,0.73,188.6767323251814,191
Cyprus,"Pig
meat

N=146",9.04826201123765,kg_co2e,0.73,8.008003244225554,146
Albania,"Pig
meat

N=146",7.313957421081442,kg_co2e,0.73,8.008003244225554,146
Sri Lanka,"Pig
meat

N=191",345.1562569487596,abx,0.73,188.6767323251814,191
Poland,"Pig
meat

N=191",235.93729228706485,abx,0.73,188.6767323251814,191
Burkina Faso,"Pig
meat

N=146",9.922760184343117,kg_co2e,0.73,8.008003244225554,146
Haiti,"Pig
meat

N=146",8.261844925139085,kg_co2e,0.73,8.008003244225554,146
Guyana,"Pig
meat

N=146",8.678383430014184,kg_co2e,0.73,8.008003244225554,146
Rwanda,"Pig
meat

N=191",32.16256774011311,abx,0.73,188.6767323251814,191
Tuvalu,"Pig
meat

N=191",302.0666105233847,abx,0.73,188.6767323251814,191
South Africa,"Pig
meat

N=191",88.1356946709459,abx,0.73,188.6767323251814,191
Ethiopia,"Pig
meat

N=146",6.570469219377598,kg_co2e,0.73,8.008003244225554,146
Guadeloupe,"Pig
meat

N=146",9.569327969163018,kg_co2e,0.73,8.008003244225554,146
Yemen,"Pig
meat

N=191",213.2171339105023,abx,0.73,188.6767323251814,191
Russian Federation,"Pig
meat

N=191",180.52062611396738,abx,0.73,188.6767323251814,191
Uganda,"Pig
meat

N=191",32.36255582012884,abx,0.73,188.6767323251814,191
Zambia,"Pig
meat

N=191",36.3329207535414,abx,0.73,188.6767323251814,191
Romania,"Pig
meat

N=191",97.2398183463452,abx,0.73,188.6767323251814,191
Cuba,"Pig
meat

N=146",8.34993349119626,kg_co2e,0.73,8.008003244225554,146
Canada,"Pig
meat

N=146",5.048182266538736,kg_co2e,0.73,8.008003244225554,146
Somalia,"Pig
meat

N=191",29.868625968225945,abx,0.73,188.6767323251814,191
Eswatini,"Pig
meat

N=146",6.067646316676148,kg_co2e,0.73,8.008003244225554,146
Republic of Moldova,"Pig
meat

N=191",312.8232523657584,abx,0.73,188.6767323251814,191
Zimbabwe,"Pig
meat

N=191",60.49337269665245,abx,0.73,188.6767323251814,191
Cameroon,"Pig
meat

N=146",5.287950989188034,kg_co2e,0.73,8.008003244225554,146
Guinea,"Pig
meat

N=146",8.125106109141086,kg_co2e,0.73,8.008003244225554,146
Republic of Korea,"Pig
meat

N=191",391.8762324834212,abx,0.73,188.6767323251814,191
Guatemala,"Pig
meat

N=146",5.898115564875367,kg_co2e,0.73,8.008003244225554,146
Saint Lucia,"Pig
meat

N=191",482.47104881158447,abx,0.73,188.6767323251814,191
Luxembourg,"Pig
meat

N=146",7.235137621622909,kg_co2e,0.73,8.008003244225554,146
Nicaragua,"Pig
meat

N=191",278.82029897075495,abx,0.73,188.6767323251814,191
Estonia,"Pig
meat

N=191",73.77888754175342,abx,0.73,188.6767323251814,191
Romania,"Pig
meat

N=146",7.359009561179529,kg_co2e,0.73,8.008003244225554,146
Equatorial Guinea,"Pig
meat

N=191",89.45852729195194,abx,0.73,188.6767323251814,191
Russian Federation,"Pig
meat

N=146",6.078141009378736,kg_co2e,0.73,8.008003244225554,146
El Salvador,"Pig
meat

N=191",324.3085477569986,abx,0.73,188.6767323251814,191
Egypt,"Pig
meat

N=191",81.69436008499389,abx,0.73,188.6767323251814,191
Rwanda,"Pig
meat

N=146",6.1484842227472685,kg_co2e,0.73,8.008003244225554,146
Réunion,"Pig
meat

N=146",32.48367675612575,kg_co2e,0.73,8.008003244225554,146
Ecuador,"Pig
meat

N=191",403.97835310950916,abx,0.73,188.6767323251814,191
Samoa,"Pig
meat

N=146",61.56768294955661,kg_co2e,0.73,8.008003244225554,146
Dominican Republic,"Pig
meat

N=191",501.58862127678833,abx,0.73,188.6767323251814,191
Dominica,"Pig
meat

N=191",450.56012206390733,abx,0.73,188.6767323251814,191
Djibouti,"Pig
meat

N=191",100.41305244931505,abx,0.73,188.6767323251814,191
Republic of Moldova,"Pig
meat

N=146",6.26957114052444,kg_co2e,0.73,8.008003244225554,146
Senegal,"Pig
meat

N=146",9.154683695503163,kg_co2e,0.73,8.008003244225554,146
Serbia,"Pig
meat

N=146",5.210181585960182,kg_co2e,0.73,8.008003244225554,146
Democratic Republic of the Congo,"Pig
meat

N=191",48.36776075599649,abx,0.73,188.6767323251814,191
Sierra Leone,"Pig
meat

N=146",9.613873248605124,kg_co2e,0.73,8.008003244225554,146
Côte d'Ivoire,"Pig
meat

N=191",57.29058471782762,abx,0.73,188.6767323251814,191
Singapore,"Pig
meat

N=146",19.98849577495761,kg_co2e,0.73,8.008003244225554,146
Czechia,"Pig
meat

N=191",81.01163632502649,abx,0.73,188.6767323251814,191
Slovakia,"Pig
meat

N=146",5.292079964841245,kg_co2e,0.73,8.008003244225554,146
Cyprus,"Pig
meat

N=191",652.1226930505425,abx,0.73,188.6767323251814,191
Slovenia,"Pig
meat

N=146",6.606281423308445,kg_co2e,0.73,8.008003244225554,146
Croatia,"Pig
meat

N=191",83.75431794790867,abx,0.73,188.6767323251814,191
Solomon Islands,"Pig
meat

N=146",8.950912037737867,kg_co2e,0.73,8.008003244225554,146
Costa Rica,"Pig
meat

N=191",471.9551244787872,abx,0.73,188.6767323251814,191
Congo,"Pig
meat

N=191",36.35688655971447,abx,0.73,188.6767323251814,191
Denmark,"Pig
meat

N=191",36.93753581369863,abx,0.73,188.6767323251814,191
Eswatini,"Pig
meat

N=191",37.58431215496779,abx,0.73,188.6767323251814,191
Ethiopia,"Pig
meat

N=191",32.15740470753227,abx,0.73,188.6767323251814,191
Republic of Korea,"Pig
meat

N=146",11.148364643738555,kg_co2e,0.73,8.008003244225554,146
Iceland,"Pig
meat

N=191",12.557774507762556,abx,0.73,188.6767323251814,191
Niger,"Pig
meat

N=146",7.747466163897076,kg_co2e,0.73,8.008003244225554,146
Hungary,"Pig
meat

N=191",176.98330311463744,abx,0.73,188.6767323251814,191
Honduras,"Pig
meat

N=191",431.3930989591374,abx,0.73,188.6767323251814,191
Nigeria,"Pig
meat

N=146",7.851907753710759,kg_co2e,0.73,8.008003244225554,146
Haiti,"Pig
meat

N=191",176.89700781948162,abx,0.73,188.6767323251814,191
North Macedonia,"Pig
meat

N=146",7.108961746868389,kg_co2e,0.73,8.008003244225554,146
Guyana,"Pig
meat

N=191",594.9581616804755,abx,0.73,188.6767323251814,191
Guinea-Bissau,"Pig
meat

N=191",31.252039525962513,abx,0.73,188.6767323251814,191
Norway,"Pig
meat

N=146",13.37564932067062,kg_co2e,0.73,8.008003244225554,146
Guinea,"Pig
meat

N=191",31.646744717889696,abx,0.73,188.6767323251814,191
Guatemala,"Pig
meat

N=191",311.7241711471291,abx,0.73,188.6767323251814,191
Grenada,"Pig
meat

N=191",506.04310969953906,abx,0.73,188.6767323251814,191
Panama,"Pig
meat

N=146",8.809422676464722,kg_co2e,0.73,8.008003244225554,146
Greece,"Pig
meat

N=191",249.63032964778446,abx,0.73,188.6767323251814,191
Papua New Guinea,"Pig
meat

N=146",8.282238830745891,kg_co2e,0.73,8.008003244225554,146
Ghana,"Pig
meat

N=191",52.410725599566156,abx,0.73,188.6767323251814,191
Paraguay,"Pig
meat

N=146",10.01834590802477,kg_co2e,0.73,8.008003244225554,146
Germany,"Pig
meat

N=191",99.41236407600825,abx,0.73,188.6767323251814,191
Georgia,"Pig
meat

N=191",251.02497039736215,abx,0.73,188.6767323251814,191
Peru,"Pig
meat

N=146",6.046026767866359,kg_co2e,0.73,8.008003244225554,146
Gambia,"Pig
meat

N=191",29.348239732992823,abx,0.73,188.6767323251814,191
Philippines,"Pig
meat

N=146",7.563811964661239,kg_co2e,0.73,8.008003244225554,146
Gabon,"Pig
meat

N=191",88.5339492484357,abx,0.73,188.6767323251814,191
Poland,"Pig
meat

N=146",8.961233625897956,kg_co2e,0.73,8.008003244225554,146
France,"Pig
meat

N=191",64.24507664776985,abx,0.73,188.6767323251814,191
