FishstatJ commodity metadata for trade matrix,,
FAO. 2021. Fishery and Aquaculture Statistics. Global fish trade - By partner country. 2019 (FishstatJ). In: FAO Fisheries and Aquaculture Division [online]. Rome. Updated 2021. www.fao.org/fishery/statistics/software/fishstatj/en,,
FAO_CODE,NAME.EN,EBXID
034.4.4.2.5.1,"Flounders, halibuts, soles, meat, minced or not, frozen",1449
034.4.4.2.5.1.60,"Megrim, meat, whether or not minced, frozen",1450
034.4.4.2.5.1.90,"Flatfish, meat, whether or not minced, frozen",1451
034.4.4.2.5.2.11,"Atlantic cod, meat, frozen",1452
034.4.4.2.5.2.12,"Pacific cod, meat, frozen",1453
034.4.4.2.5.7,"Miscellaneous pelagic fish meat, frozen",1454
034.4.4.2.5.7.10,"Pomfrets, ocean breams, meat, frozen",1455
034.4.4.2.5.7.90,"Miscellaneous pelagic fish meat, nei, frozen",1456
034.4.4.2.5.9.95,"Miscellaneous marine fish meat, minced or not, frozen, nei",1457
034.4.4.2.6,"Fish meat, whether or not minced, frozen",1458
035.02.1.5.9.90,"Miscellaneous marine fish nei, dried, whether or not salted",1459
035.02.2.3,"Freshwater fish, salted and in brine",1460
035.02.2.3.9,"Miscellaneous freshwater fish, salted and in brine",1461
035.02.2.3.9.90,"Miscellaneous freshwater fish nei, salted and in brine",1462
035.02.1.5.1.11,"Atlantic halibut, dried, whether or not salted",1463
035.02.3.5.1.19,"Halibut fillets nei, dried, salted or in brine",1464
035.03.5.3,"Miscellaneous coastal fish, smoked",1465
035.03.5.3.90,"Miscellaneous coastal fish, nei, smoked",1466
035.03.6,"Fish, smoked",1467
035.03.6.90,"Fish fillets, smoked",1468
035.03.6.95,"Fish nei, smoked",1469
036.0.1.1.1.50,"Shrimps, prawns live, for breeding and other purposes",1470
036.0.1.3.1.50,"Freshwater shrimps and prawns, live, fresh or chilled",1472
036.0.1.3.2.10,"King crabs, fresh or chilled",1473
036.0.1.3.2.20,"Tanner crabs, fresh or chilled",1474
036.0.1.3.3.51,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), whole, fresh or chilled",1475
036.0.1.3.3.52,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), meat or tails, fh or chld",1476
036.0.1.3.3.59,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",1477
036.0.1.4.1.50,"Freshwater shrimps and prawns, frozen",1478
036.0.1.4.3.51,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), whole, frozen",1479
036.0.1.4.3.52,"Rock lobster & other sea crawfish (Palinurus, Panulirus, Jasus), meat or tails, frozen",1480
036.0.1.4.3.59,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",1481
036.0.1.4.5.50,"Deepwater rose shrimps (Parapenaeus longirostris), frozen",1482
036.0.1.6.1,"Freshwater crustaceans, not frozen",1483
036.0.1.6.1.10,"Crayfish (freshwater), not frozen",1484
036.0.1.6.1.90,"Freshwater crustaceans, not frozen, nei",1485
036.0.1.6.2,"Crabs, not frozen",1486
036.0.1.6.3,"Lobsters, spiny-rock lobsters, etc., not frozen",1487
036.0.1.6.3.30,"Norway lobsters (Nephrops spp.), nei, not frozen",1488
036.0.1.6.5,"Shrimps and prawns, not frozen",1489
036.0.1.6.5.20,"Shrimps and prawns (Pandalus spp.), not frozen",1490
036.0.1.6.5.30,"Common (=Crangon) shrimp, not frozen",1491
036.0.1.6.9,"Miscellaneous crustaceans, not frozen",1492
036.0.2.3.4.20,"Mussels of the genus Mytilus spp., live, fresh or chilled",1493
036.0.2.3.4.30,"Mussels of the genus Perna spp. live, fresh or chilled",1494
036.0.2.3.5.95,"Scallops, live, fresh or chilled, nei",1495
036.0.2.5.2,"Univalves, dried, salted or in brine, smoked",1498
036.0.2.5.3,"Oysters, dried, salted, in brine, smoked",1499
036.0.2.5.4,"Mussels, dried, salted or in brine,smoked",1500
036.0.2.5.5,"Scallops, dried, salted or in brine, smoked",1501
036.0.2.6.4,"Mussels, other than live, fresh or chilled",1503
036.0.2.6.5,"Scallops, pectens etc.  other than live, fresh or chilled",1504
036.0.2.6.7,"Cephalopods, other than live, fresh or chilled",1505
036.0.2.6.9,"Miscellaneous molluscs & aq. inv., other than live, fresh or chilled",1506
036.0.2.6.9.95,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",1507
037.1.1.3.2,"Tilapias and other cichlids prep. or pres., not minced",1509
037.1.1.3.2.20,"Tilapias prepared or preserved, not minced",1510
037.1.1.4.3.251,"Pink salmon, not minced, in oil, prepared or preserved",1511
037.1.1.4.3.271,"Sockeye salmon prepared or preserved, not minced, in oil",1512
037.1.1.4.3.391,"Salmon nei, not minced, in oil, prepared or preserved",1513
037.1.1.4.3.392,"Salmon nei, not minced, prep.or pres, in airtight containers",1514
037.1.1.4.3.393,"Salmon nei prep. or pres., not minced, not in airtight containers",1515
037.1.1.4.3.50,"Trouts, not minced, prepared or preserved",1516
037.1.1.5.2.29,"Alaska pollock, not minced, prepared or preserved",1517
037.1.1.5.5.192,"Herrings, not minced, marinated, prepared or preserved",1518
037.1.1.5.5.196,"Herrings, not minced, pickled, incl. fillets, prep. or pres.",1519
037.1.1.5.5.197,"Herrings, not minced, prep. or pres. in airtight containers, nei",1520
037.1.1.5.5.701,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, in oil",1521
037.1.1.5.6.15,"Plain bonito prep. or pres., not minced",1522
037.1.1.5.6.961,"Loins of Euthynnus other than skipjack, prep. or pres.",1523
037.1.1.5.6.969,"Euthynnus other than skipjack prep. or pres. not minced, nei",1524
037.1.1.5.8,"Sharks, rays, chimaeras, prepared or preserved, not minced",1525
037.1.1.5.8.30,"Shark fins, prepared or preserved",1526
037.1.1.6,"Fish, prepared or preserved, not minced",1527
037.1.1.6.94,"Fish not minced, prep. or pres., in airtight containers",1528
037.1.1.6.95,"Fish not minced, prep. or pres., not in airtight containers",1529
037.1.1.6.96,"Fish not minced, in oil, prepared or preserved",1530
037.1.1.6.99,"Fish nei, prepared or preserved, not minced",1531
037.1.3.4,"Diadromous fish minced, products and preparations",1532
037.1.3.4.3,"Salmons, trouts, smelts, minced, prepared or preserved",1533
037.1.3.5,"Marine fish minced, prepared or preserved",1534
037.1.3.5.5,"Herrings, sardines, anchovies, etc. minced, prepared or preserved",1535
037.1.3.5.5.60,"Anchovies minced, prepared or preserved",1536
037.1.3.5.5.70,"Sardines, sardinellas, sprats minced, prepared or preserved",1537
037.1.3.5.6,"Tunas, bonitos, billfishes, minced, prepared or preserved",1538
037.1.3.5.6.99,"Tunas, bonitos, billfishes, nei, minced, prepared or preserved",1539
037.1.3.5.7,"Miscellaneous pelagic fish, minced, prepared or preserved",1540
037.1.3.5.7.69,"Mackerel, minced, prepared or preserved",1541
037.1.3.5.7.90,"Miscellaneous pelagic fish nei, minced, prepared or preserved",1542
037.1.3.5.9,"Miscellaneous marine fish, minced, prepared or preserved",1543
037.1.3.5.9.96,"Fingers, sticks, prepared with minced fish",1544
037.1.3.5.9.97,Fish crackers,1545
037.1.3.6,"Fish minced, prepared or preserved",1546
037.2.1.1.2.20,"Tanner crab meat, prepared or preserved",1547
037.2.1.1.2.901,"Crab meat frozen, prepared or preserved",1548
037.2.1.1.2.902,"Crab meat, in airtight containers, prep.or pres.",1549
037.2.2.1.7.10,"Cuttlefishes, prepared or preserved",1550
037.2.2.1.7.39,"Squids, prepared or preserved, nei",1551
037.2.2.1.7.60,"Octopus, prepared or preserved",1552
081.42.1.5,Fishmeal from marine fish,1553
411.11.5,"Marine fishes, liver oils",1554
411.11.5.8,"Sharks, rays, chimaeras, liver oil",1555
411.12.4,"Diadromous fish, oil",1556
411.12.4.4,"Shads, oil",1557
411.12.5,Marine fish oil,1558
411.12.5.7,"Miscellaneous pelagic fish, oil",1559
411.12.5.8,"Sharks, rays, chimaeras, oil",1560
034.4.4.2.5.4.17,"Toothfish (Dissostichus spp.), meat, frozen",1561
035.02.2.6,"Fish, salted or in brine",1562
036.0.1.6.5.40,"Shrimps and prawns (Penaeus spp.), not frozen",1563
037.1.3.3,"Freshwater fish prepared or preserved, minced",1564
037.1.3.3.9,"Miscellaneous freshwater fish, prep. or pres., minced",1565
037.1.3.3.9.90,"Freshwater fish nei prepared or preserved, minced",1566
034.2.5.6.21,"Skipjack tuna, gilled, gutted, frozen",1567
034.2.5.6.22,"Skipjack tuna, heads-off, etc., frozen",1568
034.2.5.6.61,"Bigeye tuna, gilled, gutted, frozen",1569
034.2.5.6.62,"Bigeye tuna, heads-off, etc., frozen",1570
034.3.2.2.5.6,"Tunas, bonitos, billfishes, meat, fresh or chilled",1571
034.3.2.2.5.6.80,"Swordfish, meat, fresh or chilled",1572
034.3.2.2.5.4,"Miscellaneous demersal fish meat, fresh or chilled",1573
034.3.2.2.5.4.17,"Toothfish (Dissostichus spp.), meat, fresh or chilled",1574
034.3.2.2.5.4.90,"Miscellaneous demersal fish meat, fresh or chilled, nei",1575
034.4.1.5.7.10,"Pomfrets, ocean breams, fillets, frozen",1576
035.02.3.4.3.39,"Salmon fillets, dried, salted or in brine",1577
035.02.1.5.5.193,"Herrings, dried, whether or not salted",1578
035.02.1.5.1,"Flounders, halibuts, soles, dried, whether or not salted",1579
035.02.1.5.1.19,"Halibuts nei, dried, whether or not salted",1580
035.02.1.5.1.90,"Flatfish nei, dried, whether or not salted",1581
035.02.1.5.1.13,"Greenland halibut, dried, whether or not salted",1582
036.0.2.6.4.20,"Mussels of the genus Mytilus spp., other than live, fresh or chilled",1583
036.0.2.6.4.30,"Mussels of the genus Perna spp., other than live, fresh or chilled",1584
036.0.2.6.7.19,"Cuttlefishes, other than live, fresh or chilled",1585
036.0.2.6.7.39,"Squids, other than live, fresh or chilled",1586
411.11.5.1,"Flounders, halibuts, soles, liver oils",1587
411.11.5.1.19,"Halibuts, liver oils",1588
037.2.1.1.5.905,"Shrimps and prawns, prep. or pres., in airtight containers",1589
037.2.2.1.4.91,"Mussel meat, prep. or pres., not in airtight containers",1590
037.2.2.1.4.92,"Mussel meat, prep. or pres., in airtight containers",1591
036.0.1.6.2.10,"King crabs, not frozen",1592
036.0.1.6.2.30,"Edible crab (Cancer pagurus), not frozen",1593
036.0.1.4.2.30,"Crab (Cancer pagurus), frozen",1594
036.0.1.5.3,"Lobsters, dried, salted or in brine, smoked",1596
036.0.1.5.3.90,"Lobsters, dried, salted or in brine, smoked nei",1597
036.0.2.5.6,"Clams, cockles, arkshells, etc., dried, salted or in brine, smoked",1598
036.0.2.5.6.10,"Clams, cockles, arkshells nei, dried, salted or in brine, smoked",1599
037.2.1.1.3,"Lobsters, spiny-rock lobsters, etc., prepared or preserved",1600
037.2.2.1.3.30,Oyster sauce,1601
081.42.1.5.9.99,Fishmeal obtained from fish waste/offals,1602
034.4.1.5.8.66,"Porbeagle shark (Lamna nasus), fillets, frozen",1603
034.2.5.8.66,"Porbeagle shark (Lamna nasus), frozen",1604
034.1.5.8.66,"Porbeagle shark (Lamna nasus), fresh or chilled",1605
036.0.2.3.2.30,"Stromboid conchs, live, fresh or chilled",1606
036.0.2.4.2.30,"Stromboid conchs (Strombus spp), frozen",1607
036.0.2.5.2.30,"Stromboid conchs, dried, salted or in brine, smoked",1608
037.2.2.1.2.30,"Stromboid conchs meat, prepared or preserved",1609
037.1.3.5.6.91,"Tunas nei, minced, prepared or preserved",1610
036.0.2.6.6,"Clams, cockles, arkshells, etc., other than live, fresh or chilled",1611
036.0.2.6.6.10,"Clams, shucked or not, other than live, fresh or chilled",1612
037.1.3.6.91,"Fish minced nei, in airtight containers prepared or preserved",1616
037.1.3.6.92,"Fish minced nei, not in airtight containers prepared or preserved",1617
036.0.2.6.2,"Univalves, other than live, fresh or chilled",1618
036.0.2.6.2.10,"Abalones, shucked or not, other than live,fresh or chilled",1619
034.1.3.9.55,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",1620
034.1.5.2.50,"Blue whitings (Micromesistius poutassou, Micromesistius australis), fresh or chilled",1621
034.1.9.2,"Fish heads, tails, fins, maws, tongues, fresh or chilled",1622
034.1.9.2.10,"Fish heads, tails, maws, tongues, fresh or chilled",1623
034.1.9.2.30,"Shark fins, fresh or chilled",1624
034.2.3.9.55,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",1625
034.2.5.2.50,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",1626
034.3.1.3.9.85,"Carps, eels and snakeheads, fillets, fresh or chilled",1627
034.3.1.5.6.95,"Tunas, bonitos, billfishes fillets, fresh or chilled, nei",1628
034.3.2.1.4.5,"Miscellaneous diadromous fish steaks, fresh or chilled",1629
034.3.2.1.4.5.90,"Diadromous fish steaks, fresh or chilled, nei",1630
034.3.2.2.3.87,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",1631
034.3.2.2.4,"Diadromous fish meat, wheter or not minced, fresh or chilled",1632
034.3.2.2.4.3,"Salmons, trouts, smelts meat, fresh or chilled",1633
034.3.2.2.4.3.90,"Salmonoids meat, fresh or chilled, nei",1634
034.3.2.2.4.5,"Miscellaneous diadromous fish meat, wheter or not minced, fresh or chilled",1635
034.3.2.2.4.5.90,"Diadromous fish meat, wheter or not minced, fresh or chilled, nei",1636
034.3.2.2.5.1,"Flounders, halibuts, soles meat, fresh or chilled",1637
034.3.2.2.5.1.90,"Flatfish meat, fresh or chilled, nei",1638
034.3.2.2.5.2,"Cods, hakes, haddocks, etc. meat, fresh or chilled",1639
034.3.2.2.5.2.90,"Gadiformes, meat, fresh or chilled, nei",1640
034.3.2.2.5.3,"Miscellaneous coastal fish meat, whether or not minced, fresh or chilled",1641
034.3.2.2.5.3.90,"Coastal fish meat, whether or not minced, fresh or chilled, nei",1642
034.3.2.2.5.5.90,"Clupeoids, meat, fresh or chilled, nei",1643
034.3.2.2.5.6.95,"Tunas, bonitos, billfishes, meat, fresh or chilled, nei",1644
034.3.2.2.5.7,"Miscellaneous pelagic fish meat, whether or not minced, fresh or chilled",1645
034.3.2.2.5.7.90,"Pelagic fish meat, whether or not minced, fresh or chilled, nei",1646
034.3.2.2.5.8,"Sharks, rays, chimeras etc. meat, whether or not minced, fresh or chilled",1647
034.3.2.2.5.8.90,"Sharks, rays, chimeras etc. meat, whether or not minced, fresh or chilled, nei",1648
034.4.1.3.9.85,"Carps, eels and snakeheads, fillets, frozen",1649
034.4.1.5.6.95,"Tunas, bonitos, billfishes etc, fillets, frozen, nei",1650
034.4.3.5.2.90,"Gadiformes, portions and sticks, frozen, nei",1651
034.4.4.1.3.9.90,"Freshwater fish, steaks, frozen, nei",1652
034.4.4.2.3.9.30,"Catfish  meat, frozen",1653
034.4.4.2.3.9.87,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",1654
034.4.4.2.4,"Diadromous fish meat, whether or not minced, frozen",1655
034.4.4.2.4.5.90,"Diadromous fish meat, whether or not minced, frozen, nei",1656
034.4.4.2.5.2.95,"Gadiformes, meat, whether or not minced, frozen, nei",1657
034.4.4.2.5.5.90,"Clupeoids, meat, whether or not minced, frozen, nei",1658
034.4.4.2.5.6.90,"Tuna meat, whether or not minced, frozen",1659
034.4.4.2.5.8,"Sharks, rays, chimaeras meat, frozen",1660
034.4.4.2.5.8.70,"Dogfish (Squalidae) and other sharks, meat, frozen",1661
034.4.4.2.5.8.90,"Sharks, rays, chimaeras meat, frozen, nei",1663
035.02.1.4.5,"Miscellaneous diadromous fish, dried, whether or not salted",1664
035.02.1.4.5.90,"Diadromous fish, dried, whether or not salted, nei",1665
035.02.1.5.6.95,"Tunas, bonitos, billfishes, etc., dried, whether or not salted, nei",1666
035.02.1.5.7,"Miscellaneous pelagic fish, dried, whether or not salted",1667
035.02.1.5.7.90,"Miscellaneous pelagic fish nei, dried, whether or not salted",1668
035.02.1.5.8,"Sharks, rays, chimeras, dried, whether or not salted",1669
035.02.1.5.8.90,"Sharks, rays, chimeras, dried, whether or not salted, nei",1670
035.02.2.3.9.87,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine",1671
035.02.2.5.6.95,"Tunas, bonitos, billfishes, salted or in brine, nei",1672
035.02.2.5.8,"Sharks, rays, chimeras, salted or in brine",1673
035.02.2.5.8.90,"Sharks, rays, chimeras, salted or in brine, nei",1674
035.02.3.3.9.87,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",1675
035.02.3.5.1.90,"Flatfish, fillets, dried, salted or in brine, nei",1676
035.02.3.5.6.99,"Tunas, bonitos, billfishes, fillets, dried, salted or in brine, nei",1677
035.02.3.9.2.90,"Other  edible fish offal, smoked, dried, salted or in brine",1678
035.03.3.9.87,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",1679
035.03.5.6.95,"Tunas, bonitos, billfishes, smoked, nei",1680
035.03.5.8,"Sharks, rays, chimaeras, smoked",1681
035.03.5.8.90,"Sharks, rays, chimaeras, smoked, nei",1682
036.0.1.4.5.10,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",1683
036.0.1.4.5.60,"Shrimps and prawns, other than coldwater, even smoked, frozen",1684
036.0.1.6.5.10,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), not frozen",1685
036.0.2.3.6.80,"Clams, cockles, arkshells, live, fresh or chilled",1687
036.0.2.5.2.90,"Univalves, dried, salted or in brine, smoked nei",1688
036.0.2.6.2.90,"Univalves, other than live, fresh or chilled, nei",1689
036.0.2.6.3,"Oysters, other than live, fresh or chilled",1690
036.0.2.6.3.10,"Oysters, other than live, fresh or chilled, nei",1691
036.0.2.6.6.80,"Clams, cockles, arkshells, other than live, fresh or chilled",1692
036.0.2.6.6.90,"Bivalves nei, other than live, fresh or chilled",1693
036.0.2.6.7.90,"Cephalopods nei, other than live, fresh or chilled",1694
036.0.2.6.8,"Miscellaneous aquatic invertebrates, other than live, fresh or chilled",1695
037.1.1.5.1,"Flounders, halibuts, soles, etc., prepared or preserved, not minced",1696
037.1.1.5.1.90,"Flatfish nei, prepared or preserved, not minced",1697
037.1.1.5.6.99,"Tunas, bonitos, billfishes etc., prepared or preserved, not minced, nei",1698
037.1.1.5.8.90,"Sharks, rays, chimaeras, prepared or preserved, not minced, nei",1699
037.1.3.4.5,"Miscellaneous diadromous fish minced, prepared or preserved",1700
037.1.3.4.5.90,"Diadromous fish minced, prepared or preserved, nei",1701
037.1.3.5.1,"Flounders, halibuts, soles etc., minced, prepared or preserved",1702
037.1.3.5.1.90,"Flatfish nei, minced, prepared or preserved",1703
037.1.3.5.2,"Cods, hakes, haddocks, etc, minced, prep. or pres.",1704
037.1.3.5.2.90,"Gadiformes, minced, prepared or preserved, nei",1705
037.1.3.5.3,"Coastal fishes, minced, prepared or preserved",1706
037.1.3.5.3.90,"Miscellaneous coastal fish nei, minced, prepared or preserved",1707
037.1.3.5.4,"Demersal fishes, minced, prepared or preserved",1708
037.1.3.5.4.90,"Miscellaneous demersal fish nei, minced, prepared or preserved",1709
037.1.3.5.5.90,"Clupeoids nei, minced, prepared or preserved",1710
037.2.2.1.7.50,"Cuttlefish and squid, prepared or preserved",1711
411.11.5.1.90,"Flatfish nei, liver oils",1712
411.12.4.5,"Miscellaneous diadromous fish, oil",1713
411.12.4.5.90,"Diadromous fish nei, oil",1714
411.12.5.2.90,"Gadiformes, oil, nei",1715
411.12.5.7.90,"Pelagic fish oils, nei",1716
034.3.2.2.5.6.90,"Tunas, meat, fresh or chilled",1717
034.4.4.2.4.3,"Salmons, trouts, smelts, meat. frozen",1718
034.4.4.2.4.3.39,"Salmons, meat. frozen",1719
034.4.4.2.4.3.50,"Trouts, meat, frozen",1720
034.4.4.2.4.3.90,"Salmonoids, meat, frozen",1721
034.4.4.2.4.5,"Miscellaneous diadromous fish meat, whether or not minced, frozen",1722
035.02.1.4.2,"River eels, dried, whether or not salted, not smoked",1723
035.02.1.4.2.10,"River eels, dried, whether or not salted, not smoked, nei",1724
035.02.1.4.3.39,"Salmons, dried, whether or not salted, not smoked, nei",1725
035.02.1.4.5.15,"Alewife, dried, whether or not salted",1726
035.02.1.5.2.40,"Saithe, dried, whether or not salted, but not smoked",1727
035.02.1.5.2.61,"Hakes, dried, whether or not salted, but not smoked",1728
035.02.1.5.2.70,"Ling, dried, whether or not salted, but not smoked",1729
035.02.1.5.2.80,"Tusk, dried, whether or not salted, but not smoked",1730
035.02.1.5.2.99,"Gadiformes, dried, whether or not salted, but not smoked",1731
035.02.1.5.5.55,"European anchovy, dried, whether or not salted, but not smoked",1732
035.02.1.5.5.21,"Pilchards, dried, whether or not salted, but not smoked",1733
035.02.1.5.5.60,"Anchovies nei, dried, whether or not salted, but not smoked",1734
035.02.1.5.5.70,"Bonga shad, dried, whether or not salted, but not smoked",1735
035.02.1.5.6.10,"Bonito, dried, whether or not salted, but not smoked",1736
035.02.1.5.6.91,"Tunas, nei, dried, whether or not salted, but not smoked",1737
035.02.1.5.7.02,"Saury, dried, whether or not salted, but not smoked",1738
035.02.1.5.7.69,"Mackerel, dried, whether or not salted, but not smoked",1739
035.02.1.5.8.70,"Sharks, dried, whether or not salted, but not smoked",1740
035.02.1.6,"Miscellaneous fishes, dried, whether or not salted",1741
035.02.1.6.91,"Fish nei, dried, unsalted",1742
035.02.1.6.92,"Fish nei, dried and salted",1743
035.02.1.6.99,"Fish dried, whether or not salted, nei",1744
035.02.2.4.3.50,"Trouts, salted or in brine",1745
035.02.2.5.2.30,"Haddock, salted or in brine",1746
035.02.3.6,"Fish fillets, dried, salted or in brine",1747
035.02.3.6.99,"Fish fillets, dried, salted or in brine, nei",1748
036.0.2.3.8,"Miscellaneous aquatic invertebrates, live, fresh or chilled",1749
036.0.2.3.8.10,"Sea-cucumber, live, fresh or chilled",1750
036.0.2.3.8.20,"Sea-urchin, live, fresh or chilled",1751
036.0.2.3.8.30,"Jellyfish, live, fresh or chilled",1752
036.0.2.3.8.90,"Other aquatic invertebrates, live, fresh or chilled",1753
036.0.2.4.8,"Miscellaneous aquatic invertebrates, frozen",1754
036.0.2.4.8.10,"Sea-cucumber, frozen",1755
036.0.2.4.8.20,"Sea-urchin, frozen",1756
036.0.2.4.8.30,"Jellyfish, frozen",1757
036.0.2.4.8.90,"Other aquatic invertebrates, frozen",1758
036.0.2.5.8,"Miscellaneous aquatic invertebrates, dried, salted or in brine, smoked",1759
036.0.2.5.8.10,"Sea-cucumber, dried, salted or in brine, smoked",1760
036.0.2.5.8.20,"Sea-urchin, dried, salted or in brine; fermented, smoked",1761
036.0.2.5.8.30,"Jellyfish, dried, salted or in brine, smoked",1762
036.0.2.5.8.90,"Miscellaneous aq. invert., dried, salted or in brine, smoked nei",1763
036.0.2.6.8.10,"Sea-cucumber, other than live, fresh or chilled",1764
036.0.2.6.8.20,"Sea-urchin, other than live, fresh or chilled",1765
036.0.2.6.8.30,"Jellyfish, other than live, fresh or chilled",1766
036.0.2.6.8.35,"Jellyfish, other than prepared or preserved",1767
036.0.2.6.8.90,"Aquatic invertebrates, other than live, fresh or chilled, nei",1768
036.0.2.6.8.95,"Aquatic invertebrates, other than prepared or preserved",1769
037.1.3.4.3.50,"Trouts, minced, prepared or preserved",1770
037.2.2.1.8,"Miscellaneous aquatic invertebrates, prep. Or pres.",1771
037.2.2.1.8.10,"Sea-cucumber, prepared or preserved",1772
037.2.2.1.8.20,"Sea-urchin, prepared or preserved",1773
037.2.2.1.8.30,Jellyfish preparations,1774
037.2.2.1.8.90,"Other aquatic invertebrates, prepared or preserved, nei",1775
034.4.4.2.5.2.91,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",1776
37,"Fish, crustaceans, molluscs and other aquatic invertebrates, prepared or preserved, n.e.s.",1777
036.0.3,Crustaceans and molluscs,1778
034.1.5.2.86,Fresh or chilled pollack (Pollachius pollachius),1779
035.02.2.5.2.40,"Saithe (= Pollock), salted or in brine",1780
035.02.2.5.2.60,"Hakes, salted or in brine",1781
035.02.1.5.2.30,"Haddock dried, whether or not salted, but not smoked",1782
035.02.2.5.5.20,"Pilchards, salted or in brine",1783
034.3.1.5.1.19,"Halibuts nei, fillets, fresh or chilled",1784
034.2.5.2.86,Frozen pollack (Pollachius pollachius),1785
034.2.5.3.462,"Gilt-head seabream, frozen",1786
036.0.2.5.7.55,"Octopus, smoked",1787
034.1.2.1.22,"Sturgeon, live",1788
037.1.2.1.23,"Salmon roes, prepared and preserved",1789
034.1.5.7.85,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",1790
034.2.5.7.85,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",1791
034.3.1.5.8.80,"Rays and skates (Rajidae) fillets, fresh or chilled",1792
034.3.2.2.5.8.70,"Dogfish and other sharks, meat, whether or not minced, fresh or chilled",1793
034.3.2.2.5.8.80,"Rays and skates (Rajidae), meat, whether or not minced, fresh or chilled",1794
034.4.4.2.5.8.80,"Rays and skates (Rajidae) meat, frozen",1795
035.02.1.3.9.87,"Tilapias, catfish, carp, eels, Nile perch, snakeheads, dried, whether or not salted, not smoked, nei",1796
035.02.1.5.7.85,"Herring,achovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jack&horse mackerel,jack,crevalle,cobia,silver pomfret,Pacif.saury,scad,capelin,etc,dried,salted or not,not smoked",1797
036.0.1.1.1.90,"Crustaceans live, for breeding and other purposes, nei",1798
036.0.1.3.2.05,"Crabs, live",1799
036.0.1.3.3.05,"Lobsters, live",1800
036.0.1.3.5.05,"Shrimps and prawns, live",1801
036.0.1.3.5.10,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled",1802
036.0.1.3.9.05,"Crustaceans live, for human consumption, nei",1803
036.0.1.5.3.30,"Norway lobsters (Nephrops norvegicus), dried, salted or in brine, smoked",1804
036.0.1.5.3.50,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), dried, salted or in brine, smoked",1805
036.0.1.5.3.40,"Lobsters (Homarus spp.), dried, salted or in brine, smoked",1806
036.0.2.3.3.05,"Oysters, live",1807
036.0.2.3.9.90,"Molluscs live, for human consumption, nei",1808
036.0.2.4.6.80,"Clams, cockles, arkshells, frozen",1809
034.4.1.5.8.80,"Rays and skates ""Rajidae"", fillets, frozen",1810
034.1.5.6.97,"Kawakawa ""Euthynnus affinis"" for ind. processing or preservation, fresh or chilled",1811
034.1.5.6.98,"Kawakawa ""Euthynnus affinis"" (excl. for ind. processing or preservation), fresh or chilled",1812
034.1.5.8.61,"Picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."", fresh or chilled",1814
034.1.5.8.62,"Blue shark ""Prionace glauca"", fresh or chilled",1815
034.1.5.8.69,"Other dogfish and other sharks (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), fresh or chilled",1816
034.2.5.6.97,"Kawakawa ""Euthynnus affinis"" for ind. processing or preservation, frozen",1818
034.2.5.6.98,"Kawakawa ""Euthynnus affinis"" (excl. for ind. processing or preservation), frozen",1819
034.2.5.8.61,"Picked dogfish ""Squalus acanthias""and catsharks ""Scyliorhinus spp."", frozen",1820
034.2.5.8.62,"Blue shark ""Prionace glauca"", frozen",1821
034.3.1.5.8.61,"Picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."", fillets, fresh or chilled",1822
034.3.1.5.8.66,"Porbeagle shark ""Lamna nasus"", fillets, fresh or chilled",1823
034.3.1.5.8.62,"Blue shark ""Prionace glauca"", fillets, fresh or chilled",1824
