country_code,country,origin,diet,type,output_group,fbs_item_code,fbs_item,footprint_type,region,income_class,oecd,diet_footprint,population,diet_footprint_whole_pop
10,Australia,domestic,baseline,plant,Starchy roots,2531,Potatoes and products,mg_abx_total,Oceania,High income,yes,3.9092864992411605e-05,24737250.0,9.670499745335353e-07
10,Australia,domestic,baseline,plant,Starchy roots,2533,Sweet potatoes,mg_abx_total,Oceania,High income,yes,2.498927158147e-06,24737250.0,6.181658584287369e-08
10,Australia,domestic,baseline,plant,Sugars,2536,Sugar cane,mg_abx_total,Oceania,High income,yes,0.0002674967794749022,24737250.0,6.617134708065524e-06
10,Australia,domestic,baseline,plant,Vegetables,2563,Olives (including preserved),mg_abx_total,Oceania,High income,yes,0.0029174242037624406,24737250.0,7.216905188452244e-05
10,Australia,domestic,baseline,plant,Vegetables,2601,Tomatoes and products,mg_abx_total,Oceania,High income,yes,1.4327172835207799e-05,24737250.0,3.544148562177462e-07
10,Australia,domestic,baseline,plant,Vegetables,2602,Onions,mg_abx_total,Oceania,High income,yes,9.1247226919748e-06,24737250.0,2.2572054641205472e-07
10,Australia,domestic,baseline,plant,Vegetables,2605,"Vegetables, Other",mg_abx_total,Oceania,High income,yes,5.2225018507895895e-05,24737250.0,1.2919033390844498e-06
10,Australia,domestic,baseline,t_animal,Bovine meat,2731,Bovine Meat,mg_abx_total,Oceania,High income,yes,6.652071597464319,24737250.0,0.16455395812437423
10,Australia,domestic,baseline,t_animal,Pig meat,2733,Pigmeat,mg_abx_total,Oceania,High income,yes,6.668204521255512,24737250.0,0.16495304229342792
10,Australia,domestic,baseline,t_animal,Poultry,2734,Poultry Meat,mg_abx_total,Oceania,High income,yes,4.4940000352216,24737250.0,0.11116920237128551
10,Australia,domestic,baseline,t_animal,Sheep and goat meat,2732,Mutton & Goat Meat,mg_abx_total,Oceania,High income,yes,7.398227675175243,24737250.0,0.18301180755772878
10,Australia,imported,baseline,a_animal,Aquatic animals,2761,Freshwater Fish,mg_abx_total,Oceania,High income,yes,0.198512557693921,24737250.0,0.0049106547678139465
10,Australia,imported,baseline,a_animal,Aquatic animals,2762,Demersal Fish,mg_abx_total,Oceania,High income,yes,0.09722392532305829,24737250.0,0.002405052546697824
10,Australia,imported,baseline,a_animal,Aquatic animals,2763,Pelagic Fish,mg_abx_total,Oceania,High income,yes,0.012906815588208586,24737250.0,0.00031927912390941284
10,Australia,imported,baseline,a_animal,Aquatic animals,2764,"Marine Fish, Other",mg_abx_total,Oceania,High income,yes,0.02128996938089393,24737250.0,0.0005266552950675184
10,Australia,imported,baseline,a_animal,Aquatic animals,2765,Crustaceans,mg_abx_total,Oceania,High income,yes,0.11480143612780244,24737250.0,0.002839871825852481
10,Australia,imported,baseline,plant,Fruits,2611,"Oranges, Mandarines",mg_abx_total,Oceania,High income,yes,0.003909014061626763,24737250.0,9.669825809597664e-05
10,Australia,imported,baseline,plant,Fruits,2612,"Lemons, Limes and products",mg_abx_total,Oceania,High income,yes,0.00048096737232278307,24737250.0,1.1897810130991765e-05
10,Australia,imported,baseline,plant,Fruits,2613,Grapefruit and products,mg_abx_total,Oceania,High income,yes,0.0001903988846289939,24737250.0,4.709944808788581e-06
10,Australia,imported,baseline,plant,Fruits,2614,"Citrus, Other",mg_abx_total,Oceania,High income,yes,5.6131825851836205e-05,24737250.0,1.3885470090533367e-06
10,Australia,imported,baseline,plant,Fruits,2617,Apples and products,mg_abx_total,Oceania,High income,yes,0.0015785033568134934,24737250.0,3.904783216333459e-05
10,Australia,imported,baseline,plant,Fruits,2618,Pineapples and products,mg_abx_total,Oceania,High income,yes,2.6777908146936e-06,24737250.0,6.624118083078148e-08
10,Australia,imported,baseline,plant,Fruits,2619,Dates,mg_abx_total,Oceania,High income,yes,0.000898294027601294,24737250.0,2.222132393428011e-05
10,Australia,imported,baseline,plant,Fruits,2620,Grapes and products (excl wine),mg_abx_total,Oceania,High income,yes,0.0017541065591169392,24737250.0,4.33917724795155e-05
10,Australia,imported,baseline,plant,Fruits,2625,"Fruits, Other",mg_abx_total,Oceania,High income,yes,8.500126526851999e-06,24737250.0,2.10269754926372e-07
10,Australia,imported,baseline,plant,Grains,2511,Wheat and products,mg_abx_total,Oceania,High income,yes,0.0,24737250.0,0.0
10,Australia,imported,baseline,plant,Grains,2513,Barley and products,mg_abx_total,Oceania,High income,yes,2.070887203029349e-08,24737250.0,5.122805446313778e-10
10,Australia,imported,baseline,plant,Grains,2514,Maize and products,mg_abx_total,Oceania,High income,yes,0.0,24737250.0,0.0
10,Australia,imported,baseline,plant,Grains,2516,Oats,mg_abx_total,Oceania,High income,yes,9.402968699874348e-09,24737250.0,2.3260358747096672e-10
10,Australia,imported,baseline,plant,Grains,2805,Rice (Milled Equivalent),mg_abx_total,Oceania,High income,yes,0.005511957844275856,24737250.0,0.00013635067918331292
10,Australia,imported,baseline,plant,Nuts and seeds,2551,Nuts and products,mg_abx_total,Oceania,High income,yes,0.005252604892682483,24737250.0,0.00012993500038150973
10,Australia,imported,baseline,plant,Nuts and seeds,2556,Groundnuts (Shelled Eq),mg_abx_total,Oceania,High income,yes,6.119934921686699e-06,24737250.0,1.5139036014149526e-07
10,Australia,imported,baseline,plant,Nuts and seeds,2557,Sunflower seed,mg_abx_total,Oceania,High income,yes,1.7779086106347806e-08,24737250.0,4.398056977842523e-10
10,Australia,imported,baseline,plant,Pulses and soy,2546,Beans,mg_abx_total,Oceania,High income,yes,1.101105742131e-07,24737250.0,2.723832801953422e-09
10,Australia,imported,baseline,plant,Pulses and soy,2547,Peas,mg_abx_total,Oceania,High income,yes,9.970190954155663e-09,24737250.0,2.466351061806872e-10
10,Australia,imported,baseline,plant,Pulses and soy,2549,"Pulses, Other and products",mg_abx_total,Oceania,High income,yes,1.902787566173895e-08,24737250.0,4.706973172133519e-10
10,Australia,imported,baseline,plant,Pulses and soy,2555,Soyabeans,mg_abx_total,Oceania,High income,yes,0.0,24737250.0,0.0
10,Australia,imported,baseline,plant,Starchy roots,2531,Potatoes and products,mg_abx_total,Oceania,High income,yes,3.2293751606059e-06,24737250.0,7.988586069169948e-08
